658,61,zbywac dzialalnosc detaliczny w polsce,1;
659,26,potwierdzenie obsada stanowisko dyrektor zarzadzajacy siec sprzedaz,1;
660,11,umowa dot. euroobligacja o wartosc 750 milion euro,0;
661,32,sprzedaz akcja spolka przez menadzer,0;
662,56,wstepne wynik za iii kwartal 2005 r.,1;
663,2,nowe cel strategiczny i finansowy na latac 2006 2010,0;
664,2,nowe cel strategiczny i finansowy na latac 2006 2010,1;
665,2,podpisac umowa na opcja na akcja wlasne z apv rt.,1;
666,5,wstepne wynik za iii kwartal oraz 9 miesiac 2005 r.,1;
667,40,  umowa z wegierski ministerstwo gospodarka i transport,0;
668,22,porozumienie w sprawa rozszerzyc licencja produkcyjny,0;
669,6,oferta publiczny na akcja seria `c`,0;
670,16,umowa prawa opcja do akcja wlasny,0;
671,17,komunikat o zmiana wplyw na spolka,1;
672,9,mianowac bank of new york jako nastepca bank depozytariusz,0;
673,12,zmiana wplyw na spolka,1;
674,43,porozumienie w sprawa transakcja dotyczyc branza gazowniczy   wersja angielski,1;
675,3,porozumienie w sprawa transakcja dotyczyc branza gazowniczy   wersja polski,1;
676,12,zmiana wplyw na spolka,0;
677,43,wstepne wynik za iv kwartal oraz za caly rok 2005,1;
678,59,zmiana personalna w,0;
679,16,wstepne wynik za iv kwartal oraz caly 2005 rok,0;
680,42,proponowac transakcja akcja wlasny,1;
681,2,udany odwiert ropy/gazu w pakistanie,1;
682,41,sprzedaz akcja wlasny,1;
683,41,sprzedaz akcja wlasny,0;
684,5,harmonogram wza spolka wersja angielski,1;
685,41,skrocic harmonogram wza spolka,1;
686,13,harmonogram zwza oraz warunki udzial oraz wykonanie prawa do glos,1;
687,27,dokument na walny zgromadzenie akcjonariusz (wersja angielska),0;
688,17,sfinalizowac transakcja gazowy mol e.on ruhrgas international,0;
689,4,dokument na walny zgromadzenie akcjonariusz (wersja polska),0;
690,54,optymalizacja portfel detaliczny w rumunii,0;
691,47,zmiana organizacyjny w,0;
692,5,  es gazipari rszvenvtarsasag sprzedaz akcja wlasny,0;
693,20,wybrana dane finansowy za rok 2005,0;
694,5,  es gazipari rszvenvtarsasag sprzedaz akcja wlasny,0;
695,12,zmiana wplyw na spolka,1;
696,12,zmiana wplyw na spolka,1;
697,6,uchwala roczny zgromadzenie akcjonariusz,1;
698,6,zlozyc wiazacy oferta na 96 9  udzial w spolka oao udmurtneft,0;
699,19,  es gazipari rszvenvtarsasag dywidenda za 2005 r.,0;
700,4,wykonanie opcja call na akcja wlasne z ápv rt.,1;
701,3,wstepne wynik za i kwartal 2006 rok,1;
702,2,sprzedaz akcja przez menedzer,1;
703,53,zlecenie zakup akcja wlasny,1;
704,6,zakup akcja wlasny,0;
705,6,zakup akcja wlasny,1;
706,51,  es gazipari rszvenvtarsasag zasada lad korporacyjny,0;
707,5,podzial akcja dla zarzad i pracownik,0;
708,25,podzial akcja dla zarzad i pracownik (poprawiona wersja),0;
709,54,realizacja transakcja,1;
710,12,zmiana wplyw na spolka,1;
711,23,wstepne wynik za i kwartal 2006 r.,1;
712,6,informacja o zmiana wplyw na spolka,0;
713,4,zakup obligacja bezterminowy przez menadzer,0;
714,55,umowa na kredyt odnawialny o wartosc 825 milion euro,0;
715,6,emitent i rossi beteiligungs ltd. wybudowac fabryka komponent biodiesla,0;
716,47,zakup akcja spolka przez menadzer,1;
717,9,wstepne wynik za ii kwartal 2006 rok,0;
718,32,sprzedaz akcja spolka przez menadzer,1;
719,32,sprzedaz akcja spolka przez menadzer,1;
720,32,sprzedaz akcja spolka przez menadzer,0;
721,32,sprzedaz akcja spolka przez menadzer,1;
722,11,wstepne wynik za ii kwartal 2006 r.,0;
723,6,podpisac pierwsza umowa eksploracyjny na teren wegier,0;
724,32,sprzedaz akcja spolka przez menadzer,0;
725,18,  decyzja rad dyrektor o podwyzszenie kapital akcyjny,0;
726,58,konsorcjum mol ina podpisac umowa z rzad bosni i hercegowiny,0;
727,11,zarejestrowac podniesienie kapital,1;
728,30,zmiana w stan posiadanie akcja przez menadzer wysoki szczebel,0;
729,24,umowa kupna sprzedazy z rosyjski firma nwog,0;
730,32,sprzedaz akcja spolka przez menadzer,0;
731,5,rosyjski urzad antymonopolowy wyrazic zgoda na nabycie 100  udzial nwog mol,1;
732,11,podpisac statut spolka,1;
733,3,umowa koncesyjny z republika pakistanu na prace badawczy na dwa obszar roponosny,1;
734,49,wstepne wynik za iii kwartal 2006 r.,0;
735,42,wapiwsp zamierzac sprzedac 1 73  akcja spolka,1;
736,5,wynik przetarg na wybudowac strategiczny magazyn gaz,1;
737,49,wstepne wynik za iii kwartal 2006 r.,1;
738,5,wiazacy oferta na 100  udzial w rosyjski aktywa naftowy,1;
739,12,rozszerzyc prawic opcja na akcja,1;
740,26,spolka nabyc 100  udzial w baitex llc,0;
741,32,nabycie mszksz zrt.,1;
742,3,  negocjacje w cel zabezpieczenie dostawa ropa naftowy,1;
743,44,dostawa ropa naftowy do rafineria zostac wznowic,0;
744,12,nowa dzialalnosc wpisac do statut spolka,1;
745,46,miejsce publikacja wstepny wynik za iv kw. i 2006 r.,1;
746,6,wstepne wynik za iv kwartal oraz za caly rok 2006,1;
747,3,zmiana wplyw w tvk,1;
748,3,zmiana wplyw w tvk,1;
749,6,wstepne wynik za iv kwartal oraz caly 2006 rok,1;
750,6,harmonogram wza,0;
751,37,zmiana data identyfikacja akcjonariusz przed wza,0;
752,31,dokument na wza,1;
753,31,dokument na wza,1;
754,25,nabycie 100  udzial w spolka matjushkinskaya vertikal llc,1;
755,6,  es gnmr powolac spolka obrot gaz ziemny,1;
756,3,raport roczny za 2006 rok,0;
757,14,uchwala roczny zgromadzenie akcjonariusz z 26 kwietni 2007 r.,1;
758,37,sprzedaz akcja przez menadzer spolka,0;
759,12,rada dyrektor oglaszac wyplata dywidenda za rok obrotowy 2006,0;
760,39,rada dyrektor oglaszac wyplata dywidenda za rok 2006 (poprawka),0;
761,54,wstepne wynik za i kwartal 2007 r.,1;
762,54,wstepne wynik za i kwartal 2007 r.,1;
763,22,projekt umowy z exxonmobil,0;
764,32,  es gazipari nyilvanosan mukodo reszvenvtarsasag raport roczny,1;
765,39, raport roczny za 2006 rok   uzupelnic wersja polskojezyczny,1;
766,27,  zasada lad korporacyjny,0;
767,5,program rozbudowa rafineria duna,1;
768,37,sprzedaz akcja przez menadzer spolka,1;
769,61,nabycie ponad 5  wplyw na spolka,1;
770,12,zmiana wplyw na spolka,1;
771,15,wstepne wynik za i kwartal 2007 rok,0;
772,3,  odkrycie trzeci zrodlo gaz ziemny w region trans tisza,1;
773,2,zakup akcja dawac ponad piecioprocentowy wplyw na,1;
774,13,zmiana wplyw na,0;
775,6,program optymalizacja struktura kapitalowy spolka,0;
776,44,kontynuacja wdrazac wlasny strategia,0;
777,12,zmiana wplyw na spolka,0;
778,6,zakup akcja wlasny,0;
779,6,zakup akcja wlasny,0;
780,37,sprzedaz akcja przez menadzer spolka,0;
781,12,zmiana wplyw na spolka,0;
782,6,zakup akcja wlasny,1;
783,6,nowy posrednik transakcja,1;
784,6,zakup akcja wlasny,1;
785,6,zakup akcja wlasny,1;
786,9,zamiana akcja wlasny,0;
787,6,zakup akcja wlasny,0;
788,9,zamiana akcja wlasny,1;
789,6,zakup akcja wlasny,1;
790,15,spolka otrzymac koncesja na obrot gaz,1;
791,6,zakup akcja wlasny,1;
792,6,zakup akcja wlasny,0;
793,5,zmiana w akcja wlasny,0;
794,6,zakup akcja wlasny,0;
795,8,mozliwosci wzrost organiczny i generowac srodki finansowy,0;
796,58,odrzucenie warunkowe uklad z omv,0;
797,6,zakup akcja wlasny,1;
798,6,zakup akcja wlasny,1;
799,24,odkrycie nowe pole gaz ziemny,0;
800,18,udany wspolpraca z spolka ina   uzupelnienie,0;
801,6,zakup akcja wlasny,0;
802,5,  zakup akcja wlasny,0;
803,6,zakup akcja wlasny,1;
804,6,zakup akcja wlasny,0;
805,6,zakup akcja wlasny,1;
806,6,zakup akcja wlasny,1;
807,6,zakup akcja wlasny,0;
808,6,zakup akcja wlasny,1;
809,16,umowa na zakup 100  udzial w italiana energia e servizi,0;
810,6,zakup akcja wlasny,1;
811,6,zakup akcja wlasny,1;
812,12,spolka kupowac chorwacki siec tifon,0;
813,6,zakup akcja wlasny,0;
814,6,zakup akcja wlasny,1;
815,6,zakup akcja wlasny,0;
816,6,zakup akcja wlasny,1;
817,11,wstepne wynik za ii kwartal 2006 r.,1;
818,6,zakup akcja wlasny,1;
819,6,zakup akcja wlasny,1;
820,6,zakup akcja wlasny,0;
821,6,zakup akcja wlasny,1;
822,5,  zakup akcja wlasny,1;
823,6,zakup akcja wlasny,1;
824,6,zakup akcja wlasny,1;
825,6,zakup akcja wlasny,0;
826,6,zakup akcja wlasny,0;
827,56,wstepne wynik za ii kwartal 2007 rok,1;
828,6,zakup akcja wlasny,0;
829,29,memorandum of understanding w zakres sojusz strategiczny,1;
830,6,zakup akcja wlasny,1;
831,39,nowy transgraniczny projekt badawczy mol ina,1;
832,6,zakup akcja wlasny,0;
833,6,zakup akcja wlasny,1;
834,12,zmiana wplyw na spolka,1;
835,18,zmiana w oplata nie powinny istotnie wplynac na zyskownosc spolka,1;
836,11,zmiana w posiadanie akcja przez menadzer wysoki szczebel,1;
837,37,stanowisko odnosnie warunkowy deklaracja intencja omv,0;
838,49,podpisywac umowa na kredyt odnawialny o wartosc 2 1 miliard euro,1;
839,2,memorandum of understanding z quatar petroleum international,1;
840,35,zamkniecie transakcja zakup spolka tifon,1;
841,20,porozumienie w sprawa zakup 40  udzial w nowy przybrzezny blok w kamerunie,0;
842,3,podpisac porozumienie,0;
843,3,podpisac porozumienie,0;
844,3,wstepne wynik za iii kwartal 2007 rok,0;
845,19,zakonczyc operacja zakup 100  udzial w italiana energia e servizi,0;
846,12,zmiana wplyw na spolka,1;
847,12,zmiana wplyw na spolka,0;
848,6,stanowisko firma odnosnie oswiadczenie omv,0;
849,43,nowa inicjatywa,0;
850,3,wstepne wynik za iii kwartal 2007 rok,1;
851,2,stanowisko w sprawa uchwala wegierski komisja nadzor finansowy,1;
852,41,stanowisko w sprawa uchwala wegierski komisja nadzor finansowy   poprawka,1;
853,33,rozszerzyc prawic opcja na akcja posiadac przez bnp paribas,0;
854,12,zmiana wplyw na spolka,1;
855,4,i libijski urzad inwestycyjny (lia) podpisywac memorandum of understanding,1;
856,10,zmiana wspolczynnik w adr ach,1;
857,12,zmiana wplyw na spolka,1;
858,41,strategiczny sojusz pomiedzy cez a,0;
859,5,  ilosc prawic glos w spolka,1;
860,12,podpisac porozumienie z indyjski spolka ongc,1;
861,2,kontynuacja program optymalizacja kapital,0;
862,6,zakup akcja wlasny,0;
863,26,zamkniecie transakcja zakup akcja pomiedzy i cez,0;
864,6,zakup akcja wlasny,0;
865,6,zakup akcja wlasny,1;
866,2,  zmiana wplyw na spolka,0;
867,12,zmiana wplyw na spolka,0;
868,6,zakup akcja wlasny,0;
869,6,zakup akcja wlasny,1;
870,51,ilosc prawic glos w spolka,1;
871,6,zakup akcja wlasny,0;
872,28,oswiadczenie w sprawa powiadomienie dotyczyc fuzja,0;
873,6,zakup akcja wlasny,0;
874,6,zakup akcja wlasny,0;
875,6,zakup akcja wlasny,0;
876,6,zakup akcja wlasny,0;
877,6,zakup akcja wlasny,1;
878,51,ilosc prawic glos w spolka,1;
879,5,wstepne wynik za iv kwartal oraz caly 2007 rok,0;
880,12,zmiana wplyw na spolka,1;
881,57,zamkniecie transakcja zakup akcja,0;
882,14,podpisac umowy opcja z ing bank n.v.,1;
883,12,zmiana wplyw na spolka,1;
884,6,zakup akcja wlasny,1;
885,6,zakup akcja wlasny,0;
886,5,odkrycie nowy zloze gaz i kondensat w pakistanie,0;
887,6,zakup akcja wlasny,0;
888,6,zakup akcja wlasny,1;
889,6,zakup akcja wlasny,0;
890,5,  zakup akcja wlasny,0;
891,33,harmonogram walny zgromadzenie akcjonariusz,1;
892,6,zakup akcja wlasny,1;
893,6,zakup akcja wlasny,0;
894,6,zakup akcja wlasny,0;
895,51,ilosc prawic glos w spolka,0;
896,31,dokument na wza,0;
897,8,zmiana harmonogram wza na wniosek omv,0;
898,10,powiadomienie akcjonariusz,1;
899,10,powiadomienie akcjonariusz,0;
900,28,program poszukiwawczy z exxonmobil,1;
901,9,i exxonmobil gotowe do rozpoczecie program poszukiwawczy,1;
902,2,dokument na walny zebranie akcjonariusz   wersja polski,0;
903,2,uchwala walny zgromadzenie akcjonariusz z 23 kwietni 2008 r.,0;
904,45,raport roczny 2007,0;
905,16,raport podsumowywac za rok finansowy 2007,0;
906,52,zmiana harmonogram wza na wniosek omv w wersja polski,0;
907,29,uchwala walny zgromadzenie akcjonariusz w wersja polski,0;
908,51,ilosc prawic glos w spolka,0;
909,21,podpisnie umowy z ongc,1;
910,39,wstepne wynik za i kwartal 2008 r.,0;
911,2,raport podsumowywac za rok finansowy 2007 w wersja polski,0;
912,29,raport roczny w wersja polski,0;
913,4,odkrycie nowy zloze ropa naftowy w rosji efekt dzialanie poszukiwawczy spolka,0;
914,10,ilosc prawic glos,1;
915,18,  sprzedaz akcja przez ceo,1;
916,26,wstepne wynik za i kwartal 2008r.,0;
917,53,sprzedaz akcja przez menadzer,1;
918,47,zmiana personalna i organizacyjny,1;
919,5,swiatlo dla spolka joint venture i cez,1;
920,22,odkrycie nowy zloze ropa naftowy i gaz w kazachstanie,1;
921,47,zakup obligacja kapitalowy przez menadzer,1;
922,22,  zakup obligacja kapitalowy przez menadzer,1;
923,47,zakup obligacja kapitalowy przez menadzer,0;
924,47,zakup obligacja kapitalowy przez menadzer,0;
925,51,ilosc prawic glos w spolka,1;
926,25,wyplata dywidenda za rok obrotowy 2007,0;
927,6,zakup akcja i&c energia a.s.,0;
928,43,plan polaczenie wegierski i rumunski system przesyl gaz,0;
929,38,oczekiwany zmiana w akcja wlasny,0;
930,28,zakonczyc zakup ngosso permit w kamerunie,0;
931,12,zmiana wplyw na spolka,0;
932,25,oswiadczenie w zakres przestrzegac zasada lad korporacyjny,1;
933,2,sprzedaz akcja przez menedzer,1;
934,53,sprzedaz akcja przez menadzer,0;
935,5,sprzedaz akcja przez menadzer   korekta komunikat,0;
936,19,  sprzedaz akcja przez menadzer,1;
937,34,transakcja na akcja,1;
938,47,zamiar ogloszenie oferta publiczny na akcja ina,1;
939,12,zmiana wplyw na spolka,1;
940,43,otrzymac pozew omv oraz termin wyznaczyc przez sad metropolitalny,1;
941,9,pozywac omv z tytul nieprawdziwy zarzut i znieslawienie,0;
942,9,utworzyc spolka joint venture i cez,0;
943,5,ilosc prawic glos przypisac do akcja,1;
944,55,odnotowac decyzja omv,1;
945,22,wstepne wynik za ii kwartal 2008 r.,1;
946,5,zmiana w akcja wlasny,1;
947,59,oferta w wysokosc 2.800 hrk za akcja ina zostac zaakceptowac,1;
948,5,  ilosc prawic glos w spolka,1;
949,30,wstepne wynik za ii kwartal 2008r. w wersja polski,1;
950,34,otrzymac kolejny pozew omv oraz decyzja sad metropolitalny,0;
951,53,sprzedaz akcja przez menadzer,1;
952,2,oferta na akcja ina   pelny polskojezyczny wersja komunikat,1;
953,3,dotyczyc zmiana w ilosci prawic glos,0;
954,54,powiadomienie dotyczyc zmiana w ilosci prawic glos,1;
955,53,sprzedaz akcja przez menadzer,1;
956,51,ilosc prawic glos w spolka,0;
957,9,komisja europejski nalozyc kara na spolka,1;
958,53,sprzedaz akcja przez menadzer,1;
959,31,udzial spolka w ina wzrosc do 47 15 ,1;
960,15,sad rejestrowy zarejestrowac obnizenie kapital o 5 ,1;
961,39,sad rejestrowy zarejestrowac podwyzszenie kapital spolka,1;
962,45,przetransferowac godziwy wynagrodzenie za akcja ina,1;
963,58,zmiana w ilosci prawic glos,1;
964,13,rozliczenie transakcja zakup akcja ina zostac zakonczony,1;
965,5,powiadomienie bayerische hypo   und vereinsbank aga dotyczyc prawic glos,1;
966,21,dodatkowy roszczenie omv,0;
967,51,zmiana w udzial akcja wysoki kadry zarzadzajaca,1;
968,53,sprzedaz akcja przez menadzer,1;
969,20,sad metropolitalny uchylic uchwala wknf,1;
970,28,wstepne wynik za iii kwartal 2008 r.,1;
971,11,modyfikacja dlugookresowwego rating kredytowy dla spolka,1;
972,10,ilosc prawic glos,1;
973,28,wstepne wynik za iii kwartal 2008 r.,0;
974,21,powiadomienie omv dotyczyc zmiana w ilosci prawic glos,0;
975,58,zmiana w ilosci prawic glos,1;
976,21,powiadomienie omv dotyczyc zmiana w ilosci prawic glos,1;
977,29,powiadomienie bhv aga dotyczyc zmiana w ilosci prawic glos,0;
978,49,powiadomienie oman oil budapest limited dotyczyc zmiana w ilosci prawic glos,1;
979,42,powiadomienie omv dotyczyc zmiana w ilosci prawic glos   pelny polskojezyczny wersja,1;
980,26,  rozwiazanie umowy zakup aktyw i akcja,1;
981,44,  powiadomienie oman oil budapest limited dotyczyc zmiana w ilosci prawic glos,1;
982,5,zmiana w akcja wlasny,1;
983,14,  liczba prawic glos w spolka,0;
984,29,powiadomienie bhv aga dotyczyc zmiana w ilosci prawic glos,1;
985,58,zmiana w ilosci prawic glos,1;
986,21,powiadomienie omv dotyczyc zmiana w ilosci prawic glos,0;
987,42,informowac,0;
988,23,plc. andante the government of croatia signed the,0;
989,19,number of voting rights,0;
990,58,zmiana w ilosci prawic glos,0;
991,3,  zmiana ilosci prawic glos,0;
992,36,wstepne wynik za iv kwartal oraz caly 2008 rok,0;
993,42,informowac,0;
994,42,informowac,0;
995,11,powiadomienie spolki dot. zmiana w ilosci prawic glos,0;
996,23,the extension of 3 board members' mandate is registered,1;
997,29,signed a new option agreement with ing bank n.v.,1;
998,42,informowac,1;
999,42,informowac,0;
1000,42,informowac,0;
1001,18,closing of the share purchase andante option agreement with ing bank n.v.,0;
1002,23,bhv aga notification on change of voting rights,0;
1003,42,informowac,1;
1004,42,informowac,0;
1005,44,omv notification on change of voting rights,0;
1006,24,to pursue stated independent strategy,0;
1007,5,surgutneftegas notification on change of voting rights,0;
1008,49,number of voting rights at plc,1;
1009,23,bhv aga notification on change of voting rights,0;
1010,44,omv notification on change of voting rights,0;
1011,44,documents for the annual general meeting,0;
1012,14,change in treasury shares,0;
1013,44,omv notification on change of voting rights,1;
1014,42,informowac,1;
1015,5,treasury share transaction,1;
1016,4,mfb invest zrt. notification on change of voting rights,1;
1017,42,informowac,0;
1018,43,share sala of manager,0;
1019,18,  es gazipari nyilvanosan mukodo reszvenvtarsasag share sala of manager,0;
1020,32,the agm resolutions wy registered by the court of register,0;
1021,42,olaj: obrot akcja mi spolka,0;
1022,10,olaj: mfb invest zrt. notification on change of voting rights,0;
1023,19,przyjecie budzet na nowy rok,0;
1024,8,green light to from the european commission to ina's transaction,0;
1025,18,interim management report,0;
1026,43,share sala of manager,1;
1027,43,share sala of manager,1;
1028,34,transakcja na akcja,1;
1029,44,  number of voting rights,1;
1030,42,informowac,0;
1031,5,  personnel andante organizational changes in plc.,1;
1032,42,informowac,1;
1033,8,has received surgutneftegas's action,1;
1034,45,signs an 8 year eur 200 million loan agreement with ebrd,0;
1035,45,signs an 8 year eur 200 million loan agreement with ebrd,0;
1036,50,exercise of call options on shares held by bnp paribas,0;
1037,5,bnp paribas notification on change of voting rights,0;
1038,43,share sala of manager,1;
1039,34,transakcja na akcja,1;
1040,41,number of voting rights at plc.,0;
1041,43,share sala of manager,0;
1042,43,share sala of manager,1;
1043,59,  es gazipari nyilvanosan mukodo reszvenvtarsasag 2009 halfa year report of group,1;
1044,6,olaj: share sala of manager,1;
1045,49,number of voting rights at plc,1;
1046,12,olaj: financing of the 2009 work program of pearl project with treasury shares,1;
1047,5,treasury shares transaction,0;
1048,6,olaj: share sala of manager,1;
1049,45,signs an 8 year eur 200 million loan agreement with ebrd,0;
1050,16,wstepne wynik za iv kwartal oraz caly 2005 rok,0;
1051,6,zakup akcja wlasny,0;
1052,27,wstepne wynik za ii kwartal oraz i polrocze 2005 r.,0;
1053,5,program rozbudowa rafineria duna,1;
1054,2,nowe cel strategiczny i finansowy na latac 2006 2010,1;
1055,6,zakup akcja wlasny,0;
1056,43,porozumienie w sprawa transakcja dotyczyc branza gazowniczy   wersja angielski,1;
1057,43,share sala of manager,1;
1058,44,nabycie akcja przez menedzer,0;
1059,36,wstepne wynik za iv kwartal oraz caly 2008 rok,0;
1060,22,wstepne wynik za ii kwartal 2008 r.,1;
1061,6,zakup akcja wlasny,0;
1062,3,wstepne wynik za i kwartal 2006 rok,1;
1063,48,zbycie akcja przez menedzer,0;
1064,3,  odkrycie trzeci zrodlo gaz ziemny w region trans tisza,1;
1065,2,zakup akcja dawac ponad piecioprocentowy wplyw na,1;
1066,9,mianowac bank of new york jako nastepca bank depozytariusz,0;
1067,5,  ilosc prawic glos w spolka,1;
1068,6,zakup akcja wlasny,0;
1069,29,signed a new option agreement with ing bank n.v.,1;
1070,32,sprzedaz akcja spolka przez menadzer,0;
1071,30,zmiana w stan posiadanie akcja przez menadzer wysoki szczebel,0;
1072,9,pozywac omv z tytul nieprawdziwy zarzut i znieslawienie,0;
1073,5,wiazacy oferta na 100  udzial w rosyjski aktywa naftowy,1;
1074,59,oferta w wysokosc 2.800 hrk za akcja ina zostac zaakceptowac,1;
1075,44,omv notification on change of voting rights,0;
1076,9,komisja europejski nalozyc kara na spolka,1;
1077,21,dodatkowy roszczenie omv,0;
1078,42,informowac,0;
1079,6,zakup akcja wlasny,0;
1080,33,rozszerzyc prawic opcja na akcja posiadac przez bnp paribas,0;
1081,12,rada dyrektor oglaszac wyplata dywidenda za rok obrotowy 2006,0;
1082,26,  rozwiazanie umowy zakup aktyw i akcja,1;
1083,4,nowy partner w spolka zmb,0;
1084,31,dokument na wza,1;
1085,6,zakup akcja wlasny,0;
1086,6,zakup akcja wlasny,0;
1087,43,share sala of manager,0;
1088,5,treasury shares transaction,0;
1089,5,podzial akcja dla zarzad i pracownik,0;
1090,55,odnotowac decyzja omv,1;
1091,5,rada dyrektor oglaszac wyplata dywidenda za rok obrotowy 2004,1;
1092,51,ilosc prawic glos w spolka,1;
1093,12,zmiana wplyw na spolka,0;
1094,8,ray leonard dolaczyc do zespol firma,1;
1095,6,zakup akcja wlasny,1;
1096,18,  es gazipari nyilvanosan mukodo reszvenvtarsasag share sala of manager,0;
1097,54,wstepne wynik za i kwartal 2007 r.,1;
1098,43,wstepne wynik za iv kwartal oraz za caly rok 2005,1;
1099,6,zakup akcja wlasny,0;
1100,10,czynnik obiektywny wplywac na zysk,0;
1101,49,wstepne wynik za iii kwartal 2006 r.,1;
1102,53,sprzedaz akcja przez menadzer,1;
1103,37,zmiana data identyfikacja akcjonariusz przed wza,0;
1104,53,sprzedaz akcja przez menadzer,1;
1105,6,zakup akcja wlasny,0;
1106,37,sprzedaz akcja przez menadzer spolka,0;
1107,50,zbycie akcja przez dyrektor spolka,0;
1108,12,zmiana wplyw na spolka,0;
1109,6,zakup akcja wlasny,1;
1110,32,  es gazipari nyilvanosan mukodo reszvenvtarsasag raport roczny,1;
1111,6,zakup akcja wlasny,0;
1112,20,wybrana dane finansowy za rok 2005,0;
1113,5,program rozbudowa rafineria duna,1;
1114,44,omv notification on change of voting rights,1;
1115,42,informowac,1;
1116,21,podpisnie umowy z ongc,1;
1117,5,powiadomienie bayerische hypo   und vereinsbank aga dotyczyc prawic glos,1;
1118,11,zarejestrowac podniesienie kapital,1;
1119,28,program poszukiwawczy z exxonmobil,1;
1120,6,zakup akcja wlasny,1;
1121,6,zakup akcja wlasny,0;
1122,3,zmiana wplyw w tvk,1;
1123,37,sprzedaz akcja przez menadzer spolka,1;
1124,32,sprzedaz akcja spolka przez menadzer,0;
1125,20,sad metropolitalny uchylic uchwala wknf,1;
1126,11,umowa dot. euroobligacja o wartosc 750 milion euro,0;
1127,19,umowa na kredyt odnawialny o wartosc 700 milion euro,0;
1128,41,sprzedaz akcja wlasny,0;
1129,10,powiadomienie akcjonariusz,0;
1130,50,zmiana organizacyjny i personalna w spolka,1;
1131,39,sad rejestrowy zarejestrowac podwyzszenie kapital spolka,1;
1132,45,przetransferowac godziwy wynagrodzenie za akcja ina,1;
