id,cluster,text,change
51,30,umowy zawrzec z podmiot kapitalowy shell,0
52,4,zawarcie umowy na dostawa ropa naftowy,1
53,4,zawarcie umowy na dostawa ropa naftowy,1
54,10,umowy zawrzec z kapitalowy neste oil,0
55,10,umowa znaczacy z parafina sp. z o.o.,0
56,10,aneks do umowy znaczacy z pgnig,0
57,4,zawarcie umowy znaczacy na sprzedaz ciezki olej opalowy,1
58,4,przedluzenie umowy na sprzedaz paliwo plynny przez spolka na rzecz statoil poland sp. z o.o.,1
59,4,zawarcie umowy na dostawa ropa naftowy pomiedzy spolka a petraco oil company ltd.,1
60,4,rezygnacja czlonek rad nadzorczy,1
61,10,raport okresowy kwartalny skonsolidowac 3/2011 qsr,0
62,4,zawarcie umowy na dostawa ropa naftowy pomiedzy a eminent energy ltd.,1
63,10,szacunek wybrany czynnik maic istotny wplyw na wynik za 3 kwartal 2011 r.,0
64,4,umowy zawrzec z kapitalowy neste oil,1
65,10,zmiana w statut,0
66,4,raport okresowy polroczny za 2011 psr,1
67,4,przedluzenie umowy kredytowy na refinansowanie i finansowac zapas spolka,1
68,4,zawarcie umowy na dostawa ropa naftowy pomiedzy a petraco oil company ltd.,1
69,4,akcjonariusz posiadajacy co malo 5  glos na nwz 8 sierpien 2011 r.,1
70,4,tresc uchwala podjac przez nwz 8 sierpien 2011 r.,1
71,4,odstapic przez w zastepstwie od rozpatrzenie jedno z planowac punkt porzadek obrada,1
72,10,projekt uchwala nwz,0
73,10,termin i porzadek nwz,0
74,10,  akcjonariusz posiadajacy co malo 5  glos,0
75,10,tresc uchwala powziac przez zwz 27 czerwiec 2011 r.,0
76,10,powolanie rad nadzorczy na viii kadencja,0
77,10,powolanie czlonek rad nadzorczy,0
78,4,umowy zawrzec z petraco oil company ltd.,1
79,10,projekt uchwala wraz z uzasadnienie na zwz zwolac na 27 czerwiec 2011 r.,0
80,10,termin i porzadek zwz,0
81,4,raport okresowy kwartalny skonsolidowac 1/2011 qsr,1
82,4,wykaz informacja przekazac do publiczny wiadomosci w rok 2010,1
83,4,zawarcie umowy na dostawa ropa naftowy,1
84,10,raport okresowy roczny skonsolidowac za 2010 rs,0
85,10,raport okresowy roczny za 2010 rok,0
86,10,  zawarcie umowy na dostawa ropa naftowy,0
87,4,zawarcie umowy na dostawa ropa naftowy,0
88,4,odstapic exploration & production norge as (epn) od prawic do koncesja poszukiwawczy plac 556,1
89,4,raport okresowy kwartalny skonsolidowac 4/2010 qsr,1
90,4,zawiadomienie o zmniejszenie udzial w ogolny liczba glos na w zastepstwie,1
91,10,transakcja dokonany na akcja przez prokurent,0
92,4,termin przekazywac raport okresowy w 2011 rok,1
93,4,przyznanie norge as udzial w koncesja plac 503b,1
94,10,rozwiazanie spolka gaz,0
95,10,umowa znaczacy na sprzedaz paliwo plynny do biskup europa siebie,0
96,4,rejestracja w kdpw akcja seria co,1
97,4,dopuscic i wprowadzenie do obrot gieldowy akcja seria co,1
98,4,przyjecie akcja seria co do depozyt papier wartosciowy przez kdpw,1
99,4,umowa znaczacy na sprzedaz paliwo z shell polski sp. z o.o.,1
100,4,zawarcie umowy na dostawa ropa naftowy,1
101,4,srategia do rok 2015,1
102,10,umowa znaczacy z mitsubishi international gmbh,0
103,10,raport okresowy kwartalny skonsolidowac 3/2010 qsr,0
104,4,raport okresowy polroczny za 2010 psr,1
105,4,powolanie osoba nadzorowac   informacja uzupelniac,1
106,4,akcjonariusz posiadajacy co malo 5  glos na zwz 28 czerwiec 2010 rok,1
107,4,tresc uchwala powziac przez zwz 28 czerwiec 2010 r.,1
108,4,powolanie osoba nadzorowac,1
109,10,umowa znaczacy z pgnig,0
110,4,projekt uchwala wraz z uzasadnienie na zwz zwolac na dzien 28 czerwiec 2010 r.,1
111,10,termin i porzadek zwz,0
112,4,wykaz informacja przekazac do publiczny wiadomosci w rok 2009,1
113,4,zawarcie umowy na dostawa ropa naftowy,1
114,4,raport okresowy kwartalny skonsolidowac 1/2010 qsr,1
115,4,raport okresowy roczny za 2009 rok,1
116,4,raport okresowy roczny skonsolidowac za 2009 rs,1
117,10,asymilacja akcja przez kdpw,0
118,10,wprowadzenie do obrot gieldowy akcja seria a,0
119,10,znaczacy umowa z anwim,0
120,10,rezygnacja czlonek rad nadzorczy,0
121,10,realizacja pakiet antykryzysowego przez kapitalowy,0
122,10,umowa znaczacy z asfalt sp. z o.o.,0
123,4,uzupelnienie informacja zawrzec w raport kwartalny za 4 kwartal 2009 roku.,1
124,3,raport okresowy qsr,1
125,4,powolanie osoba nadzorowac   informacja uzupelniac,1
126,10,akcjonariusz posiadajacy co malo 5  glos na nwz,0
127,4,tresc uchwala powziac przez nwz 11 luty 2010 r.,1
128,4,powolanie osoba nadzorowac,1
129,4,odwolanie osoba nadzorowac,1
130,10,znaczny pakiet akcja   zmiana stan posiadanie akcja przez skarb panstwo,0
131,4,termin przekazywac raport okresowy w 2010 rok,1
132,4,przyznanie norge as udzial w koncesja plac 556,1
133,10,asymilacja akcja przez kdpw,0
134,10,wprowadzenie do obrot gieldowy akcja seria a,0
135,10,termin oraz porzadek nadzwyczajny walny zgromadzenie   korekta,0
136,10,projekt uchwala nwz 11 luty 2010 r.,0
137,10,termin oraz porzadek nwz,0
138,10,akcja seria co   informacja w oparcie o õ24 regulamin gpw,0
139,10,umowa znaczacy z biskup polski,0
140,10,znaczacy umowa z lukoil polski sp. z o.o.,0
141,10,wybor podmiot uprawniony do badanie sprawozdanie finansowy,0
142,4,akcjonariusz posiadajacy co malo 5  glos na nwz w dzien 17 grudzien 2009 roku.,1
143,4,tresc uchwala powziac przez nwza,1
144,4,zawarcie umowy na dostawa ropa naftowy,1
145,4,umowa znaczacy na sprzedaz paliwo,1
146,4,umowa sprzedaz gaz plynny propan butan,1
147,4,zawarcie umowy na dostawa ropa naftowy,1
148,10,zawarcie aneks do umowy,0
149,10,przekroczenie 5  ogolny liczba glos w spolka,0
150,10,projekt uchwala nwz zwolac na 17 grudzien 2009 r.,0
151,4,termin oraz porzadek nwz,1
152,3,raport okresowy qsr,0
153,10,zmiana koncesja oraz przeszacowac zasoby zloze bar 8,0
154,10,aktualizacja termin publikacja raport okresowy,0
155,4,zakup udzial w norweski koncesja wydobywczy,1
156,4,zawarcie umowy znaczacy pomiedzy paliwo a pol   miedz trans,1
157,10,zakup udzial w koncesja poszukiwawczy pl455,0
158,4,zawarcie umowy znaczacy z kolej sp. z o.o.,1
159,4,nabycie udzial parafina sp. z o.o. przez spolka,1
160,10,powolanie prokurent,0
161,4,asymilacja akcja przez kdpw,1
162,4,projekt uchwala nwz zwolac na dzien 22.01.2008 r.,1
163,4,zmiana oswiadczenie zarzad dotyczyc zasada lad korporacyjny,1
164,10,rejestracja zmiana w statut,0
165,4,termin oraz porzadek nwza,1
166,10,objecie udzial w park technologiczny przez czechowice,0
167,4,odwolanie osoba nadzorowac,1
168,4,aktualizacja termin publikacja raport okresowy w 2009 r.,1
169,4,zakup udzial w norweski koncesja poszukiwawczy,1
170,10,zawarcie umowy znaczacy z tank sp. z o.o.,0
171,4,doplata do kapital spolka zalezny paliwo sp. z o.o.,1
172,10,zmiana warunki umowy znaczacy,0
173,10,nabycie akcja spolka zalezny przez petrobaltic,0
174,10,umowa kredytowy z konsorcjum bank,0
175,10,powolanie czlonek zarzad,0
176,10,rozwiazanie umowy znaczacy,0
177,4,zawarcie umowy znaczacy z biopaliwo sp. z o.o.,1
178,10,ocena rad nadzorczy sytuacja spolka po 2005 rok,0
179,10,podpisac umowy kredytowy,0
180,4,koncesja na eksploatacja gazowy zloze b4,1
181,10,wykaz informacja przekazac do publiczny wiadomosci w rok 2006,0
182,10,wyplata dywidenda za 2006 rok,0
183,10,podpisac aneks do znaczacy umowy,0
184,4,odwolanie osoba zarzadzajaca,1
185,4,objecie aktyw finansowy o znaczacy wartosc,1
186,10,zasada wyplat dywidenda,0
187,4,objecie akcja nowa emisja,1
188,4,nabycie przez mazowsze udzial w krakowski gaz,1
189,4,stanowisko zarzad odnosnie rekomendacja unicredit,1
190,10,stanowisko zarzad odnosnie wczesnie opublikowac prognoza wynik na 2005 r.,0
191,10,termin raport okresowy w 2006 rok,0
192,4,projekt uchwala zwz spolka zwolac na dzien 19.06.2006 r.,1
193,10,objecie udzial park technologiczny sp. z o.o.,0
194,10,kontrakty spot pomiedzy z j&s service & investment ltd.,0
195,10,projekt uchwala nwz spolka zwolac na dzien 30.01.2006 r.,0
196,3,raport okresowy qsr,1
197,10,powolanie zarzad szosta kadencja   informacja uzupelniac,0
198,10,zmiana wysokosc kapital zakladowy laba sp. z o.o.,0
199,4,przedluzenie koncesja wydac na rzecz petrobaltic,1
200,4,informacja o zastosowac zasada lad korporacyjny,1
201,4,zakonczenie postepowanie likwidacyjny spolka rc paliwo sp. z o.o.,1
202,3,raport okresowy qsr,1
203,4,zawarcie umowic pomiedzy a,1
204,10,nabycie akcja o wartosc powyzej 5000 euro,0
205,4,rejestracja zmiana wysokosc kapital zakladowy park technologiczny,1
206,10,transakcja pomiedzy podmiot powiazac,0
207,4,zmiana oswiadczenie dot. zasada lad korporacyjny,1
208,10,rezygnacja osoba nadzorowac   uzupelnienie informacja,0
209,4,stanowisko zarzad w sprawa polaczenie z partner sp. z o.o.,1
210,4,akcjonariusz 5  glos na zwz 30 czerwiec 2008 rok,1
211,10,informacja przekazac do publiczny wiadomosci w rok 2005,0
212,10,rozszerzyc zakres dwa koncesja,0
213,10,rejestracja podwyzszenie kapital zakladowy,0
214,10,zawarcie umowy znaczacy z shell polski sp. z o.o.,0
215,10,akcjonariusz   5  glos na nwz po wznowienie obrada,0
216,4,stanowisko zarzad w sprawa polaczenie z partner sp. z o.o.,1
217,4,zmiana struktura kapital zakladowy parafina sp. z o.o.,1
218,4,podpisac umowy na zakup stacja paliwo slovnaft,1
219,10,skorygowac struktura kapital zakl. park technologiczny sp. z o.o.,0
220,10,transakcja na akcja spolka w rok 2006,0
221,3,raport okresowy qsr,1
222,10,termin nwz oraz tresc proponowac zmiana postanowienie statut,0
223,10,skonsolidowac raport polroczny,0
224,4,zawarcie trojstronny umowy znaczacy,1
225,4,rejestracja przez sad podwyzszenie kapital zakladowy,1
226,4,wybor podmiot uprawniony do badanie sprawozdanie finansowy spolka,1
227,10,otwarcie postepowanie likwidacyjny wobec rc paliwo sp. z o.o.,0
228,10,termin oraz porzadek zwz,0
229,10,ustanowic prokurent,0
230,4,zbycie przez jaslo udzial spolka petrosoft.pl,1
231,10,korekta prognoza wynik finansowy na 2007 rok,0
232,10,rozwiazanie znaczacy umowy,0
233,10,zawarcie umowy znaczacy pomiedzy spolka zalezny,0
234,4,raport roczny,1
235,4,korekta sprawozdanie zarzad z dzialalnosc spolka za rok 2007,1
236,4,zawarcie umowy znaczacy z lukoil polski sp. z o.o.,1
237,4,objecie udzial w park technologiczny sp. z o.o. przez,1
238,4,objecie aktyw finansowy o znaczacy wartosc przez jaslo,1
239,4,rejestracja zmiana struktura kapital zakladowy ochrona sp. z o.o.,1
240,4,podpisac kontrakt,1
241,10,tresc nowe tekst jednolity statut,0
242,4,zawarcie trojstronny umowy znaczacy,1
243,4,powolanie zarzad siodma kadencja,1
244,10,podpisac kontrakt epc na budowa instalacja hds,0
245,10,zakonczenie subskrypcja akcja seria co,0
246,10,tresc uchwala powziac przez zwza,0
247,4,nwz   zmiana porzadek obrada,1
248,4,termin zwolanie oraz porzadek nwz,1
249,10,objecie akcja w exploration andante production norge as,0
250,4,koncesja na eksploatacja gazowy zloze b4,1
251,10,zmiana porzadek obrada nwz zwolac na 27 kwietni 2009 r.,0
252,10,nabycie przez mazowsze udzial spolka krakowski gaz sp. z o.o.,0
253,4,informacja uzupelniac do prognoza wynik finansowy na 2005 r.,1
254,4,wprowadzenie do obrot gieldowy akcja seria a spolka,1
255,3,raport okresowy qsr,0
256,4,umowy zawrzec z shell polski sp. z o.o.,1
257,10,korekta skonsolidowac raport za iii kwartal 2007 rok,0
258,10,rejestracja zmiana wysokosc kapital zakladowy park technologiczny,0
259,4,projekt uchwala zwz zwolac na 30 czerwiec 2009 r.,1
260,4,tresc uchwala powziac przez nwz w dzien 27 kwietni 2009 r.,1
261,4,powolanie osoba nadzorowac,1
262,4,opinia rn w sprawa ocena sytuacja spolka w 2006 rok,1
263,4,zmiana kapital exploration andante production norge a.s.,1
264,4,zmiana w sklad rad nadzorczy,1
265,4,nabycie spolka exploration andante production norge a.s.,1
266,10,nabycie przez mazowsze udzial spolka krakowski gaz sp. z o.o.   korekta,0
267,10,wybor podmiot uprawniony do badanie sprawozdanie finansowy,0
268,10,spelnienie warunki zawieszac umowy znaczacy,0
269,11,informowac,0
270,10,powolanie osoba nadzorowac,0
271,4,zmiana profil dzialalnosc rafineria czechowice,1
272,4,zawarcie umowy znaczacy pomiedzy a asfalt,1
273,3,raport okresowy qsr,1
274,4,kontrakt w rama program kompleksowy rozwoj techniczny,1
275,10,zmniejszenie udzial w ogolny liczba glos,0
276,4,termin raport,1
277,10,przyznanie norge as udzial w cztery koncesja poszukiwawczy,0
278,10,raport roczny,0
279,10,skonsolidowac raport roczny,0
280,4,zawarcie umowy znaczacy,1
281,10,wyplata dywidenda za 2006 rok,0
282,10,ustanowic prokurent,0
283,10,wprowadzenie do obrot gieldowy akcja seria a,0
284,10,umowa z podmiot powiazac,0
285,4,porzadek zwz   uzupelnienie,1
286,10,akcjonariusz posiadajacy co malo 5  glos na nwz,0
287,4,zawarcie umowy na dostawa ropa naftowy,1
288,10,rozpoczecie eksploatacja zloze b8 przez spolka petrobaltic,0
289,10,wprowadzenie do obrot gieldowy akcja seria a,0
290,10,wykaz informacja przekazac do publiczny wiadomosci w rok 2007,0
291,10,zmiana data publikacja raport okresowy,0
292,4,powolanie osoba nadzorowac,1
293,4,odwolanie osoba nadzorowac,1
294,4,tresc uchwala powziac przez zwz w dzien 28 maja 2007 rok,1
295,4,skonsolidowac raport polroczny,1
296,10,rezygnacja czlonek rn vii kadencja,0
297,10,tresc nowe tekst jednolity statut,0
298,10,wprowadzenie do obrot gieldowy akcja seria a spolka,0
299,10,skonsolidowac raport roczny,0
300,10,wplyw wycena zapas metoda lifo na skonsolidowac wynik finansowy,0
301,10,skonsolidowac raport polroczny   sprostowanie,0
302,4,pakiet antykryzysowy dla kapitalowy,1
303,4,projekt uchwala nwza zwolac na dzien 23.08.2005 r.,1
304,4,projekt uchwala nwz zwolac na 27 kwietni 2009 r.,1
305,10,tresc uchwala powziac przez nwz 20 luty 2008 rok,0
306,4,objecie aktyw finansowy o znaczacy wartosc,1
307,4,zmiana w statut,1
308,4,odwolanie prokurent,1
309,4,projekt uchwala zwz zwolac na 30 czerwiec 2008 r. wraz z uzasadnienie,1
310,10,tresc nowe tekst jednolity statut,0
311,10,polaczenie oraz partner sp. z o.o.,0
312,10,podpisac kontrakt epc lstk,0
313,10,oswiadczenie zarzad dot.przestrzegania zasada lad korporacyjny w spolka,0
314,4,powolanie czlonek zarzad   informacja uzupelniac,1
315,4,zawarcie umowy znaczacy z biskup polski sp. z o.o.,1
316,10,zawarcie trojstronny umowy,0
317,10,termin przekazywac raport okresowy w 2007 r.,0
318,4,opinia rn w sprawa ocena sytuacja spolka w 2006 rok,1
319,4,zawarcie umowy znaczacy z kolej sp. z o.o.,1
320,3,raport okresowy qsr,1
321,10,nabycie znaczny pakiet akcja seria co,0
322,10,umowy zawrzec z j&s service andante investment ltd na laczny wartosc umowy znaczacy,0
323,4,nabycie przez laba sp. z o.o. 100  udzial spolka laboratorium badacz sp. z o.o.,1
324,4,informacja o transakcja dokonany na akcja spolka,1
325,4,nabycie znaczny pakiet akcja,1
326,10,zawarcie umowy znaczacy,0
327,10,zbycie znaczny pakiet akcja spolka,0
328,3,raport okresowy qsr,1
329,10,termin oraz porzadek zwz,0
330,10,zawarcie trojstronny umowy znaczacy,0
331,4,zasada przyjety odnosnie konwersja akcja imienny na akcja na okaziciel,1
332,3,raport okresowy qsr,1
333,10,rejestracja podwyzszenie kapital zakladowy,0
334,10,zmiana w statut,0
335,4,zarejestrowac spolka zalezny,1
336,10,rezygnacja osoba nadzorowac,0
337,10,zloze b8   koncesja na wydobywac ropa naftowy i gaz ziemny,0
338,10,wybor podmiot uprawniony do badanie sprawozdanie finansowy,0
339,4,termin i porzadek obrada nwz   uzupelnienie,1
340,4,termin oraz porzadek zwz,1
341,3,raport okresowy qsr,1
342,4,zawarcie umowy znaczacy pomiedzy z,1
343,10,remont w rafineria w gdanski w 2007 rok,0
344,4,nowa tresc statut,1
345,10,stanowisko zarzad odnosnie sytuacja spolka,0
346,4,przerwa w produkcja w jaslo,1
347,10,umowa z shell global solutions international,0
348,3,raport okresowy qsr,1
349,4,wybor podmiot uprawniony do badanie sprawozdanie finansowy,1
350,4,zloze b23   przedluzenie koncesja na poszukiwanie i rozpoznanie zloze ropa i gaz,1
351,10,termin oraz porzadek zwz,0
352,10,ustanowic prokurent,0
353,10,zawarcie umowic pomiedzy a,0
354,10,asymilacja akcja przez kdpw,0
355,10,akcjonariusz posiadajacy co malo 5  glos na nwz,0
356,4,tekst jednolity statut,1
357,10,zawarcie umowy znaczacy z biskup polski,0
358,4,polaczenie z partner sp. z o.o.,1
359,4,akcjonariusz posiadajacy co malo 5  glos na zwz 28 maja 2007 r.,1
360,4,tresc uchwala powziac przez zwz 28 maja 2007 r.   korekta,1
361,4,rejestracja przez sad podwyzszenie kapital zakladowy,1
362,4,finalizacja zakup udzial w norweski koncesja wydobywczy,1
363,10,rozszerzyc skonsolidowac raport polroczny,0
364,4,tresc uchwala powziac przez nwz w dzien 22 styczen 2008 r.,1
365,4,zestawienie rezerwa ropa naftowy oraz gaz ziemny,1
366,4,tresc uchwala powziac przez zwz 19 czerwiec 2006 r.,1
367,4,zestawienie rezerwa ropa naftowy oraz gaz ziemny,1
368,4,podpisac umowic offsetowy,1
369,4,raport okresowy qs,1
370,4,akcjonariusz posiadajacy co malo 5  glos na zwz,1
371,4,ogloszenie upadlosc obejmowac likwidacja majatek spolka krakowski gaz sp. z o.o.,1
372,10,skonsolidowac raport polroczny   sprostowanie,0
373,10,skonsolidowac raport polroczny,0
374,10,zmiana w statut,0
375,4,zawarcie umowy znaczacy z kolej sp. z o.o.,1
376,10,nabycie znaczny pakiet akcja seria co,0
377,4,nabycie znaczny pakiet akcja,1
378,4,ogloszenie upadlosc obejmowac likwidacja majatek spolka krakowski gaz sp. z o.o.,1
379,10,zakonczenie subskrypcja akcja seria co,0
380,10,zbycie znaczny pakiet akcja spolka,0
381,4,nowa tresc statut,1
382,4,rejestracja przez sad podwyzszenie kapital zakladowy,1
383,4,rejestracja zmiana w statut,1
384,10,umowy zawrzec z j&s service andante investment ltd na laczny wartosc umowy znaczacy,0
385,4,akcjonariusz posiadajacy co malo 5  glos na zwz,1
386,10,tresc uchwala powziac przez zwza,0
387,4,powolanie zarzad siodma kadencja   uzupelnienie,1
388,4,powolanie zarzad siodma kadencja,1
389,4,projekt uchwala zwz zwolac na 30 czerwiec 2009 r.,1
390,10,termin oraz porzadek zwz,0
391,3,raport okresowy qsr,1
392,4,wykaz informacja przekazac do publiczny wiadomosci w rok 2008,1
393,10,powolanie osoba nadzorowac   informacja uzupelniac,0
394,10,wniosek o ogloszenie upadlosc spolka krakowski gaz sp. z o.o.,0
395,10,akcjonariusz posiadajacy co malo 5  glos na nwz,0
396,10,skonsolidowac raport roczny,0
397,10,raport roczny,0
398,4,tresc uchwala powziac przez nwz w dzien 27 kwietni 2009 r.,1
399,4,powolanie osoba nadzorowac,1
400,4,projekt uchwala nwz zwolac na 27 kwietni 2009 r.,1
401,10,zmiana porzadek obrada nwz zwolac na 27 kwietni 2009 r.,0
402,4,termin oraz porzadek nwza,1
403,4,aktualizacja termin publikacja raport okresowy w 2009 r.,1
404,10,zawarcie umowy znaczacy z neste oil (suisse),0
405,10,rezygnacja czlonek rn vii kadencja,0
406,10,rejestracja podwyzszenie kapital zakladowy,0
407,3,raport okresowy qsr,1
408,4,zawarcie umowy znaczacy z total deutschland gmbh,1
409,4,pakiet antykryzysowy dla kapitalowy,1
410,10,wybrana szacunkowy skonsolidowac dane za czwarty kwartal 2008,0
411,4,termin raport,1
412,4,objecie akcja nowa emisja przez petrobaltic,1
413,4,finalizacja zakup udzial w norweski koncesja wydobywczy,1
414,4,sprzedaz znaczacy aktyw finansowy przez spolka zalezny,1
415,10,zawarcie umowy znaczacy z biskup polski,0
416,4,zawarcie umowy znaczacy z lukoil polski sp. z o.o.,1
417,10,przyznanie norge as udzial w cztery koncesja poszukiwawczy,0
418,10,zawarcie umowy znaczacy z shell polski sp. z o.o.,0
419,10,stanowisko zarzad odnosnie sytuacja spolka,0
420,4,stanowisko zarzad odnosnie rekomendacja unicredit,1
421,10,zawarcie umowy znaczacy z statoil poland sp. z o.o.,0
422,3,raport okresowy qsr,1
423,10,umowy zawrzec z statoilhydro as,0
424,4,zakup udzial w norweski koncesja wydobywczy,1
425,10,zawarcie umowy znaczacy z tank sp. z o.o.,0
426,10,rozszerzyc zakres dwa koncesja,0
427,4,zestawienie rezerwa ropa naftowy oraz gaz ziemny,1
428,4,rejestracja podwyzszenie kapital zakladowy jednostki zalezny,1
429,10,rozszerzyc skonsolidowac raport polroczny,0
430,10,rejestracja podwyzszenie kapital zakladowy,0
431,4,finalizacja zakup udzial w norweski koncesja wydobywczy,1
432,10,objecie akcja w exploration andante production norge as,0
433,4,zakup udzial w norweski koncesja poszukiwawczy,1
434,10,rejestracja zmiana w statut,0
435,10,tresc nowe tekst jednolity statut,0
436,3,raport okresowy qsr,1
437,4,objecie aktyw finansowy o znaczacy wartosc,1
438,4,powolanie osoba nadzorowac   informacja uzupelniac,1
439,4,objecie aktyw finansowy o znaczacy wartosc,1
440,10,rezygnacja czlonek rad nadzorczy vi kadencja,0
441,11,informowac,0
442,10,powolanie osoba nadzorowac,0
443,4,akcjonariusz 5  glos na zwz 30 czerwiec 2008 rok,1
444,4,tresc uchwala powziac przez zwz,1
445,4,zawarcie umowy znaczacy pomiedzy z,1
446,10,powolanie osoba nadzorowac,0
447,10,podpisac umowy kredytowy,0
448,4,nabycie spolka exploration andante production norge a.s.,1
449,4,przedluzenie koncesja wydac na rzecz petrobaltic,1
450,4,projekt uchwala zwz zwolac na 30 czerwiec 2008 r. wraz z uzasadnienie,1
451,4,zaktualizowac strategia do rok 2012,1
452,10,nabycie akcja spolka zalezny przez petrobaltic,0
453,4,zmiana kapital exploration andante production norge a.s.,1
454,4,raport roczny,1
455,4,korekta sprawozdanie zarzad z dzialalnosc spolka za rok 2007,1
456,10,termin oraz porzadek zwz,0
457,4,zakup udzial w norweski koncesja wydobywczy,1
458,4,objecie akcja nowa emisja,1
459,3,raport okresowy qsr,1
460,4,raport roczny,1
461,4,skonsolidowac raport roczny,1
462,10,korekta prognoza wynik finansowy na 2007 rok,0
463,4,zawarcie umowy znaczacy z biopaliwo sp. z o.o.,1
464,10,zmiana data publikacja raport roczny,0
465,10,umorzyc postepowanie upadlosciowy glimar,0
466,10,tresc nowe tekst jednolity statut,0
467,3,raport okresowy qsr,1
468,10,akcjonariusz   5  glos na nwz po wznowienie obrada,0
469,10,tresc uchwala powziac przez nwz 20 luty 2008 rok,0
470,4,powolanie prokurent,1
471,4,odwolanie prokurent,1
472,10,asymilacja akcja przez kdpw,0
473,10,wprowadzenie do obrot gieldowy akcja seria a,0
474,10,wykaz informacja przekazac do publiczny wiadomosci w rok 2007,0
475,10,akcjonariusz posiadajacy co malo 5  glos na nwz,0
476,10,termin raport okresowy w 2008 rok,0
477,4,tresc uchwala powziac przez nwz w dzien 22 styczen 2008 r.,1
478,10,ogloszenie przerwa w obrada nwz spolka,0
479,4,zawarcie umowy znaczacy z biskup polski sp. z o.o.,1
480,4,projekt uchwala nwz zwolac na dzien 22.01.2008 r.,1
481,4,informacja o zastosowac zasada lad korporacyjny,1
482,4,zbycie przez jaslo udzial spolka petrosoft.pl,1
483,10,informacja o stosowac zasada lad korporacyjny,0
484,10,umowy z lukoil warsaw sp. z o.o.,0
485,4,umowy zawrzec z shell polski sp. z o.o.,1
486,10,zawarcie umowy znaczacy pomiedzy biopaliwo a zaklad kruszwica,0
487,10,umowa kredytowy z konsorcjum bank,0
488,10,rozpoczecie eksploatacja zloze b8 przez spolka petrobaltic,0
489,4,przedluzenie siedem koncesja poszukiwawczo rozpoznawczych,1
490,4,termin i porzadek obrada nwz   uzupelnienie,1
491,10,termin nwz oraz tresc proponowac zmiana postanowienie statut,0
492,10,kontrakty spot pomiedzy z j&s service & investment ltd.,0
