id,cluster,text,change
4079,13,zbycie akcja przez osoba z kierownictwo byc czlonek zarzad spolka,0
4080,15,raport okresowy roczny za 2010 rok,1
4081,15,raport okresowy roczny skonsolidowac za 2010 rs,1
4082,15,wybor podmiot uprawniony do badanie sprawozdanie finansowy,1
4083,13,raport okresowy kwartalny skonsolidowac 4/2010 qsr,0
4084,15,zmniejszenie posiadac udzial w ogolny liczba glos o duzo niz 2 ,1
4085,13,asymilacja akcja przez kdpw,0
4086,13,  zejscie ponizej 15 proc. glos,0
4087,15,zbycie akcja przez osoba z kierownictwo byc czlonek zarzad,1
4088,13,informacja o zmniejszenie posiadac udzial w ogolny liczba glos,0
4089,13,informacja o przekroczenie prog 15  ogolny liczba glos na wza,0
4090,15,zbycie akcja przez osoba z kierownictwo spolka,1
4091,15,zbycie akcja przez osoba z kierownictwo spolka,1
4092,15,termin publikacja raport okresowy,1
4093,13,raport okresowy kwartalny skonsolidowac 3/2010 qsr,0
4094,15,zbycie akcja przez osoba z kierownictwo spolka,1
4095,13,zbycie akcja przez osoba z kierownictwo spolka,0
4096,15,informacja o zejscie ponizej prog 25  ogolny liczba glos na wza,1
4097,13,informacja o zmniejszenie posiadac udzial w ogolny liczba glos o duzo niz 2 ,0
4098,13,aneks numer 11 do umowy kredytowy z pekao,0
4099,13,podpisac ostateczny umowy dotyczyc nabycie akcja centrum filmowy helios,0
4100,15,raport okresowy polroczny za 2010 psr,1
4101,13,raport okresowy kwartalny skonsolidowac 2/2010 qsr,0
4102,13,uzupelnienie rb numer 34/2010 z dzien 23 lipiec 2010 r.,0
4103,13,powolanie sklad rad nadzorczy,0
4104,13,rejestracja zmiana w statut spolka i ustalenie tekst jednolity statut,0
4105,13,zbycie akcja przez osoba z kierownictwo spolka,0
4106,29,wprowadzenie akcja do obrot na gpw,1
4107,13,zbycie akcja przez osoba z kierownictwo spolka,0
4108,15,zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad,1
4109,15,akcjonariusz   5  glos na zwza,1
4110,15,uchwala powziac przez zwza,1
4111,13,projekt uchwala dot. sprawa wprowadzic do porzadek obrada zwz,0
4112,15,zbycie akcja przez osoba z kierownictwo,1
4113,15,zbycie akcja przez osoba z kierownictwo,1
4114,13,projekt uchwala zwz,0
4115,13,ogloszenie o zwolanie zwz,0
4116,13,informacja o zawarcie umowy,0
4117,13,zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad spolka,0
4118,13,zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad spolka,0
4119,13,zbycie akcja przez osoba z kierownictwo spolka,0
4120,13,raport okresowy kwartalny skonsolidowac 1/2010 qsr,0
4121,13,rekomendacja zarzad w sprawa wyplat dywidenda,0
4122,13,zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad,0
4123,13,zbycie akcja przez osoba z kierownictwo,0
4124,15,zbycie akcja przez czlonek rad nadzorczy,1
4125,15,zbycie akcja przez osoba z kierownictwo spolka,1
4126,15,zbycie akcja przez osoba z kierownictwo spolka,1
4127,15,zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad,1
4128,13,zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad,0
4129,15,raport okresowy roczny skonsolidowac za 2009 rs,1
4130,15,raport okresowy roczny za 2009 rok,1
4131,13,informacja dodatkowy do komunikat biezacy numer 6/2010,0
4132,13,aneks numer 10 do umowy kredytowy,0
4133,3,raport okresowy qsr,1
4134,13,asymilacja akcja przez kdpw,0
4135,15,zbycie akcja przez osoba z kierownictwo byc czlonek zarzad spolka,1
4136,13,zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad spolka,0
4137,13,realizacja plan motywacyjny,0
4138,13,zwiekszenie posiadac udzial w ogolny liczba glos o duzo niz 2 ,0
4139,13,rejestracja zmiana w statut spolka,0
4140,13,umorzyc akcja wlasny i obnizenie kapital zakladowy,0
4141,15,termin publikacja raport okresowy,1
4142,3,raport okresowy qsr,0
4143,13,zbycie akcja przez osoba z kierownictwo spolka,0
4144,15,wypowiedzenie umowy depozytowy i zamiar zakonczenie program gdr ow,1
4145,15,informacja o przekroczenie prog 25  w ogolny liczba glos,1
4146,15,zbycie akcja przez osoba z kierownictwo byc czlonek zarzad,1
4147,13,zbycie akcja przez osoba z kierownictwo byc czlonek zarzad,0
4148,13,zbycie akcja spolka,0
4149,15,zwiekszenie posiadac udzial w ogolny liczba glos o duzo niz 2 ,1
4150,15,realizacja program wykup akcja wlasny,1
4151,15,realizacja program wykup akcja wlasny,1
4152,15,skonsolidowac raport polroczny,1
4153,15,oswiadczenie spolka o przestrzegac zasada lad korporacyjny,1
4154,15,raport okresowy sa rs,1
4155,15,raport okresowy sa r,1
4156,15,realizacja program wykup akcja wlasny,1
4157,15,program kwit depozytowy,1
4158,15,zwiekszenie posiadac udzial ponad 10  ogolny liczba glos,1
4159,29,wprowadzenie akcja do obrot na gpw,1
4160,29,wprowadzenie akcja do obrot na gpw,1
4161,3,raport okresowy qsr,1
4162,15,program wykup akcja wlasny,1
4163,13,zbycie akcja przez osoba z kierownictwo nie byc czlonek zarzad,0
4164,13,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,0
4165,15,korekta polski wersja jezykowy komentarz zarzad do raport za rok 2004,1
4166,15,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad spolka,1
4167,13,informacja o przekroczenie prog 20  ogolny liczba glos na wza,0
4168,3,raport okresowy qsr,0
4169,13,zbycie akcja przez osoba z kierownictwo nie byc czlonek zarzad,0
4170,29,wprowadzenie akcja do obrot na gpw,0
4171,13,realizacja program wykup akcja wlasny,0
4172,13,zbycie akcja przez osoba z kierownictwo,0
4173,27,termin publikacja raport okresowy,0
4174,13,informacja o przekroczenie prog 5  ogolny liczba glos na wza,0
4175,15,wykaz informacja przekazac do wiadomosci publiczny w 2006 r.,1
4176,15,oswiadczenie w sprawa przestrzegac w spolka zasada lad korporacyjny,1
4177,13,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,0
4178,13,realizacja program wykup akcja wlasny w okres od 20 marzec do 26 marzec 2009 r.,0
4179,15,informacja o przekroczenie prog 5  ogolny liczba glos na wza,1
4180,13,zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad,0
4181,15,utworzyc spolka a2 multimedia sp. z o.o.,1
4182,15,powolanie przewodniczacy rad nadzorczy,1
4183,15,akcjonariusz posiadajacy powyzej 5  glos na wza,1
4184,15,od piatku  14 kwietni gazeta wyborczy w caly kraj byc kosztowac 1 5 zl.,1
4185,15,projekt uchwala na wza w dzien 22 czerwiec 2005 rok,1
4186,13,przekroczenie prog 10  ogolny liczba glos na wza,0
4187,13,zwiekszenie posiadac udzial,0
4188,15,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad spolka,1
4189,13,zbycie akcja przez osoba z kierownictwo spolka,0
4190,13,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad spolka,0
4191,13,zbycie akcja przez osoba z kierownictwo spolka,0
4192,13,realizacja program wykup akcja wlasny w okres od 14 lipiec do 17 lipiec 2008 r.,0
4193,13,przekroczenie prog 5  ogolny liczba glos na w zastepstwie,0
4194,15,rejestracja spolka zalezny,1
4195,15,realizacja program wykup akcja wlasny w okres od 5 do 11 wrzesnia 2008 r.,1
4196,13,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,0
4197,13,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad spolka,0
4198,13,zakonczenie realizacja program nabywac akcja wlasny,0
4199,13,informacja o zwiekszenie posiadac udzial,0
4200,13,osoba odpowiedzialna za kontakt z knf,0
4201,13,korekta raport biezacy 9/2007,0
4202,15,informacja o przekroczenie prog 20  ogolny liczba glos na wza,1
4203,13,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,0
4204,15,sprzedaz akcja przez czlonek zarzad,1
4205,15,sprzedaz akcja przez czlonek zarzad,1
4206,15,uchwala nwza z 12 luty 2009 r.,1
4207,15,akcjonariusz posiadajacy powyzej 5  glos na nwza,1
4208,15,zmiana liczba akcja posiadac przez   holding sp. z o.o,1
4209,13,sprzedaz akcja przez czlonek zarzad,0
4210,13,skonsolidowac raport kwartalny sa qsr 4/2004,0
4211,13,nabycie akcja w wynik realizacja warunkowe prawa do akcja,0
4212,15,zbycie akcja przez osoba z kierownictwo spolka,1
4213,15,zbycie akcja przez osoba z kierownictwo spolka,1
4214,13,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad spolka,0
4215,13,zbycie akcja przez osoba z kierownictwo byc czlonek zarzad,0
4216,13,daleki ciag porzadkowac struktura w radiowy,0
4217,13,realizacja program wykup akcja wlasny w okres od 16 do 22.09.2005,0
4218,15,zbycie akcja przez osoba z kierownictwo spolka,1
4219,15,rekomendacja zarzad w sprawa przeznaczenie zysk za 2008 rok,1
4220,15,uchwala rad nadzorczy w sprawa ocena sytuacja spolka w rok 2008,1
4221,13,zbycie akcja przez osoba nie byc czlonek zarzad spolka,0
4222,3,raport okresowy qsr,0
4223,15,uchwala rad nadzorczy w sprawa zwiezly ocena sytuacja spolka w 2007 rok,1
4224,15,zbycie akcja przez osoba z kierownictwo spolka,1
4225,13,akcjonariusz posiadajacy powyzej 5  glos na nwza,0
4226,13,zwolanie wza,0
4227,13,ciag daleki porzadkowac struktura w radiowy,0
4228,13,realizacja program wykup akcja wlasny,0
4229,13,realizacja program wykup akcja wlasny,0
4230,15,zbycie akcja przez osoba z kierownictwo nie byc czlonek zarzad,1
4231,3,raport okresowy qsr,0
4232,13,zbycie akcja przez osoba z kierownictwo,0
4233,13,zwolanie wza,0
4234,15,kandydat do zarzad,1
4235,13,zbycie akcja przez osoba z kierownictwo spolka,0
4236,15,zwolanie walny zgromadzenie akcjonariusz,1
4237,13,realizacja program wykup akcja wlasny od 27 luty do 5 marzec 2009,0
4238,15,aneks numer 5 do umowy kredytowy z pekao,1
4239,13,ciag daleki porzadkowac struktura w radiowy,0
4240,15,planowy sprzedaz akcja przez czlonek zarzad,1
4241,13,zmiana w plan motywacyjny,0
4242,13,realizacja program wykup akcja wlasny w okres od 9 do 15 wrzesnia 2005 r.,0
4243,3,raport okresowy qsr,1
4244,15,wybor podmiot uprawniony do badanie sprawozdanie finansowy,1
4245,15,realizacja program wykup akcja wlasny,1
4246,15,zmiana wysokosc kapital zakladowy spolka zalezny,1
4247,13,uchwala nwza z 30 sierpien 2007 r.,0
4248,13,zmiana w sklad zarzad,0
4249,3,raport okresowy qsr,0
4250,15,zbycie akcja przez osoba z kierownictwo spolka,1
4251,15,zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad,1
4252,15,zwiekszenie posiadac udzial ogolny liczba glos o duzo niz 2 ,1
4253,13,zbycie akcja przez osoba z kierownictwo spolka,0
4254,13,realizacja program wykup akcja wlasny,0
4255,15,zbycie akcja przez osoba z kierownictwo spolka,1
4256,13,przekroczenie prog 5  ogolny liczba glos na wza,0
4257,13,sprzedaz akcja przez czlonek zarzad,0
4258,13,sprzedaz akcja przez czlonek zarzad,0
4259,15,aneks numer 7 do umowy kredytowy z pekao,1
4260,13,zwolanie nwza spolka,0
4261,15,sprzedaz akcja przez czlonek zarzad,1
4262,11,informowac,1
4263,13,zmiana umowy znaczacy,0
4264,15,projekt uchwala na wza 23 czerwiec 2009 r.,1
4265,13,kandydat do rad nadzorczy,0
4266,13,przekroczenie prog 10  ogolny liczba glos na wza,0
4267,13,realizacja program wykup akcja wlasny od 20 do 26 luty 2009 r.,0
4268,15,zwolanie zwyczajny walny zgromadzenie,1
4269,13,zbycie akcja przez osoba z kierownictwo spolka,0
4270,13,sprzedaz akcja przez czlonek zarzad,0
4271,13,sprzedaz akcja przez czlonek zarzad,0
4272,13,sprzedaz akcja przez czlonek zarzad,0
4273,15,zmiana w sklad zarzad,1
4274,15,rezygnacja z funkcja prezes zarzad,1
4275,13,aneks numer 3 do umowy kredytowy z pekao,0
4276,13,zbycie udzial w spolka idm serwis sp. z o.o. przez spolka zalezny,0
4277,15,rezygnacja z uczestnictwo w zarzad oraz z funkcja wiceprezes zarzad,1
4278,13,nowy dzien   zalozenie wydawniczy i finansowy,0
4279,15,informacja o zejscie ponizej prog 20  ogolny liczba glos na wza,1
4280,15,informacja o przekroczenie prog 20  ogolny liczba glos na wza   korekta,1
4281,13,porzadkowac struktura w radiowy,0
4282,15,konsolidacja 12 spolka radiowy z radiowy,1
4283,13,zbycie akcja przez osoba z kierownictwo spolka,0
4284,3,raport okresowy qsr,0
4285,15,realizacja program wykup akcja wlasny,1
4286,13,wyjasnienie do raport roczny,0
4287,3,raport okresowy qsr,1
4288,13,sprzedaz akcja przez czlonek zarzad,0
4289,15,powolanie do sklad rad nadzorczy,1
4290,15,rezygnacja czlonek rad nadzorczy,1
4291,13,zbycie akcja przez osoba z kierownictwo nie byc czlonek zarzad,0
4292,13,wykaz informacja przekazac przez spolka do publiczny wiadomosci w 2005 r.,0
4293,13,raport roczny,0
4294,13,skonsolidowac raport roczny,0
4295,15,tresc uchwala podjac przez walny zgromadzenie akcjonariusz,1
4296,13,uchwala rad nadzorczy w sprawa zwiezly ocena sytuacja spolka w rok 2006,0
4297,13,rekomendacja zarzad w sprawa wyplat dywidenda,0
4298,13,kandydat do rn,0
4299,13,projekt uchwala na zwza w dzien 29 czerwiec 2007r.,0
4300,13,rezygnacja czlonek rad nadzorczy,0
4301,15,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,1
4302,13,ciag daleki porzadkowac struktura w radiowy,0
4303,15,aneks numer 6 do umowy kredytowy z pekao,1
4304,13,uchwala wza z 23 czerwiec 2009 r.,0
4305,13,informacja o powolanie czlonek rad nadzorczy,0
4306,29,wprowadzenie akcja do obrot na gpw,1
4307,13,zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad,0
4308,13,zbycie akcja przez osoba z kierownictwo spolka,0
4309,15,wykup akcja wlasny w okres od 2 do 8 wrzesnia,1
4310,13,zbycie akcja przez osoba z kierownictwo spolka,0
4311,15,zbycie akcja przez osoba z kierownictwo spolka,1
4312,3,raport okresowy qsr,1
4313,15,wprowadzenie akcja seria co do obrot na gpw,1
4314,15,zmiana osoba odpowiedzialna za kontakt z kpwig,1
4315,13,realizacja program wykup akcja wlasny w okres od 7 do 13 pazdziernik 2005 r.,0
4316,13,warunkowy sprzedaz udzial w radio lokalny zielony gora sp. z o.o.,0
4317,13,aneks numer 8 do umowy kredytowy z pekao,0
4318,13,sprzedaz akcja przez czlonek zarzad,0
4319,13,sprzedaz akcja przez czlonek zarzad,0
4320,13,zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad,0
4321,15,zbycie akcja przez osoba z kierownictwo spolka,1
4322,13,debiut nowe dziennik   14 listopad 2005 r.,0
4323,13,uchwala rad nadzorczy w sprawa zwiezly ocena sytuacja spolka w rok 2006,0
4324,13,rekomendacja zarzad w sprawa wyplat dywidenda,0
4325,13,kandydat do rn,0
4326,15,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad spolka,1
4327,15,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,1
4328,13,zbycie akcja przez osoba z kierownictwo,0
4329,13,zmiana w zarzad,0
4330,13,przekroczenie prog 5  ogolny liczba glos na wza,0
4331,13,zbycie akcja przez osoba z kierownictwo spolka,0
4332,15,sprzedaz akcja przez czlonek zarzad,1
4333,3,raport okresowy qsr,1
4334,15,kandydat do rad nadzorczy,1
4335,15,uchwala w sprawa zwiezly ocena sytuacja spolka w rok 2005,1
4336,15,rekomendacja zarzad w sprawa podzial zysk za rok obrotowy 2005,1
4337,15,projekt uchwala na zwza 26 czerwiec 2006 rok,1
4338,13,oswiadczenie w sprawa przestrzegac w spolka zasada lad korporacyjny,0
4339,13,powolanie czlonek zarzad na nowa piecioletni kadencja,0
4340,13,uchwala wza z 20 czerwiec 2008 r.,0
4341,13,akcjonariusz posiadajacy powyzej 5  glos na zwza,0
4342,13,rejestracja spolka zalezny,0
4343,13,informacja o zwiekszenie posiadac udzial w ogolny liczba glos o duzo niz 2 ,0
4344,13,wykaz informacja przekazac do waidomosci publiczny w 2008 r.,0
4345,15,informacja przekazac do publiczny wiadomosci w 2007 rok,1
4346,15,stosowac zasada lad korporacyjny w 2007 rok,1
4347,15,rekomendacja zarzad w sprawa wyplat dywidenda,1
4348,15,skonsolidowac raport roczny,1
4349,15,raport roczny,1
4350,13,zbycie akcja przez osoba z kierownictwo spolka,0
4351,15,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,1
4352,15,akcjonariusz posiadajacy powyzej 5  glos na wza,1
4353,15,informacja o powolanie czlonek rad nadzorczy,1
4354,15,uchwala wza z 29 czerwiec 2007 r.,1
4355,15,skonsolidowac raport roczny,1
4356,15,raport roczny,1
4357,15,zbycie akcja przez osoba z kierownictwo spolka,1
4358,3,raport okresowy qsr,1
4359,15,zwolanie nwza spolka,1
4360,3,raport okresowy qsr,1
4361,13,realizacja program wykup akcja wlasny w okres od 21 do 27 pazdziernik 2005 r.,0
4362,15,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,1
4363,13,rejestracja spolka zalezny,0
4364,15,przekroczenie prog 5  ogolny liczba glos na wza,1
4365,15,realizacja program wykup akcja wlasny w okres od 25 lipiec do 31 lipiec 2008 r.,1
4366,15,korekta raport biezacy numer 47/2006 z dzien 23 pazdziernik 2006 roku.,1
4367,15,zmiana w harmonogram zwolnienie grupowy,1
4368,15,zmiana liczba akcja posiadac przez   holding sp. z o.o,1
4369,15,zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad,1
4370,13,sprzedaz akcja przez czlonek zarzad,0
4371,15,realizacja program wykup akcja wlasny,1
4372,3,raport okresowy qsr,1
4373,15,aneks numer 5 do umowy kredytowy z pekao,1
4374,15,zbycie akcja przez osoba z kierownictwo spolka,1
4375,13,sprzedaz akcja przez czlonek zarzad,0
4376,13,sprzedaz akcja przez czlonek zarzad,0
4377,13,zmiana umowy znaczacy,0
4378,15,zbycie akcja przez osoba z kierownictwo spolka,1
4379,13,realizacja program wykup akcja wlasny od 29 sierpien do 4 wrzesnia 2008 r.,0
4380,13,realizacja program wykup akcja wlasny w okres od 18 do 24 listopad 2005 r.,0
4381,13,informacja o zejscie ponizej prog 5   ogolny liczba glos na w zastepstwie,0
4382,13,realizacja program wykup akcja wlasny w okres od 14 do 17 listopad,0
4383,29,wprowadzenie akcja do obrot na gpw,1
4384,13,program wykup akcja wlasny,0
4385,13,zamkniecie transakcja nabycie udzial w trader.com (polska),0
4386,13,akcjonariusz posiadajacy powyzej 5  glos na wza,0
4387,13,informacja o powolanie czlonek rad nadzorczy,0
4388,13,uchwala walny zgromadzenie akcjonariusz z dzien 26 czerwiec 2006r.,0
4389,13,realizacja program wykup akcja wlasny w okres od 23 do 29 wrzesnia 2005 r.,0
4390,15,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,1
4391,13,zbycie akcja przez osoba z kierownictwo spolka,0
4392,13,realizacja program wykup akcja wlasny,0
4393,13,realizacja program wykup akcja wlasny,0
4394,15,ciag daleki porzadkowac struktura w radiowy,1
4395,13,zbycie akcja przez osoba z kierownictwo,0
4396,13,realizacja program wykup akcja wlasny,0
4397,15,realizacja program wykup akcja wlasny od 6 do 12 marzec 2009 rok,1
4398,13,zejscie ponizej prog 5   ogolny liczba glos na w zastepstwie spolka,0
4399,13,zejscie ponizej prog 5   ogolny liczba glos na w zastepstwie spolka,0
4400,13,  uzupelnienie raport za iv kwartal 2008 rok,0
4401,13,zmiana termin publikacja raport okresowy,0
4402,13,aneks numer 9 do umowy kredytowy z pekao,0
4403,15,realizacja program wykup akcja wlasny,1
4404,15,zbycie akcja przez osoba nie byc czlonek zarzad spolka,1
4405,15,`nowy dzien` przestac siebie ukazywac,1
4406,13,osoba odpowiedzialna za kontakt z knf,0
4407,13,zbycie akcja przez osoba z kierownictwo nie byc czlonek zarzad,0
4408,3,raport okresowy qsr,0
4409,15,uzupelnienie porzadek obrada zwza,1
4410,15,zbycie akcja przez osoba z kierownictwo nie byc czlonek zarzad,1
4411,15,informacja o zwolanie wza,1
4412,3,raport okresowy qsr,1
4413,15,korekta raport biezacy numer 11/2005 z dzien 7 marzec 2005,1
4414,15,sprzedaz akcja przez czlonek zarzad,1
4415,15,zbycie akcja przez czlonek zarzad,1
4416,15,ciag daleki porzadkowac struktura w radiowy,1
4417,13,projekt uchwala na nwza 19 grudzien 2005 rok,0
4418,13,ciag daleki porzadkowac struktura w radiowy,0
4419,13,sprzedaz akcja przez czlonek zarzadu,0
4420,13,sprzedaz akcja przez czlonek zarzad,0
4421,13,sprzedaz akcja przez czesc lonka zarzad,0
4422,13,sprzedaz akcja przez czlonek zarzad,0
4423,13,sprzedaz akcja przez czlonek zarzad,0
4424,15,zmiana w plan poprawa efektywnosc operacyjny w,1
4425,15,zgloszenie kandydat do rad nadzorczy,1
4426,15,zmiana termin publikacja raport okresowy,1
4427,15,skonsolidowac raport polroczny,1
4428,15,zbycie akcja przez osoba z kierownictwo spolka,1
4429,15,zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad spolka,1
4430,15,zbycie akcja przez osoba z kierownictwo spolka,1
4431,15,skonsolidowac raport polroczny,1
4432,3,raport okresowy qsr,0
4433,15,zmiana termin publikacja raport okresowy,1
4434,13,wybor prezes zarzad,0
4435,13,uchwala wza z 23 czerwiec 2009 r.,0
4436,13,informacja o powolanie czlonek rad nadzorczy,0
4437,13,akcjonariusz posiadajacy powyzej 5  glos na wza,0
4438,11,informowac,1
4439,15,zgloszenie kandydat do rad nadzorczy,1
4440,13,rezygnacja czlonek rad nadzorczy,0
4441,13,informacja o zejscie ponizej prog 5   ogolny liczba glos na w zastepstwie,0
4442,15,projekt uchwala na wza 23 czerwiec 2009 r.,1
4443,15,rekomendacja zarzad w sprawa przeznaczenie zysk za 2008 rok,1
4444,15,uchwala rad nadzorczy w sprawa ocena sytuacja spolka w rok 2008,1
4445,15,zwolanie zwyczajny walny zgromadzenie,1
4446,3,raport okresowy qsr,1
4447,15,zmiana w plan poprawa efektywnosc operacyjny w,1
4448,13,zmiana umowy znaczacy,0
4449,15,zbycie akcja przez osoba z kierownictwo,1
4450,13,informacja o zwiekszenie posiadac udzial w ogolny liczba glos o duzo niz 2 ,0
4451,13,wykaz informacja przekazac do waidomosci publiczny w 2008 r.,0
4452,13,skonsolidowac raport roczny,0
4453,13,raport roczny,0
