3242,11,mol magvar olaj wstepne wynik mol za ii kwartal 2006 r.,1;
3243,2,mol magvar olaj dotyczyc zmiana w ilosci prawic glos,0;
3244,2,mol magvar olaj odkrycie nowy zloze gaz i kondensat w pakistanie,0;
3245,64,mol magvar olaj sprzedaz akcja spolka mol przez menadzer,1;
3246,11,mol magvar olaj   es gnmr mol powolac spolka obrot gaz ziemny,1;
3247,197,mol magvar olaj uchwala roczny zgromadzenie akcjonariusz,1;
3248,115,mol magvar olaj sprzedaz akcja spolka przez menadzer,0;
3249,11,mol magvar olaj nabycie akcja wlasny,1;
3250,2,mol magvar olaj wezwanie do zakup akcja skarbowy,0;
3251,11,mol magvar olaj wstepne wynik mol za iii kwartal oraz 9 miesiac 2005 r.,1;
3252,2,mol magvar olaj wstepne wynik mol za i kwartal 2007 rok,0;
3253,2,mol magvar olaj otrzymac kolejny pozew omv oraz decyzja sad metropolitalny,0;
3254,2,mol magvar olaj: mfb invest zrt. notification on change of voting rights,0;
3255,2,mol magvar olaj: obrot akcja mi spolka,0;
3256,76,mol magvar olaj zmiana wplyw na spolka mol,0;
3257,48,mol magvar olaj zakup akcja wlasny,1;
3258,46,mol magvar olaj zmiana wplyw na spolka,1;
3259,11,mol magvar olaj wstepne wynik mol za i kwartal 2006 r.,1;
3260,11,mol magvar olaj powiadomienie omv dotyczyc zmiana w ilosci prawic glos,1;
3261,351,mol magvar olaj interim management report,0;
3262,342,mol magvar olaj sprzedaz akcja przez menadzer,1;
3263,11,mol magvar olaj zmiana w posiadanie akcja przez menadzer wysoki szczebel,1;
3264,11,mol magvar olaj mfb invest zrt. notification on change of voting rights,1;
3265,11,mol magvar olaj komunikat o zmiana wplyw na spolka,1;
3266,2,mol magvar olaj   es gazipari rszvenvtarsasag sprzedaz akcja wlasny,0;
3267,11,mol magvar olaj spolka otrzymac koncesja na obrot gaz,1;
3268,2,mol magvar olaj umowa na kredyt odnawialny o wartosc 825 milion euro,0;
3269,228,mol magvar olaj change in mol treasury shares,0;
3270,2,mol magvar olaj podpisac porozumienie,0;
3271,2,mol magvar olaj podpisac porozumienie,0;
3272,56,mol magvar olaj raport roczny za 2004 rok,0;
3273,90,mol magvar olaj zbywac dzialalnosc detaliczny w polsce,1;
3274,2,mol magvar olaj wiazacy oferta przetargowy na przejecie energopetrolu,0;
3275,43,mol magvar olaj zakup akcja wlasny,0;
3276,2,mol magvar olaj projekt umowy z exxonmobil,0;
3277,11,mol magvar olaj odkrycie nowy zloze ropa naftowy i gaz w kazachstanie,1;
3278,11,mol magvar olaj zmiana personalna w spolka mol,1;
3279,2,mol magvar olaj surgutneftegas notification on change of voting rights,0;
3280,2,mol magvar olaj to pursue stated independent strategy,0;
3281,2,mol magvar olaj   es ggazipari rszvenvtarsasag sprzedaz akcja skarbowy,0;
3282,2,mol magvar olaj obecny stan praca wydobywczy w blok fedorowski,0;
3283,61,mol magvar olaj umowa kupna sprzedazy z rosyjski firma nwog,0;
3284,11,mol magvar olaj: wstepne wynik za iv kwartal oraz za rok 2007,1;
3285,48,mol magvar olaj zakup akcja wlasny,1;
3286,43,mol magvar olaj zakup akcja wlasny,0;
3287,397,mol magvar olaj zmiana wplyw na spolka,0;
3288,2,mol magvar olaj   zmiana wplyw na spolka mol,0;
3289,2,mol magvar olaj zmiana personalna w mol,0;
3290,11,mol magvar olaj memorandum of understanding w zakres sojusz strategiczny,1;
3291,11,mol magvar olaj nabycie akcja wlasny,1;
3292,133,mol magvar olaj zakup akcja skarbowy,0;
3293,46,mol magvar olaj zmiana wplyw na spolka,1;
3294,11,mol magvar olaj ilosc prawic glos w spolka mol,1;
3295,11,mol magvar olaj wybrana dane finansowy z raport roczny 2004,1;
3296,38,mol magvar olaj informowac,1;
3297,11,mol magvar olaj wiazacy oferta na 51  udzial w tüpras,1;
3298,2,mol magvar olaj wstepne wynik mol za iv kwartal oraz caly 2005 rok,0;
3299,2,mol magvar olaj the agm resolutions wy registered by the court of register,0;
3300,2,mol magvar olaj zmiana w nazwa spolka,0;
3301,229,mol magvar olaj porozumienie w sprawa transakcja dotyczyc branza gazowniczy   wersja polski,1;
3302,2,mol magvar olaj dokument na walny zgromadzenie akcjonariusz (wersja polska),0;
3303,20,mol magvar olaj informowac,0;
3304,244,mol magvar olaj sprzedaz akcja przez menadzer spolka mol,0;
3305,11,mol magvar olaj zbycie akcja spolka przez menedzer,1;
3306,11,mol magvar olaj mol has received surgutneftegas's action,1;
3307,38,mol magvar olaj informowac,1;
3308,23,mol magvar olaj zmiana data identyfikacja akcjonariusz przed wza,0;
3309,11,mol magvar olaj zmiana w udzial akcja wysoki kadry zarzadzajaca,1;
3310,48,mol magvar olaj zakup akcja wlasny,1;
3311,2,mol magvar olaj bnp paribas notification on change of voting rights,0;
3312,48,mol magvar olaj zakup akcja wlasny,1;
3313,11,mol magvar olaj transakcja na akcja,1;
3314,43,mol magvar olaj zakup akcja wlasny,0;
3315,48,mol magvar olaj zakup akcja wlasny,1;
3316,11,mol magvar olaj rosyjski urzad antymonopolowy wyrazic zgoda na nabycie 100  udzial nwog mol,1;
3317,112,mol magvar olaj sad rejestrowy zatwierdzic podwyzszenie kapital spolka,0;
3318,2,mol magvar olaj zawierac dlugoterminowy umowa z lukoil na dostawa ropa naftowy,0;
3319,2,mol magvar olaj powiadomienie omv dotyczyc zmiana w ilosci prawic glos,0;
3320,2,mol magvar olaj zmiana wplyw na mol,0;
3321,2,mol magvar olaj nowe odkrycie ropa i gaz w pakistanie,0;
3322,261,mol magvar olaj zamkniecie transakcja zakup akcja pomiedzy mol i cez,0;
3323,189,mol magvar olaj powiadomienie omv dotyczyc zmiana w ilosci prawic glos   pelny polskojezyczny wersja,1;
3324,215,mol magvar olaj nowa inicjatywa,0;
3325,20,mol magvar olaj informowac,0;
3326,2,mol magvar olaj wstepne wynik mol za ii kwartal 2006 rok,0;
3327,171,mol magvar olaj wstepne wynik mol za iii kwartal 2005 r.,1;
3328,11,mol magvar olaj   es gazipari rszvenvtarsasag mol emitowac euroobligacja,1;
3329,157,mol magvar olaj rada dyrektor oglaszac wyplata dywidenda za rok 2006 (poprawka),0;
3330,48,mol magvar olaj zakup akcja wlasny,1;
3331,2,mol magvar olaj raport roczny mol za 2006 rok,0;
3332,11,mol magvar olaj nabycie akcja wlasny,1;
3333,260,mol magvar olaj uchwala walny zgromadzenie akcjonariusz,1;
3334,48,mol magvar olaj zakup akcja wlasny,1;
3335,334,mol magvar olaj zmiana w akcja wlasny,1;
3336,133,mol magvar olaj zakup akcja skarbowy,0;
3337,43,mol magvar olaj zakup akcja wlasny,0;
3338,2,mol magvar olaj udany wspolpraca z spolka ina   uzupelnienie,0;
3339,2,mol magvar olaj porozumienie w sprawa zakup 40  udzial w nowy przybrzezny blok w kamerunie,0;
3340,43,mol magvar olaj zakup akcja wlasny,0;
3341,76,mol magvar olaj zmiana wplyw na spolka mol,0;
3342,70,mol magvar olaj stanowisko odnosnie warunkowy deklaracja intencja omv,0;
3343,11,mol magvar olaj zmiana personalna w slovnafcie,1;
3344,11,mol magvar olaj treasury share transaction,1;
3345,2,mol magvar olaj nabycie akcja wlasny,0;
3346,2,mol magvar olaj zakup akcja i&c energia a.s.,0;
3347,2,mol magvar olaj wyplata dywidenda za rok obrotowy 2007,0;
3348,136,mol magvar olaj wapiwsp zamierzac sprzedac 1 73  akcja spolka,1;
3349,2,mol magvar olaj   zasada lad korporacyjny,0;
3350,55,mol magvar olaj ilosc prawic glos w spolka mol,0;
3351,2,mol magvar olaj uchwala walny zgromadzenie akcjonariusz mol w wersja polski,0;
3352,2,mol magvar olaj zmiana harmonogram wza na wniosek omv w wersja polski,0;
3353,133,mol magvar olaj zakup akcja skarbowy,0;
3354,2,mol magvar olaj   es gazipari rszvenvtarsasag dywidenda za 2005 r.,0;
3355,43,mol magvar olaj zakup akcja wlasny,0;
3356,11,mol magvar olaj nabycie ponad 5  wplyw na spolka mol,1;
3357,239,mol magvar olaj zakup obligacja kapitalowy przez menadzer mol,0;
3358,239,mol magvar olaj zakup obligacja kapitalowy przez menadzer mol,0;
3359,11,mol magvar olaj otrzymac pozew omv oraz termin wyznaczyc przez sad metropolitalny,1;
3360,43,mol magvar olaj zakup akcja wlasny,0;
3361,180,mol magvar olaj zmiana wplyw na spolka mol,1;
3362,153,mol magvar olaj: financing of the 2009 work program of pearl project with treasury shares,1;
3363,48,mol magvar olaj zakup akcja wlasny,1;
3364,246,mol magvar olaj harmonogram walny zgromadzenie akcjonariusz mol,1;
3365,130,mol magvar olaj emitent i rossi beteiligungs ltd. wybudowac fabryka komponent biodiesla,0;
3366,2,mol magvar olaj ilosc prawic glos w spolka,0;
3367,2,mol magvar olaj wstepne wynik mol za ii kwartal 2006 r.,0;
3368,11,mol magvar olaj   personnel andante organizational changes in mol plc.,1;
3369,11,mol magvar olaj dokument na wza,1;
3370,46,mol magvar olaj zmiana wplyw na spolka,1;
3371,24,mol magvar olaj sprzedaz akcja spolka przez menedzer,0;
3372,254,mol magvar olaj nabycie mszksz zrt.,1;
3373,43,mol magvar olaj zakup akcja wlasny,0;
3374,11,mol magvar olaj i exxonmobil gotowe do rozpoczecie program poszukiwawczy,1;
3375,48,mol magvar olaj zakup akcja wlasny,1;
3376,48,mol magvar olaj zakup akcja wlasny,1;
3377,46,mol magvar olaj zmiana wplyw na spolka,1;
3378,11,mol magvar olaj   mol number of voting rights,1;
3379,61,mol magvar olaj umowa kupna sprzedazy z rosyjski firma nwog,0;
3380,11,mol magvar olaj sprzedaz akcja przez menedzer mol,1;
3381,2,mol magvar olaj sprzedaz akcja przez menadzer mol,0;
3382,198,mol magvar olaj wstepne wynik mol za i kwartal 2007 r.,1;
3383,11,mol magvar olaj sprzedaz akcja spolka przez menadzer,1;
3384,2,mol magvar olaj spolka kupowac chorwacki siec tifon,0;
3385,2,mol magvar olaj mol plc. andante the government of croatia signed the,0;
3386,11,mol magvar olaj zmiana w ilosci prawic glos,1;
3387,370,mol magvar olaj share sala of mol manager,1;
3388,2,mol magvar olaj konsorcjum mol ina podpisac umowa z rzad bosni i hercegowiny,0;
3389,46,mol magvar olaj zmiana wplyw na spolka,1;
3390,2,mol magvar olaj nowe cel strategiczny i finansowy mol na latac 2006 2010,0;
3391,2,mol magvar olaj sfinalizowac transakcja gazowy mol e.on ruhrgas international,0;
3392,2,mol magvar olaj omv notification on change of voting rights,0;
3393,11,mol magvar olaj wstepne wynik mol za ii kwartal 2008r. w wersja polski,1;
3394,2,mol magvar olaj kontynuacja wdrazac wlasny strategia,0;
3395,52,mol magvar olaj zakup obligacja bezterminowy przez menadzer mol,0;
3396,11,mol magvar olaj stanowisko w sprawa uchwala wegierski komisja nadzor finansowy   poprawka,1;
3397,11,mol magvar olaj stanowisko w sprawa uchwala wegierski komisja nadzor finansowy,1;
3398,11,mol magvar olaj nabycie akcja wlasny,1;
3399,2,mol magvar olaj wstepne wynik mol za iv kwartal oraz caly 2007 rok,0;
3400,11,mol magvar olaj podpisac umowa na opcja na akcja wlasne z apv rt.,1;
3401,48,mol magvar olaj zakup akcja wlasny,1;
3402,2,mol magvar olaj   es gazipari rszvenvtarsasag zakup akcja wlasny,0;
3403,48,mol magvar olaj zakup akcja wlasny,1;
3404,11,mol magvar olaj zmiana w ilosci prawic glos,1;
3405,11,mol magvar olaj memorandum of understanding z quatar petroleum international,1;
3406,370,mol magvar olaj share sala of mol manager,1;
3407,48,mol magvar olaj zakup akcja wlasny,1;
3408,2,mol magvar olaj sprzedaz akcja przez menadzer spolka,0;
3409,43,mol magvar olaj zakup akcja wlasny,0;
3410,2,mol magvar olaj nabycie akcja wlasny,0;
3411,2,mol magvar olaj wstepne wynik za i kwartal 2005 rok,0;
3412,11,mol magvar olaj zakup obligacja kapitalowy przez menadzer mol,1;
3413,11,mol magvar olaj the extension of 3 board members' mandate is registered,1;
3414,2,mol magvar olaj powiadomienie omv dotyczyc zmiana w ilosci prawic glos,0;
3415,11,mol magvar olaj zamkniecie transakcja zakup spolka tifon,1;
3416,2,mol magvar olaj documents for the annual general meeting,0;
3417,2,mol magvar olaj   zmiana ilosci prawic glos,0;
3418,208,mol magvar olaj number of voting rights at mol plc,1;
3419,48,mol magvar olaj zakup akcja wlasny,1;
3420,180,mol magvar olaj zmiana wplyw na spolka mol,1;
3421,157,mol magvar olaj rada dyrektor oglaszac wyplata dywidenda za rok 2006 (poprawka),0;
3422,270,mol magvar olaj zmiana w ilosci prawic glos,0;
3423,2,mol magvar olaj program optymalizacja struktura kapitalowy spolka,0;
3424,2,mol magvar olaj kontynuacja program optymalizacja kapital,0;
3425,198,mol magvar olaj wstepne wynik mol za i kwartal 2007 r.,1;
3426,208,mol magvar olaj number of voting rights at mol plc,1;
3427,11,mol magvar olaj nowy posrednik transakcja,1;
3428,48,mol magvar olaj zakup akcja wlasny,1;
3429,11,mol magvar olaj wstepne wynik mol za ii kwartal 2007 rok,1;
3430,11,mol magvar olaj wykonanie opcja call na akcja wlasne z ápv rt.,1;
3431,11,mol magvar olaj umowa koncesyjny z republika pakistanu na prace badawczy na dwa obszar roponosny,1;
3432,2,mol magvar olaj powiadomienie spolki dot. zmiana w ilosci prawic glos,0;
3433,46,mol magvar olaj zmiana wplyw na spolka,1;
3434,11,mol magvar olaj proponowac transakcja akcja wlasny,1;
3435,48,mol magvar olaj zakup akcja wlasny,1;
3436,43,mol magvar olaj zakup akcja wlasny,0;
3437,11,mol magvar olaj harmonogram zwza oraz warunki udzial oraz wykonanie prawa do glos,1;
3438,43,mol magvar olaj zakup akcja wlasny,0;
3439,96,mol magvar olaj dokument na walny zgromadzenie akcjonariusz (wersja angielska),0;
3440,20,mol magvar olaj informowac,0;
3441,2,mol magvar olaj bhv aga notification on change of voting rights,0;
3442,2,mol magvar olaj zakonczyc operacja zakup 100  udzial w italiana energia e servizi,0;
3443,2,mol magvar olaj raport roczny mol w wersja polski,0;
3444,2,mol magvar olaj raport podsumowywac za rok finansowy 2007 w wersja polski,0;
3445,2,mol magvar olaj wstepne wynik mol za i kwartal 2008 r.,0;
3446,2,mol magvar olaj zmiana harmonogram wza na wniosek omv,0;
3447,2,mol magvar olaj dokument na wza,0;
3448,2,mol magvar olaj przyjecie budzet na nowy rok,0;
3449,11,mol magvar olaj przetransferowac godziwy wynagrodzenie za akcja ina,1;
3450,11,mol magvar olaj sad rejestrowy zarejestrowac podwyzszenie kapital spolka,1;
3451,170,mol magvar olaj zmiana organizacyjny i personalna w spolka,1;
3452,150,mol magvar olaj powiadomienie akcjonariusz,0;
3453,2,mol magvar olaj sprzedaz akcja wlasny,0;
3454,2,mol magvar olaj umowa na kredyt odnawialny o wartosc 700 milion euro,0;
3455,2,mol magvar olaj umowa dot. euroobligacja o wartosc 750 milion euro,0;
3456,11,mol magvar olaj sad metropolitalny uchylic uchwala wknf,1;
3457,115,mol magvar olaj sprzedaz akcja spolka przez menadzer,0;
3458,206,mol magvar olaj sprzedaz akcja przez menadzer spolka,1;
3459,291,mol magvar olaj zmiana wplyw mol w tvk,1;
3460,43,mol magvar olaj zakup akcja wlasny,0;
3461,48,mol magvar olaj zakup akcja wlasny,1;
3462,11,mol magvar olaj program poszukiwawczy z exxonmobil,1;
3463,11,mol magvar olaj zarejestrowac podniesienie kapital,1;
3464,11,mol magvar olaj powiadomienie bayerische hypo   und vereinsbank aga dotyczyc prawic glos,1;
3465,163,mol magvar olaj podpisnie umowy z ongc,1;
3466,38,mol magvar olaj informowac,1;
3467,11,mol magvar olaj omv notification on change of voting rights,1;
3468,11,mol magvar olaj program rozbudowa rafineria duna,1;
3469,2,mol magvar olaj wybrana dane finansowy mol za rok 2005,0;
3470,43,mol magvar olaj zakup akcja wlasny,0;
3471,116,mol magvar olaj   es gazipari nyilvanosan mukodo reszvenvtarsasag raport roczny,1;
3472,48,mol magvar olaj zakup akcja wlasny,1;
3473,76,mol magvar olaj zmiana wplyw na spolka mol,0;
3474,2,mol magvar olaj zbycie akcja mol przez dyrektor spolka,0;
3475,244,mol magvar olaj sprzedaz akcja przez menadzer spolka mol,0;
3476,43,mol magvar olaj zakup akcja wlasny,0;
3477,11,mol magvar olaj sprzedaz akcja przez menadzer mol,1;
3478,23,mol magvar olaj zmiana data identyfikacja akcjonariusz przed wza,0;
3479,11,mol magvar olaj sprzedaz akcja przez menadzer mol,1;
3480,11,mol magvar olaj wstepne wynik mol za iii kwartal 2006 r.,1;
3481,59,mol magvar olaj czynnik obiektywny wplywac na zysk mol,0;
3482,43,mol magvar olaj zakup akcja wlasny,0;
3483,28,mol magvar olaj wstepne wynik mol za iv kwartal oraz za caly rok 2005,1;
3484,198,mol magvar olaj wstepne wynik mol za i kwartal 2007 r.,1;
3485,2,mol magvar olaj   es gazipari nyilvanosan mukodo reszvenvtarsasag share sala of mol manager,0;
3486,48,mol magvar olaj zakup akcja wlasny,1;
3487,11,mol magvar olaj ray leonard dolaczyc do zespol firma mol,1;
3488,76,mol magvar olaj zmiana wplyw na spolka mol,0;
3489,11,mol magvar olaj ilosc prawic glos w spolka,1;
3490,11,mol magvar olaj rada dyrektor oglaszac wyplata dywidenda za rok obrotowy 2004,1;
3491,11,mol magvar olaj odnotowac decyzja omv,1;
3492,2,mol magvar olaj podzial akcja dla zarzad i pracownik mol,0;
3493,358,mol magvar olaj treasury shares transaction,0;
3494,2,mol magvar olaj share sala of mol manager,0;
3495,43,mol magvar olaj zakup akcja wlasny,0;
3496,43,mol magvar olaj zakup akcja wlasny,0;
3497,11,mol magvar olaj dokument na wza,1;
3498,2,mol magvar olaj nowy partner w spolka zmb,0;
3499,11,mol magvar olaj   rozwiazanie umowy zakup aktyw i akcja,1;
3500,2,mol magvar olaj rada dyrektor oglaszac wyplata dywidenda za rok obrotowy 2006,0;
3501,195,mol magvar olaj rozszerzyc prawic opcja na akcja posiadac przez bnp paribas,0;
3502,43,mol magvar olaj zakup akcja wlasny,0;
3503,20,mol magvar olaj informowac,0;
3504,2,mol magvar olaj dodatkowy roszczenie omv,0;
3505,11,mol magvar olaj komisja europejski nalozyc kara na spolka mol,1;
3506,2,mol magvar olaj omv notification on change of voting rights,0;
3507,11,mol magvar olaj oferta w wysokosc 2.800 hrk za akcja ina zostac zaakceptowac,1;
3508,97,mol magvar olaj wiazacy oferta na 100  udzial w rosyjski aktywa naftowy,1;
3509,2,mol magvar olaj pozywac omv z tytul nieprawdziwy zarzut i znieslawienie,0;
3510,2,mol magvar olaj zmiana w stan posiadanie akcja przez menadzer wysoki szczebel,0;
3511,115,mol magvar olaj sprzedaz akcja spolka przez menadzer,0;
3512,11,mol magvar olaj mol signed a new option agreement with ing bank n.v.,1;
3513,43,mol magvar olaj zakup akcja wlasny,0;
3514,138,mol magvar olaj   ilosc prawic glos w spolka mol,1;
3515,2,mol magvar olaj mianowac bank of new york jako nastepca bank depozytariusz,0;
3516,11,mol magvar olaj zakup akcja dawac ponad piecioprocentowy wplyw na mol,1;
3517,11,mol magvar olaj   odkrycie trzeci zrodlo gaz ziemny w region trans tisza,1;
3518,2,mol magvar olaj zbycie akcja mol przez menedzer mol,0;
3519,11,mol magvar olaj wstepne wynik mol za i kwartal 2006 rok,1;
3520,43,mol magvar olaj zakup akcja wlasny,0;
3521,322,mol magvar olaj wstepne wynik mol za ii kwartal 2008 r.,1;
3522,2,mol magvar olaj wstepne wynik mol za iv kwartal oraz caly 2008 rok,0;
3523,2,mol magvar olaj nabycie akcja mol przez menedzer mol,0;
3524,370,mol magvar olaj share sala of mol manager,1;
3525,11,mol magvar olaj porozumienie w sprawa transakcja dotyczyc branza gazowniczy   wersja angielski,1;
3526,43,mol magvar olaj zakup akcja wlasny,0;
3527,11,mol magvar olaj nowe cel strategiczny i finansowy mol na latac 2006 2010,1;
3528,11,mol magvar olaj program rozbudowa rafineria duna,1;
3529,267,mol magvar olaj wstepne wynik mol za ii kwartal oraz i polrocze 2005 r.,0;
3530,43,mol magvar olaj zakup akcja wlasny,0;
3531,2,mol magvar olaj wstepne wynik mol za iv kwartal oraz caly 2005 rok,0;
3532,2,mol magvar olaj signs an 8 year eur 200 million loan agreement with ebrd,0;
3533,11,mol magvar olaj: share sala of mol manager,1;
3534,358,mol magvar olaj treasury shares transaction,0;
3535,153,mol magvar olaj: financing of the 2009 work program of pearl project with treasury shares,1;
3536,208,mol magvar olaj number of voting rights at mol plc,1;
3537,11,mol magvar olaj: share sala of mol manager,1;
3538,11,mol magvar olaj   es gazipari nyilvanosan mukodo reszvenvtarsasag 2009 halfa year report of mol group,1;
3539,370,mol magvar olaj share sala of mol manager,1;
3540,2,mol magvar olaj share sala of mol manager,0;
3541,2,mol magvar olaj number of voting rights at mol plc.,0;
3542,11,mol magvar olaj transakcja na akcja,1;
3543,370,mol magvar olaj share sala of mol manager,1;
3544,2,mol magvar olaj bnp paribas notification on change of voting rights,0;
3545,2,mol magvar olaj exercise of call options on mol shares held by bnp paribas,0;
3546,2,mol magvar olaj signs an 8 year eur 200 million loan agreement with ebrd,0;
3547,2,mol magvar olaj signs an 8 year eur 200 million loan agreement with ebrd,0;
3548,11,mol magvar olaj mol has received surgutneftegas's action,1;
3549,38,mol magvar olaj informowac,1;
3550,11,mol magvar olaj   personnel andante organizational changes in mol plc.,1;
3551,20,mol magvar olaj informowac,0;
3552,11,mol magvar olaj   mol number of voting rights,1;
3553,11,mol magvar olaj transakcja na akcja,1;
3554,370,mol magvar olaj share sala of mol manager,1;
3555,370,mol magvar olaj share sala of mol manager,1;
3556,351,mol magvar olaj interim management report,0;
3557,2,mol magvar olaj green light to mol from the european commission to ina's transaction,0;
3558,2,mol magvar olaj przyjecie budzet na nowy rok,0;
3559,2,mol magvar olaj: mfb invest zrt. notification on change of voting rights,0;
3560,2,mol magvar olaj: obrot akcja mi spolka,0;
3561,2,mol magvar olaj the agm resolutions wy registered by the court of register,0;
3562,2,mol magvar olaj   es gazipari nyilvanosan mukodo reszvenvtarsasag share sala of mol manager,0;
3563,2,mol magvar olaj share sala of mol manager,0;
3564,20,mol magvar olaj informowac,0;
