2038,56,porozumienie o wspolpraca z nafta polski,0;
2039,4,trzeci etap prywatyzacja,0;
2040,6,skonsolidowac raport kwartalny,0;
2041,9,otwarcie postepowanie ukladowy,0;
2042,6,raport polroczny skonsolidowac w inny termin,1;
2043,9,planowy remont olefina ii,1;
2044,44,zmiana kapital zakladowy koltrans sp. z o.o.,1;
2045,2,zlozenie podanie o upadlosc firma bht dromech,1;
2046,6,wstrzymanie wydawanie i umarzac kwit depozytowy,1;
2047,21,wplyw metoda wycena zapas na wynik finansowy,1;
2048,4,raport polroczny skonsolidowac,1;
2049,9,raport polroczny skonsolidowac   poprawic,1;
2050,6,sprawozdanie finansowy za 1 polrocze 2001 wedlug msr,1;
2051,20,skonsolidowac raport polroczny sa ps,1;
2052,21,wznowienie wydawanie i umarzac kwit depozytowy,1;
2053,2,zmiana sklad rad nadzorczy spolka,1;
2054,51,zaprzeczenie informacja dotyczyc rzekomy naduzyc,1;
2055,6,rn aprobowac program rozwoj czesc petrochemiczny,0;
2056,32,oswiadczenie o objecie 6 020 udzial w petrogaz sp. z o.o.,0;
2057,20,ogloszenie upadlosc bht dromech,0;
2058,10,pozyczka dla polkomtel,0;
2059,44,przystapienie do negocjacja z   3 etap prywatyzacja,0;
2060,53,przedluzenie remont olefina ii,0;
2061,2,zarejestrowac spolka zawitac swinoujscie sp. z o.o.,0;
2062,5,dane przekazac do gus za iii kwartal 2001,0;
2063,33,korekta raport biezacy numer 75/2001,0;
2064,25,przedluzenie umowy o wylacznosc rozmowic z firma basell,0;
2065,61,raport kwartalny,0;
2066,4,zwolanie nwza,0;
2067,9,zmiana termin skonsolidowac raport za 3 kwartal,0;
2068,2,skonsolidowac raport kwartalny sa qs,0;
2069,21,wplyw metoda wycena zapas na wynik finansowy,0;
2070,4,skonsolidowac sprawozdanie finansowy po 3 kw. 2001 wedlug msr,0;
2071,4,rejestracja spolka samrelaks machocice sp. z o.o.,0;
2072,2,sprzedaz udzial spolka el dystrybucja sp. z o.o.,1;
2073,21,zmiana w sklad rad nadzorczy,1;
2074,5,termin przekazywac raport okresowy,1;
2075,6,postepowanie likwidacyjny petrogaz nowa brzeznica,1;
2076,23,sprzedaz udzial spolka p.u. zielen sp. z o.o.,0;
2077,4,zawarcie kontrakt na dostawa paliwo,0;
2078,8,podwyzszenie kapital sanatorium uzdrowiskowy krystynka,0;
2079,10,fitch przyznac ocena kredytowy,0;
2080,6,umowa z firma brytyjski kbc process technology ltd.,0;
2081,6,umowa z abb lumus global gmbh,0;
2082,5,ilosciowy sprzedaz detaliczny za 4 kw. oraz za 2 polrocze 2001,0;
2083,8,realizacja celi  kluczowy parametr planowanie na 2002 2005,0;
2084,37,zmiana porzadek obrada nwza,0;
2085,6,zawarcie umowy z shell global solutions b.v.,0;
2086,42,kontrola skarbowy w rafineria trzebinia,0;
2087,27,projekt uchwala,0;
2088,11,podwyzszenie kapital zakladowy w petrotel sp. z o.o.,0;
2089,5,korekta raport numer 11/2002,0;
2090,57,liczba akcja w posiadanie the bank of new york,1;
2091,16,odwolanie prezes zarzad,1;
2092,19,skladanie wyjasnienie w prokuratura okregowy przez prezes zarzad,1;
2093,4,zmiana w zarzad i rad nadzorczy,1;
2094,19,wstrzymanie wykonanie decyzja iks w rafineria trzebinia,1;
2095,41,decyzja the bank of new york,1;
2096,20,zmiana w projekt uchwala na nwza w dzien 21 luty,1;
2097,12,raport kwartalny sa q,1;
2098,12,uchwala nwza,1;
2099,55,wyrok sad najwyzszy,1;
2100,6,zakup akcja ship service,1;
2101,21,zmiana w sklad rad nadzorczy,1;
2102,17,podwyzszenie kapital akcyjny cpn serwis rzeszow sp. z o.o.,1;
2103,2,zmiana liczba akcja w posiadanie the bank of new york,1;
2104,4,wykaz akcjonariusz,1;
2105,2,skonsolidowac raport kwartalny sa qs,1;
2106,22,wniosek o upadlosc spolka petrogaz nowa brzeznica,1;
2107,45,zmiana w sklad zarzad,1;
2108,16,podzial funkcja pomiedzy wiceprezes zarzad,0;
2109,58,wpis do rejestr zastaw skarbowy,0;
2110,9,termin przekazywac raport okresowy w 2002 rok,1;
2111,3,emerging markets growth fund. zmniejszyc liczba akcja,1;
2112,11,objecie 3.000 udzial spolka petrogaz plock sp. z o.o.,1;
2113,5,podwyzszenie kapital zakladowy w petro oil sp. z o.o.,1;
2114,18,zmiana w zarzad w polkomtel,0;
2115,32,akcja gasic zbiornik w rafineria trzebina,1;
2116,59,sytuacja w rafineria trzebinia calkowicie opanowany,1;
2117,8,raport roczny sa r,1;
2118,56,wplyw wycena zapas metoda lifo,0;
2119,35,sprawozdanie finansowy wedlug mssf,0;
2120,22,skonsolidowac raport roczny,0;
2121,5,umowa kredyt dla iks solino,1;
2122,49,rejestracja zmiana kapital w medica sp. z o.o.,0;
2123,2,zawarcie umowy jv przez z.a. anwil,1;
2124,42,zwolanie zwza,0;
2125,5,upadlosc petrogaz nowa brzeznica sp. z o.o.,0;
2126,5,projekt uchwala na zwza w dzien 28 czerwiec 2002 rok,1;
2127,5,zmiana projekt uchwala w sprawa podzial zysk,1;
2128,57,liczba akcja w posiadanie the bank of new york,1;
2129,6,kluczowy dane operacyjny,0;
2130,2,spolka kulczyk posiadac 23 911 206 akcja,0;
2131,5,zmiana w sklad rad nadzorczy spolka,1;
2132,6,tekst jednolity statut,1;
2133,11,wygasniecie mandat czlonek zarzad p. krzysztofa cetnar,1;
2134,19,uchylic decyzja iks w rafineria trzebinia,1;
2135,22,wykaz akcjonariusz po zwz w dzien 28 czerwiec 2002 r.,1;
2136,30,rejestracja polaczyc spolka,1;
2137,45,zmiana w sklad zarzad,1;
2138,6,podpisac list intencyjny z agrofert a.s.,1;
2139,6,podpisac list intencyjny z agrofert a.s.,1;
2140,12,zwolanie nwz,0;
2141,57,liczba akcja w posiadanie the bank of new york,1;
2142,8,podwyzszenie kapital zakladowy transport nowa sol,0;
2143,59,oferta objecia 18000 akcja puma ship service,1;
2144,6,projekt uchwala nwz,1;
2145,6,projekt uchwala nwz,1;
2146,26,rozszerzyc skonsolidowac raport kwartalny sa qsr,1;
2147,18,wplyw wycena zapas na skonsolidowac wynik finansowy,1;
2148,18,wplyw wycena zapas na skonsolidowac wynik finansowy,1;
2149,2,ssprawozdanie finansowy za 2 kwartal 2002 rok wedlug mssf,1;
2150,28,korekta projekt uchwala nwz,0;
2151,35,oferta nabycie obligacja seria a zamienny na akcja seria d,1;
2152,31,tresc uchwala podjac przez nwz w dzien 30 sierpien 2002 rok,0;
2153,28,akcjonariusz 5 proc.,0;
2154,19,skonsolidowac raport polroczny sa psr,1;
2155,15,deklaracja,1;
2156,28,chec pozyskanie pakiet akcja rg,0;
2157,6,list intencyjny i orbis,1;
2158,5,umowa z nordea bank sweden ab,1;
2159,11,zaproszenie od rotch energy,1;
2160,12,porozumienie z rotch energy limited,1;
2161,5,umowa o utworzyc spolka joint venture przez basell i,1;
2162,15,list intencyjny z agrofert a.s.,0;
2163,21,zarejestrowac podwyzszenie kapital ship service,0;
2164,5,zmiana termin uzgodnienie umowic handlowy,0;
2165,59,podwyzszenie kapital zakladowy spolka samrelaks,0;
2166,5,podwyzszenie kapital zakladowy spolka zawitac,0;
2167,21,podwyzszenie kapital zakladowy spolka,0;
2168,14,podpisac umowic handlowy,0;
2169,23,wybor biegly rewident,0;
2170,5,kulczyk i orbis podpisac aneks do umowic,0;
2171,6,sprzedaz akcja spolka lg petro bank,1;
2172,19,termin przekazywac raport okresowy w rok 2003,0;
2173,2,warunkowy zgoda dla rotch energy limited i,0;
2174,2,rozszerzyc skonsolidowac raport kwartalny,0;
2175,35,sprawozdanie finansowy wedlug mssf,0;
2176,12,umowa z orbis i kulczyk,1;
2177,14,podwyzszenie kapital zakladowy spolka zespol,1;
2178,57,liczba akcja w posiadanie the bank of new york,0;
2179,2,zakup udzial dwa niemiecki spolka,1;
2180,34,pakiet polnocny,1;
2181,5,podpisac umowy rozporzadzac udzial awsa,1;
2182,3,objecie udzial w spolka poliolefina polski sp. z o.o.,0;
2183,45,zasada lad korporacyjny,0;
2184,5,umowa z tankpol sp. z o.o.,0;
2185,60,zawarcie kontrakt na dostawa benzyna i olej,0;
2186,6,korekta raport numer 1/2003,0;
2187,22,podwyzszenie kapital zakladowy ts,0;
2188,3,spelnienie siebie warunek zawrzec w kontrakt,0;
2189,23,zmiana umowy z basell europe holdings b.v.,1;
2190,5,polaczenie z petromotem,1;
2191,11,podwyzszenie kapital zakladowy transport,1;
2192,5,decyzja urzad ochrona konkurencja i konsument,0;
2193,3,zmiana termin skolidowanego sprawozdanie finansowy,1;
2194,14,rezygnacja czlonek rn,0;
2195,5,joint venture z basell europe holdings b.v.,1;
2196,42,wykon postanowienie umowy o utworzyc joint venture,1;
2197,34,pakiet polnocny,1;
2198,6,gwarancja udzielic przez spolka,1;
2199,26,rozszerzyc skonsolidowac raport kwartalny sa qsr,1;
2200,6,sprawozdanie finansowy za iv kw. 2002 r. wedlug mssf,1;
2201,57,liczba akcja w posiadanie the bank of new york,1;
2202,6,podwyzszenie kapital transport olsztyn sp. z,1;
2203,18,zwolanie nwz na dzien 17 kwietni 2003 rok,0;
2204,21,zmiana w sklad rad nadzorczy,0;
2205,8,raport roczny sa r,0;
2206,23,objecie udzial w spolka laboratorium sp. z o.o.,1;
2207,28,korekta projekt uchwala nwz,0;
2208,6,podpisac list intencyjny,1;
2209,5,decyzja o zamiar wniesc aktyw logistyczny,0;
2210,6,skonsolidowac raport roczny sa rs,0;
2211,5,sprawozdanie finansowy za rok 2002 wedlug mssf,0;
2212,3,tresc uchwala podjac przez nwz,0;
2213,21,zmiana w sklad rad nadzorczy,0;
2214,6,wykaz akcjonariusz po nwz w dzien 17 kwietni 2003,0;
2215,3,koncesja na obrot paliwo gazowy,1;
2216,26,rozszerzyc skonsolidowac raport kwartalny sa qsr,1;
2217,11,wplyw wycena zapas metoda lifo na wynik finansowy za i kw.,1;
2218,20,sprawozdanie finansowy za i kw. wedlug mssf,1;
2219,2,transakcja z podmiot powiazac,1;
2220,55,wyrok sad najwyzszy,1;
2221,23,wybor biegly rewident,0;
2222,60,zamiar emisja obligacja,1;
2223,60,zamiar emisja obligacja,1;
2224,18,uchwala rad nadzorczy spolka,1;
2225,5,podwyzszenie kapital zakladowy basell,0;
2226,5,zwolanie zwz na dzien 24 czerwiec 2003 rok,0;
2227,9,umowa sprzedaz majatek zaklad asfalt,0;
2228,20,projekt uchwala na w zastepstwie w dzien 24 czerwiec 2003r.,0;
2229,6,zakup udzial w spolka zalezny polimex cekop,1;
2230,2,umowa rafineria trzebinia z at agrar   technik,0;
2231,2,sprzedaz udzial 3 spolka serwisowy,1;
2232,60,kompleksowy program redukcja koszt operacyjny,1;
2233,38,tresc uchwala podjac przez zwz,0;
2234,5,koncesja na obrot gaz ziemny z zagranica,0;
2235,21,sprzedaz udzial spolka energorem sp. z o.o.,1;
2236,16,oswiadczenie dotyczyc zasada lad korporacyjny,1;
2237,53,przewlaszczenie udzial spolka petrotank,1;
2238,3,sprzedaz udzial w spolka serwis gdansk sp. z o.o,0;
2239,10,cu ofe w posiadanie 21 533 539 szt. akcja spolka,0;
2240,9,decyzja sad najwyzszy,0;
2241,12,decyzja nafta polski,0;
2242,4,zakonczenie zbycie przez nafta polski trzeci,1;
2243,3,wygasniecie umowy konsorcjum,1;
2244,12,rejestracja przez sad zmiana w struktura bitrex sp. z,1;
2245,9,gwarancja udzielic przez,1;
2246,24,umowa kredyt,1;
2247,57,liczba akcja w posiadanie the bank of new york,1;
2248,26,rozszerzyc skonsolidowac raport kwartalny sa qsr,1;
2249,15,sprawozdanie finansowy za 2 kwartal 2003 r. wedlug mssf,1;
2250,22,oferta nabycie obligacja seria a zamienny na akcja,1;
2251,5,program zarzadzanie wartosc firma,1;
2252,49,sprzedaz udzial 4 spolka serwisowy,1;
2253,57,liczba akcja w posiadanie the bank of new york,0;
2254,2,zlozenie list intencyjny,0;
2255,21,raport polroczny wedlug mssf,0;
2256,19,skonsolidowac raport polroczny sa psr,0;
2257,5,zatwierdzenie kierunek strategia rozwoj,1;
2258,29,zgloszenie o podwyzszenie kapital zakladowy,1;
2259,15,termin przekazywac raport okresowy w rok 2004,0;
2260,18,zawarcie umowy przez basell polyolefins sp. z o.o.,0;
2261,10,zbycie udzial w spolka transport warszawa sp.,0;
2262,15,zmiana termin skonsolidowac raport kwartalne,1;
2263,2,podpisac aneks do umowy z j&s service &,0;
2264,57,liczba akcja w posiadanie the bank of new york,0;
2265,26,rozszerzyc skonsolidowac raport kwartalny sa qsr,0;
2266,2,wplyw wycena zapas metoda lifo na wynik finansowy spolka,0;
2267,45,sprawozdanie finansowy za 3 kwartal 2003 rok wedlug mssf,0;
2268,5,zgloszenie do przetarg,1;
2269,17,zgloszenie do udzial w przetarg na unipetrol as,1;
2270,3,podpisac umowy z agrofert a.s.,1;
2271,53,zawarcie porozumienie z,1;
2272,10,spolka i pgnig podpisac list intencyjny,1;
2273,19,wstepna oferta w sprawa snp petrom,0;
2274,47,rejestracja podwyzszenie kapital zakladowy,0;
2275,21,uchwala kdpw o przyjecie do kdpw akcja seria d,0;
2276,44,wniosek o wprowadzenie akcja seria d do obrot,0;
2277,2,wprowadzenie do obrot akcja seria d,1;
2278,4,zbycie przez wiceprezes zarzad akcja spolka,1;
2279,32,nabycie przez powiernik obligacja wyemitowac,1;
2280,6,list intencyjny o wspolpraca,0;
2281,8,splata pozyczka przez polkomtel,0;
2282,17,transakcja finansowac,1;
2283,57,liczba akcja w posiadanie the bank of new york,0;
2284,8,sprzedaz udzial spolka wodkan,1;
2285,3,sprzedaz udzial spolka transport poznanie sp. z o.o.,1;
2286,2,kontrakty na dostawa benzyna i olej napedowy,0;
2287,5,nabycie obligacja spolka przez powiernik,0;
2288,54,porozumienie z conocophillips centrala andante eastern,0;
2289,38,umowy z spolka basell polyolefins sp. z o.o.,0;
2290,9,oferta nabycie 62 99  akcja unipetrol a.s.,0;
2291,6,wstepny szacunek wynik finansowy za 4 kwartal 2003 r.,0;
2292,6,gwarancja udzielic przez spolka,1;
2293,2,gwarancja udzielic spolka,0;
2294,26,rozszerzyc skonsolidowac raport kwartalny sa qsr,0;
2295,30,wplyw wycena zapas metoda lifo na wynik finansowy,0;
2296,5,sprawozdanie finansowy za 4 kwartal 2003 rok wedlug mssf,0;
2297,21,zmiana w sklad rad nadzorczy,1;
2298,28,zwolanie nwz na dzien 8 kwietni 2004 rok,1;
2299,4,korekta raport biezacy numer 13/2004 z dzien 9 marzec 2004 r.,1;
2300,17,projekt uchwala na nwz 8 kwietni 2004 r.,1;
2301,8,raport roczny sa r,1;
2302,21,zmiana w sklad rad nadzorczy,1;
2303,21,zmiana w sklad rad nadzorczy,0;
2304,6,tresc uchwala podjac na nwz 8 kwietni 2004 rok,0;
2305,21,zmiana w sklad rad nadzorczy,0;
2306,28,oferta na snp petrom,0;
2307,6,skonsolidowac raport roczny sa rs,1;
2308,5,sprawozdanie finansowy za rok 2003 wedlug mssf,0;
2309,54,lista akcjonariusz 5 proc. glos na nwz,0;
2310,31,korekta tresci raport roczny za rok 2003,0;
2311,5,sprzedaz udzial w spolka flexpol,0;
2312,11,korekta raport numer 25/2004,0;
2313,5,oferta nabycie akcja w kapital zakladowy unipetrol,1;
2314,54,podwyzszenie kapital cpn marine service,1;
2315,6,dotyczyc decyzja rzad czeski,1;
2316,6,decyzja rzad czeski   wygrac unipetrol,1;
2317,14,sprzedaz udzial spolka serwis lodz sp. z o.o.,1;
2318,26,sprzedaz udzial spolka polimer sp. z o.o.,0;
2319,50,oswiadczenie,1;
2320,26,rozszerzyc skonsolidowac raport kwartalny sa qsr,0;
2321,2,wplyw wycena zapas metoda lifo na wynik finansowy spolka,0;
2322,5,sprawozdanie finansowy za 1 kwartal 2004 rok wedlug msr,0;
2323,39,podwyzszenie kapital spolka deutschland immobilien,1;
2324,26,rozszerzyc skonsolidowac raport kwartalny sa qsr,0;
2325,2,wplyw wycena zapas metoda lifo na wynik finansowy spolka,0;
2326,5,sprawozdanie finansowy za 1 kwartal 2004 rok wedlug msr,0;
2327,50,oswiadczenie,0;
2328,26,rozszerzyc skonsolidowac raport kwartalny sa qsr,0;
2329,2,wplyw wycena zapas metoda lifo na wynik finansowy spolka,0;
2330,5,sprawozdanie finansowy za 1 kwartal 2004 rok wedlug msr,0;
2331,26,rozszerzyc skonsolidowac raport kwartalny sa qsr,0;
2332,2,wplyw wycena zapas metoda lifo na wynik finansowy spolka,0;
2333,5,sprawozdanie finansowy za 1 kwartal 2004 rok wedlug msr,0;
2334,5,projekt uchwala na zwz zwolac na dzien 24 czerwiec 2004 roku.,1;
2335,6,zakonczenie przygotowanie do umowic prywatyzacyjny unipetrolu,1;
2336,14,umowa z fundusz majatek narodowy republika czeski,1;
2337,21,zmiana w sklad rad nadzorczy,0;
2338,21,zmiana w sklad rad nadzorczy,0;
2339,6,przerwa w obrada zwz,0;
2340,5,oswiadczenie w sprawa wdrozenie zasada lad korporacyjny oswiadczenie,0;
2341,4,tresc uchwala podjac na zwz,0;
2342,6,tresc uchwala podjac na zwz 24.06.2004 i 28.06.2004,0;
2343,4,komunikat z posiedzenie rad nadzorczy,0;
2344,6,nabycie udzial w morena,1;
2345,5,sprzedaz wydzial olejowy,0;
2346,8,zwolanie nwz na 5 sierpien 2004 rok,1;
2347,2,lista akcjonariusz po zwz 24 czerwiec 2004 rok,1;
2348,2,podwyzszenie kapital zakladowy spolka fp naftowax,0;
2349,11,termin i projekt uchwala na nwz spolka,1;
2350,5,zarejestrowac spolka plocki park przemyslowo  technologiczny,0;
2351,42,pozew o stwierdzenie niewaznosc uchwala zwz,0;
2352,6,zgoda uokik na zbycie przez udzial flexpol sp. z o.o.,1;
2353,57,sprzedaz udzial w spolka flexpol sp. z o.o.,0;
2354,6,zmiana w sklad zarzad i rad nadzorczy,1;
2355,6,gwarancja udzielic przez spolka,0;
2356,10,stanowisko rad nadzorczy,0;
2357,14,rezygnacja czlonek rn,1;
2358,4,uchwala podjac na nwz w dzien 5 sierpien 2004 rok,1;
2359,5,pozew o stwierdzenie niewaznosc uchwala nwz spolka,0;
2360,26,rozszerzyc skonsolidowac raport kwartalny sa qsr,0;
2361,30,wplyw wycena zapas metoda lifo na wynik finansowy,0;
2362,18,raport kwartalny wedlug mssf,0;
2363,45,zmiana w sklad zarzad,0;
2364,42,lista akcjonariusz po nwz 5 sierpien 2004 rok,0;
2365,5,podwyzszenie kapital zakladowy spolka oil,1;
2366,21,rada nadzorczy przyjac tekst jednolity statut,1;
2367,45,zmiana w sklad zarzad,0;
2368,2,postanowienie sad w sprawa pozew,1;
2369,2,postanowienie sad w sprawa pozew o stwierdzenie niewaznosc uchwala nwz,1;
2370,36,podwyzszenie kapital zakladowy spolka zalezny,0;
2371,10,spelnienie warunek w umowa nabycie akcja spolka unipetrol a.s.,1;
2372,45,zmiana w sklad zarzad,0;
2373,22,kulczyk w posiadanie 20 443 377 akcja orlen  co stanowic 4 78  ogolny liczba glos na w zastepstwie,1;
2374,26,rozszerzyc skonsolidowac raport kwartalny sa qsr,1;
2375,56,wplyw wycena zapas metoda lifo,1;
2376,51,sprawozdanie finansowy za 3 kwartal 2004 rok wedlug mssf,1;
2377,4,zwolanie nwz na dzien 30 grudzien 2004 rok,0;
2378,11,projekt uchwala nwz zwolac na 30 grudzien 2004 r.,1;
2379,49,projekt uchwala na nwz zwolac na 30 grudzien 2004 r.,1;
2380,24,transakcja z podmiot powiazac powyzej 500 000 euro,0;
2381,24,transakcja z podmiot powiazac powyzej 500 000 euro,0;
2382,24,tresc uchwala podjac na nwz,0;
2383,6,zawarcie kontrakt z biskup polski spolka z o.o.,1;
2384,12,zawarcie kontrakt z shell polski spolka z o.o.,1;
2385,9,zawarcie kontrakt z petrocentrum sp. z o.o.,1;
2386,14,zawarcie kontrakt przez deutschland aga,1;
2387,5,polaczenie zaklad urzadzenie dystrybucyjny z spolka serwisowy,1;
2388,24,transakcja z podmiot powiazac powyzej 500 000 euro,1;
2389,24,transakcja z podmiot powiazac powyzej 500 000 euro,1;
2390,10,lista akcjonariusz posiadajacy co malo 5 proc. glos,0;
2391,61,transakcja z podmiot powiazac 500.000 euro,0;
2392,6,zawarcie kontrakt przez deutschland,0;
2393,5,zawarcie umowy na dostawa benzyna do piroliza,0;
2394,10,wstrzymanie dostawa ropa przez petroval,1;
2395,23,wybor biegly rewident,1;
2396,47,aktualny oswiadczenie wobec zasada lad korporacyjny,1;
2397,26,termin przekazywac raport okresowy w rok 2005,0;
2398,11,zmiana w kapital zakladowy spolka rafineria trzebinia,1;
2399,6,sprawozdanie finansowy za 4 kwartal 2004 rok wedlug mssf,1;
2400,30,wplyw wycena zapas metoda lifo na wynik finansowy,1;
2401,4,strategia siec detaliczny,1;
2402,21,liczba akcja w posiadanie commercial union ofe bph cu wbk,1;
2403,36,rezygnacja czlonek rad nadzorczy spolka,1;
2404,20,korekta raport okresowy w postac jednostkowy raport roczny,1;
2405,44,zbycie udzial spolka dom wczasowy `mazowsze` sp. z o.o.,1;
2406,6,zbycie udzial w 2 spolka serwisowy,1;
2407,5,warunki zawieszac zastrzec w umowa nabycie akcja unipetrol a.s.,0;
2408,4,sprawozdanie finansowy za rok 2004 wedlug mssf,0;
2409,8,dotyczyc zbycie udzial w spolka nom sp. z o.o.,1;
2410,60,raport okresowy sa r,1;
2411,6,raport okresowy sa rs,1;
2412,35,skorygowac sprawozdanie finansowy za rok 2004 wedlug mssf,1;
2413,14,raport okresowy qsr 1/2005,0;
2414,20,wplyw wycena zapas metoda lifo na wynik za i kwartal 2005,0;
2415,32,zbycie udzial spolka zespol wypoczynkowy mazowsze,0;
2416,6,nabycie akcja unipetrol a.s.,1;
2417,38,zwolanie zwz,0;
2418,6,fmr copr. i fidelity international w posiadanie 21 436 944 sztuk akcja,0;
2419,20,oddalenie powodztwo przez sad okregowy,1;
2420,6,gwarancja udzielic przez spolka,0;
2421,21,zmiana w sklad rad nadzorczy,0;
2422,38,tresc uchwala podjac przez zwz,0;
2423,14,oswiadczenie wobec zasada lad korporacyjny,0;
2424,2,wygasniecie mandat czlonek zarzad spolka,0;
2425,29,powolanie zarzad na nowa kadencja,0;
2426,23,zbycie udzial spolka zawiatj swinoujscie sp. z o.o.,0;
2427,11,wybor wiceprzewodniczacy rad nadzorczy,1;
2428,3,akcjonariusz po zwz posiadajacy co malo 5  glos,0;
