id,cluster,text,change
3255,16,wstepne wynik za iii kwartal oraz 9 miesiac 2005 r.,1
3256,21,wstepne wynik za i kwartal 2007 rok,0
3257,21,otrzymac kolejny pozew omv oraz decyzja sad metropolitalny,0
3258,21,olaj: mfb invest zrt. notification on change of voting rights,0
3259,21,olaj: obrot akcja mi spolka,0
3260,21,zmiana wplyw na spolka,0
3261,7,zakup akcja wlasny,1
3262,16,zmiana wplyw na spolka,1
3263,16,wstepne wynik za i kwartal 2006 r.,1
3264,16,powiadomienie omv dotyczyc zmiana w ilosci prawic glos,1
3265,21,interim management report,0
3266,16,sprzedaz akcja przez menadzer,1
3267,16,zmiana w posiadanie akcja przez menadzer wysoki szczebel,1
3268,16,mfb invest zrt. notification on change of voting rights,1
3269,16,komunikat o zmiana wplyw na spolka,1
3270,21,  es gazipari rszvenvtarsasag sprzedaz akcja wlasny,0
3271,16,spolka otrzymac koncesja na obrot gaz,1
3272,21,umowa na kredyt odnawialny o wartosc 825 milion euro,0
3273,21,change in treasury shares,0
3274,21,podpisac porozumienie,0
3275,21,podpisac porozumienie,0
3276,21,raport roczny za 2004 rok,0
3277,16,zbywac dzialalnosc detaliczny w polsce,1
3278,21,wiazacy oferta przetargowy na przejecie energopetrolu,0
3279,7,zakup akcja wlasny,0
3280,21,projekt umowy z exxonmobil,0
3281,16,odkrycie nowy zloze ropa naftowy i gaz w kazachstanie,1
3282,16,zmiana personalna w spolka,1
3283,21,surgutneftegas notification on change of voting rights,0
3284,21,to pursue stated independent strategy,0
3285,21,  es ggazipari rszvenvtarsasag sprzedaz akcja skarbowy,0
3286,21,obecny stan praca wydobywczy w blok fedorowski,0
3287,21,umowa kupna sprzedazy z rosyjski firma nwog,0
3288,16,olaj: wstepne wynik za iv kwartal oraz za rok 2007,1
3289,7,zakup akcja wlasny,1
3290,7,zakup akcja wlasny,0
3291,21,zmiana wplyw na spolka,0
3292,21,  zmiana wplyw na spolka,0
3293,21,zmiana personalna w,0
3294,16,memorandum of understanding w zakres sojusz strategiczny,1
3295,12,nabycie akcja wlasny,1
3296,21,zakup akcja skarbowy,0
3297,16,zmiana wplyw na spolka,1
3298,16,ilosc prawic glos w spolka,1
3299,16,wybrana dane finansowy z raport roczny 2004,1
3300,11,informowac,1
3301,16,wiazacy oferta na 51  udzial w tüpras,1
3302,21,wstepne wynik za iv kwartal oraz caly 2005 rok,0
3303,21,the agm resolutions wy registered by the court of register,0
3304,21,zmiana w nazwa spolka,0
3305,16,porozumienie w sprawa transakcja dotyczyc branza gazowniczy   wersja polski,1
3306,21,dokument na walny zgromadzenie akcjonariusz (wersja polska),0
3307,11,informowac,0
3308,21,sprzedaz akcja przez menadzer spolka,0
3309,16,zbycie akcja spolka przez menedzer,1
3310,16,has received surgutneftegas's action,1
3311,11,informowac,1
3312,21,zmiana data identyfikacja akcjonariusz przed wza,0
3313,16,zmiana w udzial akcja wysoki kadry zarzadzajaca,1
3314,7,zakup akcja wlasny,1
3315,21,bnp paribas notification on change of voting rights,0
3316,7,zakup akcja wlasny,1
3317,16,transakcja na akcja,1
3318,7,zakup akcja wlasny,0
3319,7,zakup akcja wlasny,1
3320,16,rosyjski urzad antymonopolowy wyrazic zgoda na nabycie 100  udzial nwog mol,1
3321,21,sad rejestrowy zatwierdzic podwyzszenie kapital spolka,0
3322,21,zawierac dlugoterminowy umowa z lukoil na dostawa ropa naftowy,0
3323,21,powiadomienie omv dotyczyc zmiana w ilosci prawic glos,0
3324,21,zmiana wplyw na,0
3325,21,nowe odkrycie ropa i gaz w pakistanie,0
3326,21,zamkniecie transakcja zakup akcja pomiedzy i cez,0
3327,16,powiadomienie omv dotyczyc zmiana w ilosci prawic glos   pelny polskojezyczny wersja,1
3328,21,nowa inicjatywa,0
3329,11,informowac,0
3330,21,wstepne wynik za ii kwartal 2006 rok,0
3331,16,wstepne wynik za iii kwartal 2005 r.,1
3332,16,  es gazipari rszvenvtarsasag emitowac euroobligacja,1
3333,21,rada dyrektor oglaszac wyplata dywidenda za rok 2006 (poprawka),0
3334,7,zakup akcja wlasny,1
3335,21,raport roczny za 2006 rok,0
3336,12,nabycie akcja wlasny,1
3337,16,uchwala walny zgromadzenie akcjonariusz,1
3338,7,zakup akcja wlasny,1
3339,16,zmiana w akcja wlasny,1
3340,21,zakup akcja skarbowy,0
3341,7,zakup akcja wlasny,0
3342,21,udany wspolpraca z spolka ina   uzupelnienie,0
3343,21,porozumienie w sprawa zakup 40  udzial w nowy przybrzezny blok w kamerunie,0
3344,7,zakup akcja wlasny,0
3345,21,zmiana wplyw na spolka,0
3346,21,stanowisko odnosnie warunkowy deklaracja intencja omv,0
3347,16,zmiana personalna w slovnafcie,1
3348,16,treasury share transaction,1
3349,12,nabycie akcja wlasny,0
3350,21,zakup akcja i&c energia a.s.,0
3351,21,wyplata dywidenda za rok obrotowy 2007,0
3352,16,wapiwsp zamierzac sprzedac 1 73  akcja spolka,1
3353,21,  zasada lad korporacyjny,0
3354,21,ilosc prawic glos w spolka,0
3355,21,uchwala walny zgromadzenie akcjonariusz w wersja polski,0
3356,21,zmiana harmonogram wza na wniosek omv w wersja polski,0
3357,21,zakup akcja skarbowy,0
3358,21,  es gazipari rszvenvtarsasag dywidenda za 2005 r.,0
3359,7,zakup akcja wlasny,0
3360,16,nabycie ponad 5  wplyw na spolka,1
3361,21,zakup obligacja kapitalowy przez menadzer,0
3362,21,zakup obligacja kapitalowy przez menadzer,0
3363,16,otrzymac pozew omv oraz termin wyznaczyc przez sad metropolitalny,1
3364,7,zakup akcja wlasny,0
3365,16,zmiana wplyw na spolka,1
3366,16,olaj: financing of the 2009 work program of pearl project with treasury shares,1
3367,7,zakup akcja wlasny,1
3368,16,harmonogram walny zgromadzenie akcjonariusz,1
3369,21,emitent i rossi beteiligungs ltd. wybudowac fabryka komponent biodiesla,0
3370,21,ilosc prawic glos w spolka,0
3371,21,wstepne wynik za ii kwartal 2006 r.,0
3372,16,  personnel andante organizational changes in plc.,1
3373,16,dokument na wza,1
3374,16,zmiana wplyw na spolka,1
3375,21,sprzedaz akcja spolka przez menedzer,0
3376,16,nabycie mszksz zrt.,1
3377,7,zakup akcja wlasny,0
3378,16,i exxonmobil gotowe do rozpoczecie program poszukiwawczy,1
3379,7,zakup akcja wlasny,1
3380,7,zakup akcja wlasny,1
3381,16,zmiana wplyw na spolka,1
3382,16,  number of voting rights,1
3383,21,umowa kupna sprzedazy z rosyjski firma nwog,0
3384,16,sprzedaz akcja przez menedzer,1
3385,21,sprzedaz akcja przez menadzer,0
3386,16,wstepne wynik za i kwartal 2007 r.,1
3387,16,sprzedaz akcja spolka przez menadzer,1
3388,21,spolka kupowac chorwacki siec tifon,0
3389,21,plc. andante the government of croatia signed the,0
3390,16,zmiana w ilosci prawic glos,1
3391,16,share sala of manager,1
3392,21,konsorcjum mol ina podpisac umowa z rzad bosni i hercegowiny,0
3393,16,zmiana wplyw na spolka,1
3394,21,nowe cel strategiczny i finansowy na latac 2006 2010,0
3395,21,sfinalizowac transakcja gazowy mol e.on ruhrgas international,0
3396,21,omv notification on change of voting rights,0
3397,16,wstepne wynik za ii kwartal 2008r. w wersja polski,1
3398,21,kontynuacja wdrazac wlasny strategia,0
3399,21,zakup obligacja bezterminowy przez menadzer,0
3400,24,stanowisko w sprawa uchwala wegierski komisja nadzor finansowy   poprawka,1
3401,16,stanowisko w sprawa uchwala wegierski komisja nadzor finansowy,1
3402,12,nabycie akcja wlasny,1
3403,21,wstepne wynik za iv kwartal oraz caly 2007 rok,0
3404,16,podpisac umowa na opcja na akcja wlasne z apv rt.,1
3405,7,zakup akcja wlasny,1
3406,21,  es gazipari rszvenvtarsasag zakup akcja wlasny,0
3407,7,zakup akcja wlasny,1
3408,16,zmiana w ilosci prawic glos,1
3409,16,memorandum of understanding z quatar petroleum international,1
3410,16,share sala of manager,1
3411,7,zakup akcja wlasny,1
3412,21,sprzedaz akcja przez menadzer spolka,0
3413,7,zakup akcja wlasny,0
3414,12,nabycie akcja wlasny,0
3415,21,wstepne wynik za i kwartal 2005 rok,0
3416,16,zakup obligacja kapitalowy przez menadzer,1
3417,16,the extension of 3 board members' mandate is registered,1
3418,21,powiadomienie omv dotyczyc zmiana w ilosci prawic glos,0
3419,16,zamkniecie transakcja zakup spolka tifon,1
3420,21,documents for the annual general meeting,0
3421,21,  zmiana ilosci prawic glos,0
3422,16,number of voting rights at plc,1
3423,7,zakup akcja wlasny,1
3424,16,zmiana wplyw na spolka,1
3425,21,rada dyrektor oglaszac wyplata dywidenda za rok 2006 (poprawka),0
3426,21,zmiana w ilosci prawic glos,0
3427,21,program optymalizacja struktura kapitalowy spolka,0
3428,21,kontynuacja program optymalizacja kapital,0
3429,16,wstepne wynik za i kwartal 2007 r.,1
3430,16,number of voting rights at plc,1
3431,16,nowy posrednik transakcja,1
3432,7,zakup akcja wlasny,1
3433,16,wstepne wynik za ii kwartal 2007 rok,1
3434,16,wykonanie opcja call na akcja wlasne z ápv rt.,1
3435,16,umowa koncesyjny z republika pakistanu na prace badawczy na dwa obszar roponosny,1
3436,21,powiadomienie spolki dot. zmiana w ilosci prawic glos,0
3437,16,zmiana wplyw na spolka,1
3438,16,proponowac transakcja akcja wlasny,1
3439,7,zakup akcja wlasny,1
3440,7,zakup akcja wlasny,0
3441,16,harmonogram zwza oraz warunki udzial oraz wykonanie prawa do glos,1
3442,7,zakup akcja wlasny,0
3443,21,dokument na walny zgromadzenie akcjonariusz (wersja angielska),0
3444,11,informowac,0
3445,21,bhv aga notification on change of voting rights,0
3446,21,zakonczyc operacja zakup 100  udzial w italiana energia e servizi,0
3447,21,raport roczny w wersja polski,0
3448,21,raport podsumowywac za rok finansowy 2007 w wersja polski,0
3449,21,wstepne wynik za i kwartal 2008 r.,0
3450,21,zmiana harmonogram wza na wniosek omv,0
3451,21,dokument na wza,0
3452,21,przyjecie budzet na nowy rok,0
3453,16,przetransferowac godziwy wynagrodzenie za akcja ina,1
3454,16,sad rejestrowy zarejestrowac podwyzszenie kapital spolka,1
3455,16,zmiana organizacyjny i personalna w spolka,1
3456,21,powiadomienie akcjonariusz,0
3457,21,sprzedaz akcja wlasny,0
3458,21,umowa na kredyt odnawialny o wartosc 700 milion euro,0
3459,21,umowa dot. euroobligacja o wartosc 750 milion euro,0
3460,16,sad metropolitalny uchylic uchwala wknf,1
3461,21,sprzedaz akcja spolka przez menadzer,0
3462,16,sprzedaz akcja przez menadzer spolka,1
3463,16,zmiana wplyw w tvk,1
3464,7,zakup akcja wlasny,0
3465,7,zakup akcja wlasny,1
3466,16,program poszukiwawczy z exxonmobil,1
3467,16,zarejestrowac podniesienie kapital,1
3468,16,powiadomienie bayerische hypo   und vereinsbank aga dotyczyc prawic glos,1
3469,16,podpisnie umowy z ongc,1
3470,11,informowac,1
3471,16,omv notification on change of voting rights,1
3472,16,program rozbudowa rafineria duna,1
3473,21,wybrana dane finansowy za rok 2005,0
3474,7,zakup akcja wlasny,0
3475,16,  es gazipari nyilvanosan mukodo reszvenvtarsasag raport roczny,1
3476,7,zakup akcja wlasny,1
3477,21,zmiana wplyw na spolka,0
3478,21,zbycie akcja przez dyrektor spolka,0
3479,21,sprzedaz akcja przez menadzer spolka,0
3480,7,zakup akcja wlasny,0
3481,16,sprzedaz akcja przez menadzer,1
3482,21,zmiana data identyfikacja akcjonariusz przed wza,0
3483,16,sprzedaz akcja przez menadzer,1
3484,16,wstepne wynik za iii kwartal 2006 r.,1
3485,21,czynnik obiektywny wplywac na zysk,0
3486,7,zakup akcja wlasny,0
3487,16,wstepne wynik za iv kwartal oraz za caly rok 2005,1
3488,16,wstepne wynik za i kwartal 2007 r.,1
3489,21,  es gazipari nyilvanosan mukodo reszvenvtarsasag share sala of manager,0
3490,7,zakup akcja wlasny,1
3491,16,ray leonard dolaczyc do zespol firma,1
3492,21,zmiana wplyw na spolka,0
3493,16,ilosc prawic glos w spolka,1
3494,16,rada dyrektor oglaszac wyplata dywidenda za rok obrotowy 2004,1
3495,16,odnotowac decyzja omv,1
3496,21,podzial akcja dla zarzad i pracownik,0
3497,21,treasury shares transaction,0
3498,21,share sala of manager,0
3499,7,zakup akcja wlasny,0
3500,7,zakup akcja wlasny,0
3501,16,dokument na wza,1
3502,21,nowy partner w spolka zmb,0
3503,16,  rozwiazanie umowy zakup aktyw i akcja,1
3504,21,rada dyrektor oglaszac wyplata dywidenda za rok obrotowy 2006,0
3505,21,rozszerzyc prawic opcja na akcja posiadac przez bnp paribas,0
3506,7,zakup akcja wlasny,0
3507,11,informowac,0
3508,21,dodatkowy roszczenie omv,0
3509,16,komisja europejski nalozyc kara na spolka,1
3510,21,omv notification on change of voting rights,0
3511,16,oferta w wysokosc 2.800 hrk za akcja ina zostac zaakceptowac,1
3512,16,wiazacy oferta na 100  udzial w rosyjski aktywa naftowy,1
3513,21,pozywac omv z tytul nieprawdziwy zarzut i znieslawienie,0
3514,21,zmiana w stan posiadanie akcja przez menadzer wysoki szczebel,0
3515,21,sprzedaz akcja spolka przez menadzer,0
3516,16,signed a new option agreement with ing bank n.v.,1
3517,7,zakup akcja wlasny,0
3518,16,  ilosc prawic glos w spolka,1
3519,21,mianowac bank of new york jako nastepca bank depozytariusz,0
3520,16,zakup akcja dawac ponad piecioprocentowy wplyw na,1
3521,16,  odkrycie trzeci zrodlo gaz ziemny w region trans tisza,1
3522,21,zbycie akcja przez menedzer,0
3523,16,wstepne wynik za i kwartal 2006 rok,1
3524,7,zakup akcja wlasny,0
3525,16,wstepne wynik za ii kwartal 2008 r.,1
3526,21,wstepne wynik za iv kwartal oraz caly 2008 rok,0
3527,21,nabycie akcja przez menedzer,0
3528,16,share sala of manager,1
3529,16,porozumienie w sprawa transakcja dotyczyc branza gazowniczy   wersja angielski,1
3530,7,zakup akcja wlasny,0
3531,16,nowe cel strategiczny i finansowy na latac 2006 2010,1
3532,16,program rozbudowa rafineria duna,1
3533,21,wstepne wynik za ii kwartal oraz i polrocze 2005 r.,0
3534,7,zakup akcja wlasny,0
3535,21,wstepne wynik za iv kwartal oraz caly 2005 rok,0
3536,21,signs an 8 year eur 200 million loan agreement with ebrd,0
3537,16,olaj: share sala of manager,1
3538,21,treasury shares transaction,0
3539,16,olaj: financing of the 2009 work program of pearl project with treasury shares,1
3540,16,number of voting rights at plc,1
3541,16,olaj: share sala of manager,1
3542,16,  es gazipari nyilvanosan mukodo reszvenvtarsasag 2009 halfa year report of group,1
3543,16,share sala of manager,1
3544,21,share sala of manager,0
3545,21,number of voting rights at plc.,0
3546,16,transakcja na akcja,1
3547,16,share sala of manager,1
3548,21,bnp paribas notification on change of voting rights,0
3549,21,exercise of call options on shares held by bnp paribas,0
3550,21,signs an 8 year eur 200 million loan agreement with ebrd,0
3551,21,signs an 8 year eur 200 million loan agreement with ebrd,0
3552,16,has received surgutneftegas's action,1
3553,11,informowac,1
3554,16,  personnel andante organizational changes in plc.,1
3555,11,informowac,0
3556,16,  number of voting rights,1
3557,16,transakcja na akcja,1
3558,16,share sala of manager,1
3559,16,share sala of manager,1
3560,21,interim management report,0
3561,21,green light to from the european commission to ina's transaction,0
3562,21,przyjecie budzet na nowy rok,0
3563,21,olaj: mfb invest zrt. notification on change of voting rights,0
3564,21,olaj: obrot akcja mi spolka,0
3565,21,the agm resolutions wy registered by the court of register,0
3566,21,  es gazipari nyilvanosan mukodo reszvenvtarsasag share sala of manager,0
3567,21,share sala of manager,0
3568,11,informowac,0
3569,16,mfb invest zrt. notification on change of voting rights,1
3570,16,treasury share transaction,1
3571,11,informowac,1
3572,16,omv notification on change of voting rights,1
3573,21,change in treasury shares,0
3574,21,documents for the annual general meeting,0
3575,21,omv notification on change of voting rights,0
3576,21,bhv aga notification on change of voting rights,0
3577,16,number of voting rights at plc,1
3578,21,surgutneftegas notification on change of voting rights,0
3579,21,to pursue stated independent strategy,0
3580,21,omv notification on change of voting rights,0
3581,11,informowac,0
3582,11,informowac,1
3583,21,bhv aga notification on change of voting rights,0
3584,21,closing of the share purchase andante option agreement with ing bank n.v.,0
3585,11,informowac,0
3586,11,informowac,0
3587,11,informowac,1
3588,16,signed a new option agreement with ing bank n.v.,1
3589,16,the extension of 3 board members' mandate is registered,1
3590,21,powiadomienie spolki dot. zmiana w ilosci prawic glos,0
3591,11,informowac,0
3592,11,informowac,0
3593,21,wstepne wynik za iv kwartal oraz caly 2008 rok,0
3594,21,  zmiana ilosci prawic glos,0
3595,21,zmiana w ilosci prawic glos,0
3596,21,number of voting rights,0
3597,21,plc. andante the government of croatia signed the,0
3598,11,informowac,0
3599,21,powiadomienie omv dotyczyc zmiana w ilosci prawic glos,0
3600,16,zmiana w ilosci prawic glos,1
3601,16,powiadomienie bhv aga dotyczyc zmiana w ilosci prawic glos,1
3602,21,  liczba prawic glos w spolka,0
3603,16,zmiana w akcja wlasny,1
3604,16,  powiadomienie oman oil budapest limited dotyczyc zmiana w ilosci prawic glos,1
3605,16,  rozwiazanie umowy zakup aktyw i akcja,1
3606,16,powiadomienie omv dotyczyc zmiana w ilosci prawic glos   pelny polskojezyczny wersja,1
3607,16,powiadomienie oman oil budapest limited dotyczyc zmiana w ilosci prawic glos,1
3608,21,powiadomienie bhv aga dotyczyc zmiana w ilosci prawic glos,0
3609,16,powiadomienie omv dotyczyc zmiana w ilosci prawic glos,1
3610,16,zmiana w ilosci prawic glos,1
3611,21,powiadomienie omv dotyczyc zmiana w ilosci prawic glos,0
3612,21,wstepne wynik za iii kwartal 2008 r.,0
3613,16,ilosc prawic glos,1
3614,16,modyfikacja dlugookresowwego rating kredytowy dla spolka,1
3615,16,wstepne wynik za iii kwartal 2008 r.,1
3616,16,sad metropolitalny uchylic uchwala wknf,1
3617,16,sprzedaz akcja przez menadzer,1
3618,16,zmiana w udzial akcja wysoki kadry zarzadzajaca,1
3619,21,dodatkowy roszczenie omv,0
3620,16,powiadomienie bayerische hypo   und vereinsbank aga dotyczyc prawic glos,1
3621,16,rozliczenie transakcja zakup akcja ina zostac zakonczony,1
3622,16,zmiana w ilosci prawic glos,1
3623,16,przetransferowac godziwy wynagrodzenie za akcja ina,1
3624,16,sad rejestrowy zarejestrowac podwyzszenie kapital spolka,1
3625,16,sad rejestrowy zarejestrowac obnizenie kapital o 5 ,1
3626,16,udzial spolka w ina wzrosc do 47 15 ,1
3627,16,sprzedaz akcja przez menadzer,1
3628,16,komisja europejski nalozyc kara na spolka,1
3629,21,ilosc prawic glos w spolka,0
3630,16,sprzedaz akcja przez menadzer,1
3631,16,powiadomienie dotyczyc zmiana w ilosci prawic glos,1
3632,21,dotyczyc zmiana w ilosci prawic glos,0
3633,16,oferta na akcja ina   pelny polskojezyczny wersja komunikat,1
3634,16,sprzedaz akcja przez menadzer,1
3635,21,otrzymac kolejny pozew omv oraz decyzja sad metropolitalny,0
3636,16,wstepne wynik za ii kwartal 2008r. w wersja polski,1
3637,16,  ilosc prawic glos w spolka,1
3638,16,oferta w wysokosc 2.800 hrk za akcja ina zostac zaakceptowac,1
3639,16,zmiana w akcja wlasny,1
3640,16,wstepne wynik za ii kwartal 2008 r.,1
3641,16,odnotowac decyzja omv,1
3642,16,ilosc prawic glos przypisac do akcja,1
3643,21,utworzyc spolka joint venture i cez,0
3644,21,pozywac omv z tytul nieprawdziwy zarzut i znieslawienie,0
3645,16,otrzymac pozew omv oraz termin wyznaczyc przez sad metropolitalny,1
3646,16,zmiana wplyw na spolka,1
3647,16,zamiar ogloszenie oferta publiczny na akcja ina,1
3648,16,transakcja na akcja,1
3649,16,  sprzedaz akcja przez menadzer,1
3650,21,sprzedaz akcja przez menadzer   korekta komunikat,0
3651,21,sprzedaz akcja przez menadzer,0
3652,16,sprzedaz akcja przez menedzer,1
3653,16,oswiadczenie w zakres przestrzegac zasada lad korporacyjny,1
3654,21,zmiana wplyw na spolka,0
3655,21,zakonczyc zakup ngosso permit w kamerunie,0
3656,21,oczekiwany zmiana w akcja wlasny,0
3657,21,plan polaczenie wegierski i rumunski system przesyl gaz,0
3658,21,zakup akcja i&c energia a.s.,0
3659,21,wyplata dywidenda za rok obrotowy 2007,0
3660,16,ilosc prawic glos w spolka,1
3661,21,zakup obligacja kapitalowy przez menadzer,0
3662,21,zakup obligacja kapitalowy przez menadzer,0
3663,16,  zakup obligacja kapitalowy przez menadzer,1
3664,16,zakup obligacja kapitalowy przez menadzer,1
3665,16,odkrycie nowy zloze ropa naftowy i gaz w kazachstanie,1
3666,16,swiatlo dla spolka joint venture i cez,1
3667,16,zmiana personalna i organizacyjny,1
3668,16,sprzedaz akcja przez menadzer,1
3669,21,wstepne wynik za i kwartal 2008r.,0
3670,16,  sprzedaz akcja przez ceo,1
3671,16,ilosc prawic glos,1
3672,21,odkrycie nowy zloze ropa naftowy w rosji efekt dzialanie poszukiwawczy spolka,0
3673,21,raport roczny w wersja polski,0
3674,21,raport podsumowywac za rok finansowy 2007 w wersja polski,0
3675,21,wstepne wynik za i kwartal 2008 r.,0
3676,16,podpisnie umowy z ongc,1
3677,21,ilosc prawic glos w spolka,0
3678,21,uchwala walny zgromadzenie akcjonariusz w wersja polski,0
3679,21,zmiana harmonogram wza na wniosek omv w wersja polski,0
3680,21,raport podsumowywac za rok finansowy 2007,0
3681,21,raport roczny 2007,0
3682,21,uchwala walny zgromadzenie akcjonariusz z 23 kwietni 2008 r.,0
3683,21,dokument na walny zebranie akcjonariusz   wersja polski,0
3684,16,i exxonmobil gotowe do rozpoczecie program poszukiwawczy,1
3685,16,program poszukiwawczy z exxonmobil,1
3686,21,powiadomienie akcjonariusz,0
3687,16,powiadomienie akcjonariusz,1
3688,21,zmiana harmonogram wza na wniosek omv,0
3689,21,dokument na wza,0
3690,21,ilosc prawic glos w spolka,0
3691,7,zakup akcja wlasny,0
3692,7,zakup akcja wlasny,0
3693,7,zakup akcja wlasny,1
3694,16,harmonogram walny zgromadzenie akcjonariusz,1
3695,21,  zakup akcja wlasny,0
3696,7,zakup akcja wlasny,0
3697,7,zakup akcja wlasny,1
3698,7,zakup akcja wlasny,0
3699,21,odkrycie nowy zloze gaz i kondensat w pakistanie,0
3700,7,zakup akcja wlasny,0
3701,7,zakup akcja wlasny,1
3702,16,zmiana wplyw na spolka,1
3703,16,podpisac umowy opcja z ing bank n.v.,1
3704,21,zamkniecie transakcja zakup akcja,0
3705,16,zmiana wplyw na spolka,1
3706,21,wstepne wynik za iv kwartal oraz caly 2007 rok,0
3707,16,ilosc prawic glos w spolka,1
3708,7,zakup akcja wlasny,1
3709,7,zakup akcja wlasny,0
3710,7,zakup akcja wlasny,0
3711,7,zakup akcja wlasny,0
3712,7,zakup akcja wlasny,0
3713,21,oswiadczenie w sprawa powiadomienie dotyczyc fuzja,0
3714,7,zakup akcja wlasny,0
3715,16,ilosc prawic glos w spolka,1
3716,7,zakup akcja wlasny,1
3717,7,zakup akcja wlasny,0
3718,21,zmiana wplyw na spolka,0
3719,21,  zmiana wplyw na spolka,0
3720,7,zakup akcja wlasny,1
3721,7,zakup akcja wlasny,0
3722,21,zamkniecie transakcja zakup akcja pomiedzy i cez,0
