id,cluster,text,change
704,8,transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rad nadzorczej.,0
705,2,transakcja na akcja dokonany przez osoba blisko zwiazac z czlonek rad nadzorczy spolka,1
706,2,zawarcie umowic na budowa i na serwis elektrownia we wloclawku,1
707,8,paliwo sp. z o.o. nabyc obligacja spolki.,0
708,8,transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rad nadzorczy,0
709,2,iks solino nabyc obligacja spolki.,1
710,2,transport nabyc obligacja spolki.,1
711,2,ksiegowosc sp. z o.o. nabyc obligacja spolki.,1
712,2,anwil nabyc obligacja spolki.,1
713,2,transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rad nadzorczy,1
714,2,zgoda rad nadzorczy na zawarcie umowy na budowa elektrownia we wloclawku,1
715,2,transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,1
716,32,ship service nabyc obligacja wyemitowac przez,1
717,2,wypowiedzenie umowic depozytowy dotyczyc gdr ow i adr ow,1
718,8,transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rad nadzorczy,0
719,8,upstream sp. z o.o. nabyc obligacja spolki.,0
720,8,koltrans sp. z o.o. nabyc obligacja spolki.,0
721,2,umowy pomiedzy kapitalowy a lukoil,1
722,2,transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rad nadzorczy,1
723,2,petrocentrum sp. z o.o. nabyc obligacja spolki.,1
724,2,transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,1
725,2,ship service sa. nabyc obligacja spolka,1
726,8,polski koncern naftowy transakcja na akcja,0
727,22,anwil nabyc obligacja wyemitowac przez,0
728,8,transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,0
729,8,transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,0
730,2,transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,1
731,2,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,1
732,2,  transakcja na akcja spolka,1
733,8,transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,0
734,8,polski koncern naftowy anwil nabyc obligacja wyemitowac przez,0
735,2,petrocentrum sp. z o.o. nabyc obligacja spolka,1
736,2,transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,1
737,2,  transakcja na akcja dokonany przez osoba blisko zwiazac z czlonek rad nadzorczy,1
738,8,  transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rad nadzorczy,0
739,8,  koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0
740,8,  anwil nabyc obligacja wyemitowac przez,0
741,2,  transakcja na akcja spolka,1
742,8,iks solino nabyc obligacja spolki.,0
743,8,transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rad nadzorczy,0
744,22,anwil nabyc obligacja wyemitowac przez,0
745,8,transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,0
746,8,petrocentrum sp. z o.o. nabyc obligacja spolka,0
747,8,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0
748,8,ship service nabyc obligacja wyemitowac przez,0
749,8,dane finansowy iii kwartal 2012 r. wedlug segment,0
750,2,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,1
751,2,szacunek wybrany dany finansowy i operacyjny kapitalowy za 3kw'12,1
752,2,anwil nabyc obligacja wyemitowac przez,1
753,8,  petrocentrum nabyc obligacja wyemitowac przez,0
754,22,anwil nabyc obligacja wyemitowac przez,0
755,2,termin przekazywac raport okresowy w 2013 r.,1
756,2,polski koncern naftowy koltrans sp. z o.o. nabyc obligacja wyemitowac przez,1
757,8,upstream sp. z o.o. nabyc obligacja wyemitowac przez,0
758,2,podpisac z glencore energy uk ltd umowa na dostawa ropa naftowy,1
759,2,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,1
760,22,anwil nabyc obligacja wyemitowac przez,0
761,8,koltrans sp. z o.o. nabyc obligacja emitent,0
762,8,zmiana data publikacja raport okresowy za 3. kwartal 2012 rok,0
763,8,petrocentrum sp. z o.o. nabyc obligacja spolka,0
764,2,polski koncern naftowy transport nabyc obligacja wyemitowac przez,1
765,2,anwil nabyc obligacja wyemitowac przez,1
766,8,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,0
767,8,anwil nabyc obligacja wyemitowac przez spolka,0
768,8,umowy pomiedzy a statoil,0
769,8,upstream sp. z o.o. nabyc obligacja wyemitowac przez,0
770,2,ksiegowosc sp. z o.o. nabyc obligacja spolka,1
771,22,anwil nabyc obligacja wyemitowac przez,0
772,8,ship service nabyc obligacja spolka,0
773,8,podpisac z gunvor umowa na dostawa ropa naftowy,0
774,8,  transport nabyc obligacja wyemitowac przez,0
775,2,wybor kpmg audyt sp. z o.o. jako podmiot uprawniony do badanie j sprawozdanie finansowy .,1
776,2,iks solino nabyc obligacja emitenta.,1
777,2,petrocentrum sp. z o.o. nabyc obligacja emitenta.,1
778,8,koltrans sp. z o.o. nabyc obligacja wyemitowac przez emitenta.,0
779,8,  ship service nabyc obligacja wyemitowac przez,0
780,2,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,1
781,22,anwil nabyc obligacja wyemitowac przez,0
782,2,anwil nabyc obligacja spolka,1
783,2,transport nabyc obligacja wyemitowac przez,1
784,2,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,1
785,2,polski koncern naftowy anwil nabyc obligacja wyemitowac przez,1
786,22,anwil nabyc obligacja wyemitowac przez,0
787,8,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,0
788,8,upstream sp. z o.o. nabyc obligacja wyemitowac przez,0
789,22,anwil nabyc obligacja wyemitowac przez,0
790,8,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0
791,8,ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,0
792,8,transport nabyc obligacja wyemitowac przez,0
793,8,  iks solino nabyc obligacja wyemitowac przez,0
794,8,  petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez spolka,0
795,17,koltrans sp. z o.o. nabyc obligacja spolka,1
796,32,ship service nabyc obligacja wyemitowac przez,1
797,2,petrocentrum sp. z o.o. nabyc obligacja spolka,1
798,8,szacunek wybrany dany finansowy i operacyjny kapitalowy za 2kw.2012 r.,0
799,2,ship service nabyc obligacja wyemitowac przez spolke.,1
800,2,  transport nabyc obligacja wyemitowac przez,1
801,2,ship service nabyc obligacja spolka,1
802,8,petrocentrum sp. z o.o. nabyc obligacja spolka,0
803,8,ksiegowosc sp. z o.o. nabyc obligacja spolka,0
804,8,iks solino nabyc obligacja wyemitowac przez,0
805,2,zmiana data publikacja raport okresowy za 1 polrocze 2012 r.,1
806,2,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,1
807,32,ship service nabyc obligacja wyemitowac przez,1
808,2,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,1
809,2,anwil nabyc obligacja wyemitowac przez,1
810,32,ship service nabyc obligacja wyemitowac przez,1
811,2,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,1
812,8,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,0
813,8,ship service nabyc obligacja wyemitowac przez,0
814,8,polski koncern naftowy koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0
815,8,upstream sp. z o.o. nabyc obligacja spolka,0
816,8,umowa z ow supply&trading,0
817,8,polski koncern naftowy ship service nabyc obligacja wyemitowac przez,0
818,8,  lista akcjonariusz,0
819,2,ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,1
820,2,transport nabyc obligacja wyemitowac przez,1
821,2,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,1
822,8,ing ofe zglosic projekt uchwala zwz dot. podzial zysk za rok obrotowy 2011,0
823,8,ship service nabyc obligacja wyemitowac przez,0
824,8,iks solino nabyc obligacja wyemitowac przez,0
825,22,anwil nabyc obligacja wyemitowac przez,0
826,8,petrocentrum sp. z o.o. nabyc obligacja spolka,0
827,8,anwil nabyc obligacja spolka,0
828,8,  petrocentrum nabyc obligacja,0
829,2,koltrans sp. z o.o. nabyc obligacja wyemitowac przez spolka,1
830,2,anwil nabyc obligacja wyemitowac przez,1
831,8,upstream sp. z o.o. nabyc obligacja wyemitowac przez,0
832,2,podpisac umowy przez deutschland z shell deutschland oil,1
833,2,deutschland podpisac umowa z biskup europe na dostawa paliwo,1
834,8,petrocentrum sp. z o.o. nabyc obligacja spolka,0
835,8,transport nabyc obligacja spolka,0
836,8,iks solino nabyc obligacja wyemitowac przez,0
837,17,koltrans sp. z o.o. nabyc obligacja spolka,0
838,2,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez spolka,1
839,2,anwil nabyc obligacja wyemitowac przez,1
840,2,szacunek wybrany dany finansowy i operacyjny kapitalowy za 1 kwartal 2012 rok,1
841,22,anwil nabyc obligacja wyemitowac przez,0
842,8,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,0
843,22,anwil nabyc obligacja wyemitowac przez,0
844,2,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,1
845,2,upstream sp. z o.o. nabyc obligacja wyemitowac przez,1
846,2,wykaz informacja przekazac do publiczny wiadomosci w 2011 r.,1
847,22,anwil nabyc obligacja wyemitowac przez,0
848,8,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,0
849,2,ing ofe przekroczyc 5  ogolny liczba glos na walny zgromadzenie,1
850,2,transport nabyc obligacja spolka,1
851,2,ksiegowosc sp. z o.o. nabyc obligacja spolka,1
852,2,piotr wielowieyski zlozyc rezygnacja z funkcja czlonek rad nadzorczy,1
853,2,marek karabula zlozyc rezygnacja z funkcja czlonek rad nadzorczy,1
854,8,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0
855,2,  anwil nabyc obligacja wyemitowac przez,1
856,8,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,0
857,2,rada nadzorczy powolac marka podstawa na czlonek zarzad spolka,1
858,22,anwil nabyc obligacja wyemitowac przez,0
859,2,petrocentrum sp. z o.o. nabyc obligacja spolka,1
860,2,anwil nabyc obligacja wyemitowac przez spolka,1
861,17,koltrans sp. z o.o. nabyc obligacja spolka,1
862,22,anwil nabyc obligacja wyemitowac przez,0
863,8,upstream sp. z o.o. nabyc obligacja wyemitowac przez,0
864,2,transport nabyc obligacja wyemitowac przez,1
865,2,ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,1
866,2,korekta raport biezacy numer 41/2012 dotyczyc,1
867,17,koltrans sp. z o.o. nabyc obligacja spolka,1
868,2,iks solino nabyc obligacja spolka,1
869,2,  anwil nabyc obligacja wyemitowac przez,1
870,8,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,0
871,2,anwil nabyc obligacja wyemitowac przez,1
872,2,umowy pomiedzy kapitalowy a vitol,1
873,2,lietuva podpisac z maersk a/s umowa na sprzedaz ciezki olej opalowy,1
874,2,lietuva podpisac z cargill international umowa na sprzedaz benzyna,1
875,2,anwil nabyc obligacja spolka,1
876,8,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,0
877,8,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0
878,8,upstream sp. z o.o. nabyc obligacja spolka,0
879,8,podpisac z gunvor umowa na dostawa ropa naftowy do ab lietuva,0
880,8,  wygasniecie umowy na utrzymywac zapas obowiazkowy ropa,0
881,2,transport nabyc obligacja wyemitowac przez,1
882,2,ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,1
883,2,iks solino nabyc obligacja wyemitowac przez,1
884,32,ship service nabyc obligacja wyemitowac przez,1
885,2,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,1
886,2,podpisac z stasco umowa na dostawa ropa naftowy do ab lietuva,1
887,22,anwil nabyc obligacja wyemitowac przez,0
888,8,ship service nabyc obligacja spolka,0
889,8,lista akcjonariusz posiadajacych  co malo 5  liczba glos na nwz,0
890,2,anwil nabyc obligacja spolka,1
891,8,zmiana w sklad rad nadzorczy,0
892,8,uchwala podjac przez nwz 12 styczen 2012 r.,0
893,8,ship service nabyc obligacja wyemitowac przez,0
894,17,koltrans sp. z o.o. nabyc obligacja spolka,1
895,2,  anwil abyl obligacja,1
896,2,upstream sp. z o.o. nabyc obligacja wyemitowac przez,1
897,2,  podpisac umowy na sprzedaz paliwo z biskup europa,1
898,32,ship service nabyc obligacja wyemitowac przez,1
899,2,ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,1
900,8,transport nabyc obligacja spolka,0
901,8,ship service nabyc obligacja wyemitowac przez,0
902,8,iks solino nabyc obligacja wyemitowac przez,0
903,8,ship service nabyc obligacja wyemitowac przez,0
904,8,  podpisac umowy na dostawa ropa naftowy,0
905,32,ship service nabyc obligacja wyemitowac przez,1
906,2,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,1
907,2,anwil nabyc obligacja wyemitowac przez,1
908,2,  ship service nabyc obligacja,1
909,2,  projekt uchwala na nwza,1
910,2,zwolanie nwz na 12 styczen 2012 r.,1
911,8,anwil nabyc obligacja spolka,0
912,8,rada nadzorczy odwolac marka serafin z stanowisko czlonek zarzad,0
913,2,rada nadzorczy zawiesic pan marka serafin w czynnosci czlonek zarzad,1
914,17,koltrans sp. z o.o. nabyc obligacja spolka,0
915,22,anwil nabyc obligacja wyemitowac przez,0
916,2,upstream sp. z o.o. nabyc obligacja wyemitowac przez,1
917,8,transport nabyc obligacja wyemitowac przez,0
918,8,ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,0
919,8,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0
920,8,iks solino nabyc obligacja spolka,0
921,8,podpisac z glencore energy uk ltd umowa na dostawa ropa naftowy,0
922,8,podpisac z statoil as umowa na dostawa ropa naftowy,0
923,2,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,1
924,2,anwil nabyc obligacja wyemitowac przez,1
925,8,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,0
926,8,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0
927,2,zbycie 100  akcja polkomtel na rzecz spartan capital holdings sp. z o.o.,1
928,8,polski koncern naftowy anwil nabyc obligacja wyemitowac przez,0
929,2,anwil nabyc obligacja wyemitowac przez,1
930,2,dane finansowy za 3. kwartal 2011r. wedlug segment,1
931,2,raport okresowy kwartalny skonsolidowac 3/2011 qsr,1
932,2,upstream sp. z o.o. nabyc obligacja wyemitowac przez,1
933,2,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,1
934,2,  transport nabyc obligacja,1
935,2,ksiegowosc sp. z o.o. nabyc obligacja spolka,1
936,8,ship service nabyc obligacja spolka,0
937,8,podpisac z socar umowa na dostawa ropa naftowy,0
938,8,umowy pomiedzy kapitalowy a total,0
939,8,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0
940,8,ship service nabyc obligacja wyemitowac przez,0
941,8,petrocentrum sp. z o.o. nabyc obligacja spolka,0
942,8,uokik wyrazic zgoda na zbycie 100  akcja polkomtel na rzecz spartan capital holdings sp. z o.o.,0
943,8,szacunek wybrany dany finansowy i operacyjny gk za 3 kwartal 2011 rok,0
944,2,ship service nabyc obligacja spolka,1
945,2,anwil nabyc obligacja wyemitowac przez spolka,1
946,8,ship service nabyc obligacja wyemitowac przez,0
947,22,anwil nabyc obligacja wyemitowac przez,0
948,8,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,0
949,32,ship service nabyc obligacja wyemitowac przez,1
950,2,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,1
951,2,anwil nabyc obligacja wyemitowac przez,1
952,2,anwil nabyc obligacja spolka,1
953,2,agrofert holding a.s. zlozyc skarga o uchylic wyrok sad arbitrazowy,1
954,2,upstream sp. z o.o. nabyc obligacja wyemitowac przez,1
955,2,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,1
956,8,transport nabyc obligacja spolka,0
957,8,ksiegowosc sp. z o.o. nabyc obligacja spolka,0
958,8,podpisac z souz petrolium umowa na dostawa ropa naftowy,0
959,32,ship service nabyc obligacja wyemitowac przez,1
960,2,  petrocentrum nabyc obligacja,1
961,2,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,1
962,2,iks solino nabyc obligacja wyemitowac przez,1
963,2,  anwil nabyc obligacja wyemitowac przez,1
964,2,ship service nabyc obligacja spolka,1
965,8,zmiana data publikacja raport okresowy za 3 kwartal 2011 rok,0
966,2,anwil nabyc obligacja wyemitowac przez spolka,1
967,22,anwil nabyc obligacja wyemitowac przez,0
968,8,  petrocentrum nabyc obligacja,0
969,17,koltrans sp. z o.o. nabyc obligacja spolka,1
970,2,anwil nabyc obligacja wyemitowac przez,1
971,2,upstream sp. z o.o. nabyc obligacja wyemitowac przez,1
972,2,podpisac z stasco umowa na dostawa ropa naftowy do ab lietuva,1
973,8,ksiegowosc sp. z o.o. nabyc obligacja wyemitowac spolka,0
974,2,  ship service nabyc obligacja wyemitowac przez,1
975,8,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0
976,8,anwil nabyc obligacja spolka,0
977,8,jednolity tekst statut,0
978,8,upstream sp. z o.o. nabyc obligacja wyemitowac przez,0
979,8,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,0
980,22,anwil nabyc obligacja wyemitowac przez,0
981,8,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0
982,22,anwil nabyc obligacja wyemitowac przez,0
983,2,anwil nabyc obligacja wyemitowac przez,1
984,2,transport nabyc obligacja wyemitowac przez,1
985,2,ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,1
986,8,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,0
987,8,  upstream nabyc obligacja,0
988,8,szacunek wybrany dany finansowy i operacyjny kapitalowy za 2 kwartal 2011 rok,0
989,17,koltrans sp. z o.o. nabyc obligacja spolka,0
990,8,iks solino nabyc obligacja wyemitowac przez,0
991,2,upstream sp. z o.o. nabyc obligacja wyemitowac przez,1
992,2,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,1
993,2,podpisac z glencore energy uk ltd. umowa na dostawa ropa naftowy do ab lietuva,1
994,2,anwil nabyc obligacja spolka,1
995,2,zmiana data publikacja raport okresowy,1
996,8,podpisac umowa sprzedaz akcja polkomtel na rzecz spartan capital holdings sp. z o.o.,0
997,8,  upstream nabyc obligacja,0
998,8,ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,0
999,8,transport nabyc obligacja wyemitowac przez,0
1000,8,uchwala podjac przez zwz 29 czerwiec 2011 roku.,0
1001,8,decyzja zwz w sprawa podzial zysk za 2010 rok.,0
1002,2,petrocentrum sp. z o.o. nabyc obligacja spolka,1
1003,2,podpisac z stasco umowa na dostawa ropa naftowy do ab lietuva,1
1004,22,anwil nabyc obligacja wyemitowac przez,0
1005,2,podpisac z star oil fze umowa na dostawa ropa naftowy do unipetrol rpa,1
1006,2,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,1
1007,2,iks solino nabyc obligacja spolka,1
1008,2,upstream sp. z o.o. nabyc obligacja spolka,1
1009,2,anwil nabyc obligacja spolka,1
1010,8,  petrocentrum nabyc obligacja wyemitowac przez,0
1011,2,deutschland podpisac umowa z biskup europe na dostawa paliwo,1
1012,8,  ksiegowosc nabyc obligacja,0
1013,8,  transport nabyc obligacja wyemitowac przez,0
1014,22,anwil nabyc obligacja wyemitowac przez,0
1015,2,upstream sp. z o.o. nabyc obligacja spolka,1
1016,8,  ksiegowosc nabyc obligacja,0
1017,8,  transport nabyc obligacja wyemitowac przez,0
1018,8,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,0
1019,8,projekt uchwala zwz zwolac na 29 czerwiec 2011 r.,0
1020,8,zwolanie zwz na 29 czerwiec 2011 r.,0
1021,8,anwil nabyc obligacja spolka,0
1022,8,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0
1023,8,iks solino nabyc obligacja spolka,0
1024,2,upstream sp. z o.o. nabyc obligacja spolka,1
1025,2,  petrocentrum nabyc obligacja,1
1026,2,anwil nabyc obligacja wyemitowac przez,1
1027,2,upstream sp. z o.o. nabyc obligacja wyemitowac przez,1
1028,2,anwil nabyc obligacja wyemitowac przez,1
1029,2,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,1
1030,2,podpisac umowy przez deutschland z shell deutschland oil,1
1031,2,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,1
1032,8,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0
1033,32,ship service nabyc obligacja wyemitowac przez,1
1034,2,szacunek wybrany dany finansowy i operacyjny kapitalowy za 1 kwartal 2011 rok,1
1035,22,anwil nabyc obligacja wyemitowac przez,0
1036,2,iks solino nabyc obligacja wyemitowac przez,1
1037,2,upstream sp. z o.o. nabyc obligacja spolka,1
1038,2,petrocentrum sp. z o.o. nabyc obligacja spolka,1
1039,32,ship service nabyc obligacja wyemitowac przez,1
1040,22,anwil nabyc obligacja wyemitowac przez,0
1041,22,anwil nabyc obligacja wyemitowac przez,0
1042,8,wykaz informacja przekazac do publiczny wiadomosci w 2010 r.,0
1043,17,koltrans sp. z o.o. nabyc obligacja spolka,0
1044,8,  wygasniecie umowy na utrzymywac zapas obowiazkowy,0
1045,8,transport nabyc obligacja spolka,0
1046,8,ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,0
1047,8,raport okresowy roczny skonsolidowac za 2010 rs,0
1048,8,raport okresowy roczny za 2010 rok,0
1049,2,upstream sp. z o.o. nabyc obligacja wyemitowac przez,1
1050,2,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,1
1051,2,anwil nabyc obligacja wyemitowac przez,1
1052,2,podpisac z gunvor international b.v. amsterdam umowa na dostawa ropa naftowy,1
1053,17,koltrans sp. z o.o. nabyc obligacja spolka,0
1054,22,anwil nabyc obligacja wyemitowac przez,0
1055,8,  iks solino nabyc obligacja,0
1056,2,upstream sp. z o.o. nabyc obligacja wyemitowac przez,1
1057,2,petrocentrum sp. z o.o. nabyc obligacja spolka,1
1058,2,anwil nabyc obligacja wyemitowac przez,1
1059,17,koltrans sp. z o.o. nabyc obligacja spolka,0
1060,8,anwil nabyc obligacja spolka,0
1061,8,petrocentrum sp. z o.o. nabyc obligacja spolka,0
1062,8,upstream sp. z o.o. nabyc obligacja wyemitowac przez,0
1063,8,transport nabyc obligacja wyemitowac przez,0
1064,8,ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,0
1065,22,anwil nabyc obligacja wyemitowac przez,0
1066,2,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,1
1067,2,umowa z sk eurochem na sprzedaz pta,1
1068,17,koltrans sp. z o.o. nabyc obligacja spolka,0
1069,8,petrocentrum sp. z o.o. nabyc obligacja spolka,0
1070,2,  anwil nabyc obligacja,1
1071,2,nabycie obligacj przez iks solino,1
1072,2,upstream sp. z o.o. nabyc obligacja wyemitowac przez,1
1073,2,anwil nabyc obligacja wyemitowac przez,1
1074,2,raport okresowy kwartalny skonsolidowac 4/2010 qsr,1
1075,2,dane finansowy za 4 kwartal 2010r.,1
1076,2,podpisac z vitol umowa na dostawa ropa naftowy do ab lietuva,1
1077,2,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,1
1078,2,anwil nabyc obligacja,1
1079,8,lietuva podpisac z trafigura beheer b.v. umowa na sprzedaz benzyna,0
1080,8,lietuva podpisac z maersk a/s umowa na sprzedaz ciezki olej opalowy,0
1081,8,lietuva podpisac z biskup oil international ltd umowa na sprzedaz olej napedowy,0
1082,2,emicja obligacja dla anwilu,1
1083,2,transport nabyc obligacja spolka,1
1084,2,ksiegowosc sp. z o.o. nabyc obligacja spolka,1
1085,2,upstream sp. z o.o. nabyc obligacja spolka,1
1086,8,szacunek wybrany dany finansowy i operacyjny za 4 kwartal 2010 rok,0
1087,2,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,1
1088,2,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,1
1089,22,anwil nabyc obligacja wyemitowac przez,0
1090,8,iks solino nabyc obligacja spolka,0
1091,8,upstream sp. z o.o. nabyc obligacja spolka,0
1092,2,umowa vz biskup europa na sprzedaz paliwo,1
1093,8,umowa na dostawa ropa naftowy do ab lietuva,0
1094,2,anwil nabyc obligacja wyemitowac przez,1
1095,17,koltrans sp. z o.o. nabyc obligacja spolka,0
1096,2,podpisac z lukoil polski umowa na sprzedaz paliwo,1
1097,2,podpisac umowy z statoil poland na sprzedaz paliwo,1
1098,8,upstream sp. z o.o. nabyc obligacja spolka,0
1099,2,ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,1
