id,cluster,text,change
2869,6,decyzja o przedluzenie okres poszukiwawczy kontrakt profit,1
2870,29,wprowadzenie akcja do obrot na gpw,1
2871,6,warunkowy rejestracja akcja w kdpw,1
2872,6,informacja poufny,1
2873,25,zawiadomienie o transakcja osoba zobowiazana,1
2874,6,zgloszenie dokonanie bezposredni inwestycja,1
2875,6,zmiana stan posiadanie akcja,1
2876,6,raport okresowy kwartalny skonsolidowac 3/2010 qsr,1
2877,6,wykaz akcjonariusz na nwz z 30 pazdziernik 2010 rok,1
2878,6,tresc uchwala nwz z 30 pazdziernik 2010 rok,1
2879,6,powolanie osoba nadzorowac,1
2880,38,podpisac aneks do kontrakt z too oiltechnogroup,0
2881,6,ogloszenie o zwolanie nwz,1
2882,25,zawiadomienie o transakcja osoba zobowiazana,0
2883,38,zmiana stan posiadanie akcja,0
2884,25,zawiadomienie o transakcja osoba zobowiazana,1
2885,6,zmiana stan posiadanie akcja,1
2886,29,wprowadzenie akcja do obrot na gpw,1
2887,29,wprowadzenie akcja do obrot na gpw,1
2888,6,zawarcie umowy przedwstepny,1
2889,38,zadanie przeniesienie akcja i wezwanie do zaoferowac akcja,0
2890,6,zawarcie umowy przeniesienie,1
2891,6,powolanie osoba nadzorowac i zarzadzajacy,1
2892,38,raport okresowy polroczny za 2010 psr,0
2893,6,zmiana stan posiadanie akcja,1
2894,25,zawiadomienie o transakcja osoba zobowiazana,1
2895,38,zmiana stan posiadanie akcja,0
2896,6,zawarcie umowy znaczacy,1
2897,38,objecie warrant subskrypcyjny iii i iv transza,0
2898,38,przeniesienie uprawnienia do objecia warrant subskrypcyjny iii transza,0
2899,29,wprowadzenie akcja do obrot na gpw,1
2900,6,zaoferowac i objecie warrant subskrypcyjny,1
2901,6,wprowadzenie akcja do obrot,1
2902,29,wprowadzenie akcja do obrot na gpw,1
2903,38,zaoferowac i objecie warrant subskrypcyjny iii transza,0
2904,38,wybor podmiot uprawniony do badanie sprawozdanie finansowy,0
2905,25,zawiadomienie o transakcja osoba zobowiazana,1
2906,6,zmiana stan posiadanie akcja,1
2907,38,zmiana w organ zarzadzajacy oraz nadzorowac,0
2908,25,zawiadomienie o transakcja osoba zobowiazana,1
2909,38,powolanie osoba nadzorowac,0
2910,38,tresc uchwala zwz z 30 czerwiec 2010 rok,0
2911,38,powolanie osoba zarzadzajaca,0
2912,38,wykaz akcjonariusz na zwz 30 czerwiec 2010 rok,0
2913,38,powolanie osoba nadzorowac,0
2914,38,akcjonariusz   5  liczba glos na nwz,0
2915,38,tresc uchwala nwz 25 czerwiec 2010 rok,0
2916,6,zmiana stan posiadanie akcja,1
2917,25,zawiadomienie o transakcja osoba zobowiazana,1
2918,29,wprowadzenie akcja do obrot na gpw,1
2919,38,zaoferowac i objecie warrant subskrypcyjny oraz objecie akcja seria vel,0
2920,38,powolanie osoba zarzadzajaca,0
2921,38,powolanie osoba zarzadzajaca,0
2922,38,rezygnacja osoba zarzadzajacy,0
2923,6,zwolanie zwz,1
2924,38,zwolanie nwza,0
2925,38,zawarcie umowy znaczacy,0
2926,38,raport okresowy kwartalny skonsolidowac 1/2010 qsr,0
2927,6,zmiana stan posiadanie akcja,1
2928,6,transakcja na akcja,1
2929,6,transakcja na akcja,1
2930,6,wykaz informacja przekazac do wiadomosci w 2009 r.,1
2931,25,zawiadomienie o transakcja osoba zobowiazana,1
2932,6,zmiana stan posiadanie akcja,1
2933,25,zawiadomienie o transakcja osoba zobowiazana,0
2934,38,zmiana stan posiadanie akcja,0
2935,6,zmiana stan posiadanie akcja,1
2936,25,zawiadomienie o transakcja osoba zobowiazana,1
2937,25,zawiadomienie o transakcja osoba zobowiazana,1
2938,6,umowa kredytowy z europejski bank odbudowa i rozwoj,1
2939,6,decyzja o przedluzenie okres poszukiwawczy kontrakt otg,1
2940,29,wprowadzenie akcja do obrot na gpw,0
2941,25,zawiadomienie o transakcja osoba zobowiazana,1
2942,6,zmiana stan posiadanie akcja,1
2943,29,wprowadzenie akcja do obrot na gpw,1
2944,29,wprowadzenie akcja do obrot na gpw,1
2945,6,raport roczny,1
2946,6,skonsolidowac raport roczny,1
2947,6,zawarcie umowy znaczacy,1
2948,6,saldo kredyt,1
2949,6,zaoferowac i objecie warrant subskrypcyjny,1
2950,6,dopuscic i wprowadzenie do obrot gieldowy akcja seria vel,1
2951,38,zawarcie umowy farm out z total e&p koblandy,0
2952,29,wprowadzenie akcja do obrot na gpw,0
2953,38,podjecie decyzja o finansowac przez zarzad eboir,0
2954,38,warunkowy rejestracja akcja w kdpw,0
2955,6,zmiana stan posiadanie akcja,1
2956,25,zawiadomienie o transakcja osoba zobowiazana,1
2957,38,zaoferowac i objecie warrant subskrypcyjny,0
2958,38,zadanie przeniesienie akcja i wezwanie do zaoferowac akcja,0
2959,6,rejestracja podwyzszenie kapital zakladowy,1
2960,6,rejestracja warunkowe podwyzszenie kapital zakladowy,1
2961,29,wprowadzenie akcja do obrot na gpw,1
2962,25,zawiadomienie o transakcja osoba zobowiazana,1
2963,6,termin publikacja raport okresowy w 2010 r.,1
2964,6,zaoferowac i objecie warrant subskrypcyjny uprawniac do objecia akcja seria pan,1
2965,25,zawiadomienie o transakcja osoba zobowiazana,1
2966,6,zmiana stan posiadanie akcja,1
2967,6,wykaz akcjonariusz posiadajacy co malo 5  liczba glos na nwz z 30 grudzien 2009 rok,1
2968,6,tresc uchwala nwz 30 grudzien 2009 rok,1
2969,38,zakonczenie oferta akcja seria sekunda,0
2970,6,warunkowy rejestracja akcja w kdpw,1
2971,6,zmiana stan posiadanie akcja,1
2972,6,zaktualizowac opinia zarzad,1
2973,6,zmiana w porzadek obrada nwz w dzien 30 grudzien 2009 r.,1
2974,6,podjecie uchwala w sprawa emisja akcja seria sekunda,1
2975,38,rejestracja podwyzszenie kapital zakladowy,0
2976,6,ogloszenie o zwolanie nwz,1
2977,6,zakonczenie oferta akcja seria u  zawarcie umowy znaczacy,1
2978,6,warunkowy rejestracja akcja w kdpw,1
2979,6,zawiadomienie o sprzedaz akcja,1
2980,6,podjecie uchwala w sprawa emisja warrant,1
2981,6,zadanie przeniesienie akcja i wezwanie do zaoferowac akcja spolka,1
2982,6,zmiana stan posiadanie akcja,1
2983,11,informowac,0
2984,38,zawarcie ramowy umowy o wspolpraca z pgnig,0
2985,38,rejestracja podwyzszenie kapital zakladowy,0
2986,3,raport okresowy qsr,1
2987,6,decyzja o przedluzenie okres poszukiwawczy kontrakt emba,1
2988,29,wprowadzenie akcja do obrot na gpw,1
2989,38,zawarcie umowic znaczacy,0
2990,38,warunkowy rejestracja akcja w kdpw,0
2991,38,zawarcie umowy znaczacy,0
2992,6,udzielic opcja objecia nowoemitowanych akcja spolka,1
2993,6,zmiana stan posiadanie akcja,1
2994,25,zawiadomienie o transakcja osoba zobowiazana,1
2995,38,zakonczenie oferta akcja seria to,0
2996,6,zmiana stan posiadanie akcja,1
2997,25,zawiadomienie o transakcja osoba zobowiazana,1
2998,6,zaoferowac i objecie warrant subskrypcyjny,1
2999,6,udzielic opcja objecia nowoemitowanych akcja,1
3000,6,zmiana stan posiadanie akcja,1
3001,25,zawiadomienie o transakcja osoba zobowiazana,1
3002,38,emisja warrant subskrypcyjny oraz akcja seria to,0
3003,6,zmiana stan posiadanie akcja,1
3004,38,zawarcie umowic w sprawa przelew wierzytelnosc spolka,0
3005,38,rejestracja podwyzszenie kapital zakladowy,0
3006,6,spelnienie siebie warunek dot. zawrzec znaczacy umowic warunkowy,1
3007,6,oswiadczenie zarzad,1
3008,6,podpisac aneks do kontrakt,1
3009,6,skonsolidowac raport roczny,1
3010,6,dopuscic i wprowadzenie do obrot akcja seria d,1
3011,38,zawiadomienie o zmiana stan posiadanie akcja,0
3012,6,zawiadomienie o zmiana stan posiadanie akcja spolka,1
3013,6,informacja o transakcja osoba zobowiazana,1
3014,3,raport okresowy qsr,1
3015,38,zakonczenie oferta akcja seria f,0
3016,6,tresc uchwala nwza  ktory odbyc siebie 24 pazdziernik 2008 rok,1
3017,38,informacja poufny   wynik oprobowania odwiert,0
3018,6,informacja o transakcja,1
3019,38,decyzja o przedluzenie okres poszukiwawczy kontrakt otg,0
3020,6,zakonczenie oferta akcja seria metr,1
3021,6,ogloszenie o zwolanie nwz,1
3022,6,projekt uchwala nwz zwolac na 5 wrzesnia 2008 rok,1
3023,6,zakonczenie oferta akcja seria l  zawarcie umowy znaczacy,1
3024,38,ogloszenie o zwolanie zwyczajny walny zgromadzenie,0
3025,6,podpisac list intencyjny w sprawa nabycie spolka,1
3026,38,nabycie udzial w spolka too emba juga nieft,0
3027,38,ocena zasoby perspektywiczny na obszar kontrakt otg,0
3028,6,przyjecie do depozyt akcja seria co w kdpw,1
3029,38,zawarcie umowy znaczacy,0
3030,38,ogloszenie o zwolanie nwz,0
3031,38,informacja o zakonczony subskrypcja akcja seria d,0
3032,3,raport okresowy qsr,1
3033,38,raport mcdaniel & associates consultants ltd.,0
3034,25,zawiadomienie o transakcja osoba zobowiazana,0
3035,6,zawarcie umowy o swiadczenie usluga zwiazac z oferta akcja zwykly seria d,1
3036,6,aneks do koncesja na poszukiwanie weglowodor,1
3037,6,tresc uchwala nwza,1
3038,38,informacja dotyczyc stosowac zasada lad korporacyjny,0
3039,6,rejestracja podwyzszenie kapital zakladowy,1
3040,6,zmiana stan posiadanie akcja,1
3041,6,zawarcie porozumienie o wspolpraca,1
3042,6,akcjonariusz posiadajacy 5   liczba glos na wza,1
3043,6,projekt uchwala nwz zwolac na 16 marzec 2009 rok,1
3044,38,projekt uchwala nwz zwolac na 07 maja 2009 r.,0
3045,38,podpisac aneks do koncesja na poszukiwanie weglowodor,0
3046,6,informacja poufny   podpisac aneks,1
3047,6,projekt uchwala nwza zwolac na 29 kwietni 2008 rok,1
3048,6,wprowadzenie do obrot gieldowy akcja seria co,1
3049,38,projekt uchwala nwz zwolac na 31 lipiec 2009 rok,0
3050,38,emisja warrant subskrypcyjny,0
3051,38,zmiana termin publikacja raport roczny,0
3052,38,warunkowy rejestracja akcja seria d w kdpw,0
3053,6,wykaz informacja przekazac do wiadomosci w 2007 rok,1
3054,6,termin publikacja raport okresowy w 2008 r.,1
3055,38,zmiana stan posiadanie akcja,0
3056,6,zmniejszenie obowiazkowy roczny program roboczy dla kontrakt otg,1
3057,6,podpisac aneks do koncesja na poszukiwanie weglowodor,1
3058,38,rejestracja podwyzszenie kapital zakladowy,0
3059,38,informacja poufny   podpisac list intencyjny,0
3060,6,zmiana stan posiadanie akcja,1
3061,38,rejestracja akcja seria co w kdpw,0
3062,38,akcjonariusz 5  liczba glos na nwza,0
3063,38,otrzymac raport mcdaniel & associates consultants ltd.,0
3064,6,harmonogram raport okresowy w 2007 rok,1
3065,38,otrzymac raport niezalezny ekspert wedlug stan na lipiec,0
3066,38,otrzymac wycena zasoby kontrolowany,0
3067,6,zawarcie umowic w sprawa zbycie aktyw w federacja rosyjski,1
3068,6,zakonczenie oferta akcja seria kolo,1
3069,6,zwolanie nwza,1
3070,6,tresc uchwala nwza,1
3071,38,informacja o transakcja,0
3072,6,zawarcie umowy znaczacy,1
3073,38,zmiana stan posiadanie akcja,0
3074,6,rejestracja podwyzszenie kapital zakladowy,1
3075,6,wykonanie umowic znaczacy   korekta,1
3076,6,rejestracja w kdpw akcja seria d,1
3077,6,zakonczenie oferta akcja seria d,1
3078,6,podpisac aneks do kontrakt,1
3079,6,ustanowic przez spolka zastaw na aktywa znaczny wartosc,1
3080,6,ogloszenie o zwolanie nwz,1
3081,38,udzielic gwarancja przez jednostka zalezny,0
3082,38,zawarcie umowic znaczacy,0
3083,6,zmiana stan posiadanie akcja,1
3084,38,warunkowy rejestracja akcja w kdpw,0
3085,38,wybor biegly rewident,0
3086,6,wybor biegly rewident,1
3087,25,zawiadomienie o transakcja osoba zobowiazana,1
3088,6,skonsolidowac sprawozdanie finansowy,1
3089,6,rezygnacja osoba nadzorowac,1
3090,38,sprawozdanie zarzad wraz z opinia biegly rewident,0
3091,3,raport okresowy qsr,1
3092,6,zmiana stan posiadanie akcja,1
3093,6,tresc uchwala nwz z 7 maja 2009 rok,1
3094,6,podpisac przez too erkin oil aneks do kontrakt na poszukiwanie weglowodor,1
3095,38,warunkowy rejestracja akcja w kdpw,0
3096,6,zmiana stan posiadanie akcja,1
3097,6,zmiana stan posiadanie akcja,1
3098,6,wykonanie umowic znaczacy,1
3099,38,zakonczenie oferta akcja seria q i r  zawarcie znaczacy umowy,0
3100,6,zmiana stan posiadanie akcja,1
3101,38,zmiana stan posiadanie akcja,0
3102,38,uchwala rn w sprawa regulamin program motywacyjny,0
3103,38,skonsolidowac raport roczny,0
3104,38,spelnienie siebie warunek dotyczyc zawrzec znaczacy umowy warunkowy,0
3105,38,zawarcie aneks do umowic znaczacy,0
3106,6,uzyskac wynik oprobowania odwiert g 4d,1
3107,38,spelnienie siebie warunek dotyczyc umowic warunkowy,0
3108,25,zawiadomienie o transakcja osoba zobowiazana,1
3109,38,sprawozdanie zarzad wraz z opinia biegly rewident,0
3110,6,transakcja osoba maic dostep do informacja poufny,1
3111,6,zakonczenie oferta akcja seria nad,1
3112,6,zmiana stan posiadanie akcja,1
3113,6,rezygnacja osoba nadzorowac,1
3114,6,zawarcie umowy znaczacy,1
3115,6,podjecie uchwala w sprawa emisja akcja seria kolo,1
3116,25,zawiadomienie o transakcja osoba zobowiazana,1
3117,38,spelnienie warunek dotyczyc zawrzec znaczacy umowic,0
3118,6,podjecie uchwala w sprawa emisja akcja seria nad,1
3119,6,projekt uchwala zwza 26 czerwiec 2008 rok,1
3120,6,wniosek o zatwierdzenie dokument rejestracyjny spolka,1
3121,3,raport okresowy qsr,1
3122,6,nabycie przez aktyw znaczny wartosc,1
3123,6,zawarcie umowic znaczacy   korekta raport,1
3124,38,ogloszenie o zwolanie nwz,0
3125,6,akcjonariusz   5   liczba glos na nwza,1
3126,6,tresc uchwala zwza z 26 czerwiec 2008 rok,1
3127,38,informacja o transakcja,0
3128,6,aneks do znaczacy umowy,1
3129,25,zawiadomienie o transakcja osoba zobowiazana,1
3130,38,zawarcie przez spolka umowy znaczacy,0
3131,29,wprowadzenie akcja do obrot na gpw,1
3132,38,raport roczny,0
3133,38,rezygnacja oraz powolanie osoba zarzadzajaca,0
3134,6,rejestracja podwyzszenie kapital zakladowy,1
3135,38,komentarz zarzad w zwiazek z przerwa w obrada nwza,0
3136,6,ogloszenie o zwolanie nwz,1
3137,6,tresc uchwala zwz z 30 czerwiec 2009 rok,1
3138,6,powolanie osoba nadzorowac,1
3139,6,projekt uchwala zwz,1
3140,38,projekt uchwala nwz zwolac na 24 pazdziernik 2008 rok,0
3141,38,rejestracja warunkowe podwyzszenie kapital zakladowy,0
3142,6,skonsolidowac raport kwartalny qsr,1
3143,6,ogloszenie o zwolanie nwz,1
3144,6,ustanowic zastaw na aktywa znaczny wartosc,1
3145,38,podjecie uchwala w sprawa emisja akcja seria f,0
3146,6,zawarcie umowy znaczacy,1
3147,25,zawiadomienie o transakcja osoba zobowiazana,1
3148,6,termin publikacja raport okresowy w 2009 rok,1
3149,38,zatwierdzenie projekt probny eksploatacja zloze zubantam,0
3150,38,wykaz akcjonariusz,0
3151,38,tresc uchwala nwza ktory odbyc siebie dzien 16 marzec 2009 rok,0
3152,6,strona list intencyjny oraz porozumienie o wspolpraca,1
3153,6,raport roczny,1
